NPC_SEARCH	Npc Arama
TOOLTIP_PETSKILL_4	Direnç (Þaman)
TOOLTIP_PETSKILL_5	Kritik Hasar (PvM)
TOOLTIP_PETSKILL_6	Güçlü Canavar
TOOLTIP_PETSKILL_7	Güçlü Patron
TOOLTIP_PETSKILL_8	kavrayýþ
TOOLTIP_PETSKILL_9	Yang Drobu
TOOLTIP_PETSKILL_10	Büyülü Saldýrý/Yakýn Döv. saldýrýsý
TOOLTIP_PETSKILL_11	Yakýn dövüþ saldýrýsýný engelle
TOOLTIP_PETSKILL_12	Yakýn dövüþ vuruþunu yansýtýn
TOOLTIP_NEW_POTION30	Nadir bir balýk ise, balýðý yakalama þansýnýzý %20 arttýrýr.
AFFECT_NEW_POTION30	Balýk tutma kitabý
TOOLTIP_APPLY_FISHING_RARE	Nadir bir balýk yakalama olasýlýðý %d%% daha fazla	SA
TOOLTIP_ROD_FISHING	%d%% daha fazla balýk yakalama þansý.
TOOLTIP_FISH_USE_TIME	Süre: %d dakika
TOOLTIP_ANTIDROP	|Eemoji/anti_drop|e
TOOLTIP_ANTISAFEBOX	|Eemoji/anti_safebox|e
TOOLTIP_ANTISELL	|Eemoji/anti_sell|e
TOOLTIP_ANTISHOP	|Eemoji/anti_shop|e
SLOTNAME_1	Zýrh Kostümü
SLOTNAME_2	Saç Stili Kostümü
SLOTNAME_3	Binek Kostümü
SLOTNAME_4	Kuþak Kostümü
SLOTNAME_5	Silah Kostümü
SLOTNAME_6	Pet Kostümü
SLOTNAME_7	Binek
SLOTNAME_8	Zýrh Efekti
SLOTNAME_9	Silah Efekti
TEXT_CHANNEL	%s, CH%d
CH_99_NAME	%s, Genel	
TOOLTIP_BONUS_UNKNOWN	Bilinmeyen
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ANIMAL	Hayvanlara Karþý Güçlü
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ORC	Orklara Karþý Güçlü
TOOLTIP_DUNGEON_APPLY_ATTBONUS_UNDEAD	Ölümsüzlere Karþý Güçlü
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DEVIL	Þeytanlara Karþý Güçlü
TOOLTIP_DUNGEON_APPLY_RESIST_FIRE	Ateþ Dayanýklýlýðý
TOOLTIP_DUNGEON_APPLY_RESIST_ELEC	Þimþek Dayanýklýlýðý
TOOLTIP_DUNGEON_APPLY_RESIST_ICE	Buz Direnci
TOOLTIP_DUNGEON_APPLY_RESIST_WIND	Rüzgar Direnci
TOOLTIP_DUNGEON_APPLY_RESIST_EARTH	Dünya Direnci
TOOLTIP_DUNGEON_APPLY_RESIST_DARK	Karanlýk Direnci
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ELEC	Yýldýrým Gücü
TOOLTIP_DUNGEON_APPLY_ATTBONUS_FIRE	Ateþ Gücü
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ICE	Buz Gücü
TOOLTIP_DUNGEON_APPLY_ATTBONUS_WIND	Rüzgar Gücü
TOOLTIP_DUNGEON_APPLY_ATTBONUS_EARTH	Dünya Gücü
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DARK	Karanlýk Gücü
TOOLTIP_DUNGEON_APPLY_DESIGN_1	Güçlü Yýldýrým, Karanlýk, Buz, Ateþ, Toprak
TOOLTIP_DUNGEON_APPLY_ATTBONUS_RUNE	Güçlü Rün Canavarý
TOOLTIP_APPLY_DESIGN_1	Güçlü þimþek, karanlýk, buz %d%%	SA
AFFECT_NEW_POTION24	Armoni Küpe
AFFECT_NEW_POTION25	Sevgi Bileziði
AFFECT_NEW_POTION26	Sevgi Küpesi
AFFECT_NEW_POTION27	Armoni Bileziði
AFFECT_NEW_POTION28	Sevgi Kolyesi
AFFECT_NEW_POTION29	Armoni Kolyesi
PET_TOOLTIP_LV	Lv: %d
PET_TOOLTIP_BNS1	HP: +%s%%
PET_TOOLTIP_BNS2	Canavarlara Karþý Güç: +%s%%
PET_TOOLTIP_BNS3	Ortalama Zarar[PVM]: +%s%%
DS_TIME_CHARGE	Kalan süre: %d%% (sec %d) di %d%% (sec %d)
BIOLOGIST_ALERT2	Devam etmek için önce ödülü almalýsýn.
BIOLOGIST_ALERT3	Görevi tamamladýnýz, þimdi ödülünüzü alabilirsiniz.
BIOLOGIST_ALERT4	Ödülünüzü almak için önce gerekli tüm eþyalarý teslim etmelisiniz.
BIOLOGIST_CONFIRM_TYPE1	Seçilen bonusu kabul ettiðinizden emin misiniz?
BIOLOGIST_ALERT_TYPE1	Ödülü geri çekmek için aþaðýdaki bonuslardan birine týklamanýz gerekir.
BIOLOGIST_REWARD_TYPE0	Aþaðýdaki bonuslarý alacaksýnýz:
BIOLOGIST_REWARD_TYPE1	Aþaðýdaki bonuslardan birini seçmeniz gerekecek:
BIOLOGIST_WAIT_FINISH	Biyoloðun bekleme süresi sona erdi.
BIOLOGIST_WAIT	Sonraki teslimat: %s
BIOLOGIST_COUNT	%d/%d
BIOLOGIST_MISSION_NAME_1	Ork Diþi
BIOLOGIST_MISSION_NAME_2	Lanet Kitabý
BIOLOGIST_MISSION_NAME_3	Þeytan Hatýrasý
BIOLOGIST_MISSION_NAME_4	Buz Topu
BIOLOGIST_MISSION_NAME_5	Zelkova Dalý
BIOLOGIST_MISSION_NAME_6	Tugyis Tabelasý
BIOLOGIST_MISSION_NAME_7	Kýr. Hayalet Aðaç Dalý
BIOLOGIST_MISSION_NAME_8	Liderin Notlarý
BIOLOGIST_MISSION_NAME_9	Kem Göz Mücevheri
BIOLOGIST_MISSION_NAME_10	Bilgelik Mücevheri
BIOLOGIST_MISSION_NAME_11	Aðaç Yaratýk Kökü
BIOLOGIST_MISSION_NAME_12	Chaegirab'ýn yüzükleri
BIOLOGIST_MISSION_NAME_13	Metin Kristalleri
BIOLOGIST_MISSION_NAME_14	Büyülü Tohum
BATTLE_PASS_PROCENT	Yüzde: %.1f%%
BATTLE_PASS_ALERT1	Henüz savaþ biletiniz aktif deðil, etkinleþtirmek için bu öðeye ihtiyacýnýz var.
BATTLE_PASS_OK	Tamam
BATTLE_PASS_STATUS	Durum: %s%s|h|r
BATTLE_PASS_INACTIVE	Aktif Deðil
BATTLE_PASS_ACTIVE	Devam etmekte
BATTLE_PASS_COMPLETED	Tamamlandý
BATTLE_PASS_UNKNOWN_NAME	Bilinmeyen isim
BATTLE_PASS_NAME	Ýsim: %s
BATTLE_PASS_COUNTQUEST	Kalan Görevler: %s
BATTLE_PASS_COUNTQUEST_COMPELTED	Tamamlanan Görevler: %s
BATTLE_PASS_REMAINING_TIME	Kalan süre: %s
PETBOX_RIMUOVE	Evcil hayvaný dýþarý çýkarmak istediðinden emin misin?
BUY_GAYA_ITEM	Bu öðeyi satýn almak istiyor musunuz?
PETSKILLNAME_1	Direnç (Savaþçý)
PETSKILLNAME_2	Direnç(sura)
PETSKILLNAME_3	Direnç (ninja)
PETSKILLNAME_4	Direnç (Þaman)
PETSKILLNAME_5	Kritik Hasar (PvM)
PETSKILLNAME_6	Metinlere Karþý güçlü
PETSKILLNAME_7	Patronlara Karþý Güçlü
PETSKILLNAME_8	Exp Drobu
PETSKILLNAME_9	Yang Drobu
PETSKILLNAME_10	Büyülü Saldýrý/Yakýn Döv. saldýrýsý
PETSKILLNAME_11	Yakýn Dövüþ Saldýrýlarýný Bloklama Þansý
PETSKILLNAME_12	Yakýn dövüþ Saldýrýlarýný Yansýtma Þansý
PETBOX_DESC1	Özellikler:
PETBOX_DESC2	Yas: %d gün, %d saat ve %d dakika
PETBOX_DESC3	Sv.: %d
PETBOX_DESC4	Evrim: %s
PETBOX_DESC5	HP: %s%%
PETBOX_DESC6	Canavarlara Karþý Güçlü: %s%%
PETBOX_DESC7	Ortalama Zarar (Sadece Canavarlarda): %s%%
PETBOX_DESC8A	Beceri Slotu 1: Kapalý
PETBOX_DESC9A	Beceri Slotu 2: Kapalý
PETBOX_DESC10A	Beceri Slotu 3: Kapalý
PETBOX_DESC11A	Beceri Slotu 4: Kapalý
PETBOX_DESC8B	Beceri Slotu 1: Boþ
PETBOX_DESC9B	Beceri Slotu 2: Boþ
PETBOX_DESC10B	Beceri Slotu 3: Boþ
PETBOX_DESC11B	Beceri Slotu 4: Boþ
PETBOX_DESC8C	Beceri Slotu 1: %s (%d)
PETBOX_DESC9C	Beceri Slotu 2: %s (%d)
PETBOX_DESC10C	Beceri Slotu 3: %s (%d)
PETBOX_DESC11C	Beceri Slotu 4: %s (%d)
PET_EVOLUTION1	normal
PET_EVOLUTION2	normal
PET_EVOLUTION3	Vahþi
PET_EVOLUTION4	Cesur
SUBTEXT_OFFLINESHOP_TEXT15	Ýsim:
SUBTEXT_OFFLINESHOP_TEXT16	Fiyat:
CLOSE_AUCTION	Kapat
CUBE_CATEGORY1	Silahlar
CUBE_CATEGORY2	Zýrhlar
CUBE_CATEGORY3	Mücevherler
CUBE_CATEGORY4	Diðerleri
CUBE_CATEGORY5	90 Seviye Bilezikler [PvP]
CUBE_CATEGORY6	100 Seviye Mücevher [PvP]
CUBE_CATEGORY7	Kemerler [PvP]
CUBE_CATEGORY8	Kemerler [PvM]
CUBE_CATEGORY9	90 Sv. Kolyeler [PvP]
CUBE_CATEGORY10	90 Sv. Küpeler [PvP]
CUBE_CATEGORY11	80 Sv. Silahlar [PvP]
CUBE_CATEGORY12	90 Sv. Silahlar [PvP]
CUBE_CATEGORY13	100 Sv. Silahlar [PvP]
CUBE_CATEGORY14	105 Sv. Silahlar [PvM]
CUBE_CATEGORY15	80 Sv. zýrhlar [PvM]
CUBE_CATEGORY16	90 Sv. zýrhlar [PvM]
CUBE_CATEGORY17	110 Sv. zýrhlar [PvM]
CUBE_CATEGORY18	90 Sv. zýrhlar [PvP]
CUBE_CATEGORY19	105 Sv. zýrhlar [PvP]
CUBE_CATEGORY20	110 Sv. zýrhlar [PvP]
CUBE_CATEGORY21	105 Sv. Ayakkabýlar [PvP]
CUBE_CATEGORY22	110 Sv. Ayakkabýlar [PvM]
CUBE_CATEGORY23	115 Sv. Kasklar [PvP]
CUBE_CATEGORY24	80 Sv. Kasklar [PvM]
CUBE_CATEGORY25	95 Sv. Kasklar [PvM]
CUBE_CATEGORY26	105 Sv. Kasklar [PvP]
CUBE_CATEGORY27	Binek (Kalýcý)
CUBE_CATEGORY28	Evcil Hayvan (Kalýcý)
CUBE_CATEGORY29	Mücevher Oluþturma
CUBE_CATEGORY30	Mücevher Oluþturma 1
CUBE_CATEGORY31	Mücevher Oluþturma 2
CUBE_CATEGORY32	Mücevher Oluþturma 3
CUBE_CATEGORY33	Mücevher Oluþturma 4
CUBE_CATEGORY34	Mücevher Oluþturma 5
CUBE_CATEGORY35	Mücevher Oluþturma 6
CUBE_CATEGORY36	Mücevher Oluþturma 7
CUBE_CATEGORY37	Mücevher Oluþturma 8
CUBE_CATEGORY38	Mücevher Oluþturma 9
CUBE_CATEGORY39	Mücevher Oluþturma 10
CUBE_CATEGORY40	Mücevher Oluþturma 11
CUBE_CATEGORY41	Mücevher Oluþturma 12
CUBE_CATEGORY42	Mücevher Oluþturma 13
CUBE_CATEGORY51	Aksesuarlar Lv60 - Kalkan Lv75 [PVM]
CUBE_CATEGORY999	Diðer
SYSTEM_OPTION_CPU_TILING_1	CPU grafik modu, daha zayýf bir bilgisayarýn hýzýný artýrabilir.
SYSTEM_OPTION_CPU_TILING_2	Grafiklerde sorun olmasý durumunda, Sistem "veya CONFIG.exe" seçeneðini seçin.
SYSTEM_OPTION_CPU_TILING_3	ve GPU grafik moduna geçer.
SYSTEM_OPTION_GPU_TILING_1	GPU grafik modu, daha zayýf bir bilgisayarda hýzý yavaþlatabilir.
SYSTEM_OPTION_GPU_TILING_2	Grafiklerde sorun olmasý durumunda, Sistem "veya CONFIG.exe" seçeneðini seçin.
SYSTEM_OPTION_GPU_TILING_3	ve CPU grafik moduna geçer.
SYSTEM_OPTION_TILING_EXIT	Grafik modunu deðiþtirmek için oyun yeniden baþlatýlmalýdýr.
PETSKILL_COOLDOWN	Bekleme Süresi: %s saniye
PETSKILL_HP	Hp Yenileme: %s
PETSKILL_INVICIBLE	Yenilmez: %s saniye
ITEM_PRICE_TITLE	[ Fiyat ]
ITEM_IS_WORTH	%d |Eemoji/%s|e %s
ITEM_IS_FREE	Özgür
DO_YOU_BUY_ITEM_NORMAL	%d %s satýn almak ister misiniz?
CHATTING_SETTING_LEFT1	Kaldýrmak için filtreye sað týklayýn.
CHATTING_SETTING_LEFT2	Genel filtre kaldýrýlamaz.
CHAT_TYPE_INFO_EXP	Exp
CHAT_TYPE_INFO_ITEM	Eþya
CHAT_TYPE_INFO_VALUE	Deðer
CHATTING_SETTING_ADD	Sekme Ekle
CHATTING_SETTING_ADD_MAX	Maksimum sýnýra ulaþtýnýz.
CHATTING_SETTING_CHANGE_TITLE_NAME	Bu sohbetin adýný kaydetmek istiyor musunuz?
CHATTING_SETTING_CHANGE_TITLE_NOT	Genel sohbetin adýný deðiþtiremezsiniz.
CHATTING_SETTING_CHANGE_TITLE_NOT2	Ad boþluk içeremez.
CHATTING_SETTING_CHANGE_TITLE_NOT3	Ad 6 karakterden fazla olamaz.
CHATTING_SETTING_CHANGE_TITLE_NOT4	Ýsim boþ.
CHATTING_SETTING_SETTING	Ayarlar
TOOLTIP_DOUBLE_DROP_ITEM	Düþüþ ikiye katlanacak	SNA
TOOLTIP_IRR_WEAPON_DEFENSE	%d%% silah savunma dökümü	SA
EMOTION_SIRENA	Zil
EMOTION_CALL	Arama
EMOTION_CHARGING	Doluyor
EMOTION_CELEBRATION	Kutlama
EMOTION_WEATHER	Hava Durumu
EMOTION_ALCOHOL	Alkol
EMOTION_HUNGRY	Aç
EMOTION_SELFIE	Özçekim
EMOTION_PUSHUP	Þýnav
EMOTION_EXERCISE	Egzersiz yapmak
EMOTION_DOZE	Uyuklamak
EMOTION_DANCE_7	Dans 7
WINDOW_TXT1	Lv min: %s
WINDOW_TXT2	Lv max: %s
WINDOW_TXT3	Girmeniz gereken öðelere sahip deðilsiniz.
WINDOW_TXT4	Gerekli öðeler:
WINDOW_TXT5	%s haritasýna gitmek ister misiniz?
WINDOW_TXT6	Yeterince Yang'ýn yok!
DAILYGIFT_TXT1	Gün %d
DAILYGIFT_TXT2	Tazmin etmek
DAILYGIFT_TXT3	Günlük ödül:
QUESTION_DLG_CHANGELANGUAGE	Dili deðiþtirmek mi istiyorsunuz?
QUESTION_DLG_REMOVEACC	%s silmek mi istiyorsunuz?
MINIMAP_SHOW_BLOCKPVP	Düelloda ekipmanýn ön izlemesini engelle [F10]
MINIMAP_SHOW_UNBLOCKPVP	Düello donanýmýnýn önizlemesinin kilidini aç [F10]
SKILL_CHANGE_AVAILABLE	Olasý deðiþiklikler: %d
DUEL_MINIWINDOW_OVER_SLOT	Bu resme týklayarak ana düello panelini açabilirsiniz.
PET_MINIWINDOW_OVER_SLOT	"P" tuþuna basmak veya bu yuvaya týklamak evcil hayvanýnýzýn ana panelini açabilir.
RENDER_TITLE	Ön izleme
MINIMAP_SHOW_WIKI	Wiki [H]
MINIMAP_SHOW_DUNGEONINFO	Zindan Bilgi [F7]
MINIMAP_SHOW_DAILYGIFT	Günlük Hediye
MINIMAP_SHOW_BIOLOGIST	Biyolog Görevleri
MINIMAP_SHOW_TELEPORT	Iþýnlanma [F5]
MINIMAP_SHOW_SAVEPOINT	Noktayý kaydet [F11]
MINIMAP_SHOW_OFFLINESHOP	Çevrimdýþý Pazar [Y]
RUNE_IS_UNLOCKED1	Rünün kilidini açtýn.
RUNE_IS_UNLOCKED2	Yine de önce ne olduðunu bilmeniz gerekir; aldýðýn mektubu oku.
TOOLTIP_APPLY_STOLA_COSTUME1A	Canavarlara Karþý Güçlü - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2A	Metinlere Karþý Güçlü - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2B	Canlýlýk - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME3A	Patronlara Karþý Güçlü - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME3B	Zeka - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME4A	Yarý Ýnsanlara Karþý Güçlü - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5A	Yarý Ýnsanlara Karþý Direnç - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5B	Güç - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME6A	Max. HP - min: +%d e max: +%d
GRADE_STOLA	[Seviye: %d]
SUPPORT_ERR1	Bunu yapmak için destek çaðýrmanýz gerekiyor!
SUPPORT_ERR2	Sadece þamanlar tarafýndan kuþanýlabilen eþyalarý girebilirsiniz.
SUPPORT_ERR3	Bu öðeyi giremezsiniz.
SUPPORT_ERR4	Nesne doðru cinsiyet deðil!
SUPPORT_CONFIRM	Devam etmek ister misin?
SUPPORT_CONFIRM2	Seçili nesneyi kaldýrmak istediðinizden emin misiniz?
SUPPORT_CONFIRM3	deðiþtirmek ister misiniz?
AFFECT_NEW_POTION1	Turuncu Ampüller
AFFECT_NEW_POTION2	Sarý Ampüller
AFFECT_NEW_POTION3	Mavi Ampüller
AFFECT_NEW_POTION4	Kýrmýzý Ampüller
AFFECT_NEW_POTION5	Yeþil Ampüller
AFFECT_NEW_POTION6	Menekþe Ampuller
AFFECT_NEW_POTION7	Mavi Þebnem
AFFECT_NEW_POTION8	Turuncu Þebnem
AFFECT_NEW_POTION9	Beyaz Þebnem
AFFECT_NEW_POTION10	Sarý Þebnem
AFFECT_NEW_POTION11	Kýrmýzý Þebnem
AFFECT_NEW_POTION12	Yeþil Þebnem
AFFECT_NEW_POTION13	Delici Ýsabet
AFFECT_NEW_POTION14	Kritik Ýsabet
AFFECT_NEW_POTION15	Ejderha Tanrý Saldýrýsý
AFFECT_NEW_POTION16	Ejderha Tanrý Savunmasý
AFFECT_NEW_POTION17	Ejderha Tanrý Zekasý
AFFECT_NEW_POTION18	Ejderha Tanrý Yaþamý
AFFECT_NEW_POTION19	Hýz Ýksiri
AFFECT_NEW_POTION20	Yeþil Ýksir(G) (Etki)
AFFECT_NEW_POTION21	Bilgelik Ýksiri
AFFECT_NEW_POTION22	P. Bilgelik
AFFECT_NEW_POTION23	Hýrsýz Eldiveni
NEW_POTION_STATUS_0	[Engelli]
NEW_POTION_STATUS_1	[Aktif]
RUNE_POWER	gÜÇ: %d%%
RUNE_POWER_CHARGE	Kalan güç: %d%% di %d%%
RUNE_ACTIVATE	%s'yi etkinleþtirmek istiyor musun?
RUNE_DEACTIVATE	%s'yi devre dýþý býrakmak mý istiyorsunuz?
RUNE_ACTIVATE_ALL	Mevcut tüm rünleri etkinleþtirmek ister misiniz?
RUNE_DEACTIVATE_ALL	Mevcut tüm rünleri devre dýþý býrakmak ister misiniz?
RUNE_CHARGE	%s con %s'nin gücünü artýrmak ister misiniz?
RUNE_ACTIVATED_1	Rünlerinizden biri veya daha fazlasý aktif.
RUNE_ACTIVATED_2	Tüm Rünleriniz aktif.
RUNE_LOCKED	70. seviyeye ulaþtýðýnýzda rün sisteminin kilidi açýlacaktýr.
MAP_NAME_357	Antik Piramit
AFFECT_SKILL_QUESTION	Beceri sevgisini devre dýþý býrakmak istediðinizden emin misiniz?
AFFECT_DROP_QUESTION1	Bu hesaptaki düþüþü devre dýþý býrakmak istediðinizden emin misiniz?
AFFECT_DROP_QUESTION2	Bu hesaptaki düþüþü etkinleþtirmek istediðinizden emin misiniz?
TOOLTIP_DROP_BLOCK	Bu hesap için düþürme devre dýþý býrakýldý. Etkinleþtirmek için buraya týklayýn.
TOOLTIP_DROP_UNBLOCK	Bu hesabýn düþmesi etkinleþtirildi. Devre dýþý býrakmak için buraya týklayýn.
TOOLTIP_APPLY_ATTBONUS_RUNE	+%d%% Canavarlara Karþý Güçlü	SA
MAP_NAME_218	Rün Zindaný
UI_CHOOSE_LANGUAGE	Dil Seçiniz:
UI_END	Çikis
UI_GETIN	Simdi Giris
WHISPER_ADMIN_SEND_MESSAGE	Mesaj gönder
WHISPER_ADMIN_CLEAR_MESSAGE	Metni sil
WHISPER_ADMIN_CANCEL_ACTION	Bitirme eylemi
WHISPER_ADMIN_LEN_TEXT	[i] Minimum / maksimum karakter: |cFF7cff00%d|r / |cFFff0000%d|r
WHISPER_ADMIN_CUR_LANG	[i] Geçerli dil seçildi: |cFFffce00[%s]
WHISPER_ADMIN_TITLE_NAME	GM: Ülke için fýsýltý mesajý gönder.
WHISPER_ADMIN_MESSAGE	[Server] : [%s] : %s
WHISPER_ADMIN_MESSAGE2	[Server] : [%s] :%s
WHISPER_ADMIN_QUESTION_SEND	Bu mesajý göndermek istediðinizden emin misiniz?
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	Sisteme cevap veremezsiniz.
KASMIR_MARKET_PRIVATESHOP_0	Standart
KASMIR_MARKET_PRIVATESHOP_1	Bin bir gece
KASMIR_MARKET_PRIVATESHOP_2	Izgara Ustasý
KASMIR_MARKET_PRIVATESHOP_3	Hazine avcýsý
KASMIR_MARKET_PRIVATESHOP_4	Minimum alev
KASMIR_MARKET_PRIVATESHOP_5	Silah Tüccarý
KASMIR_MARKET_PRIVATESHOP_6	Satýlýk silahlar
KASMIR_MARKET_PRIVATESHOP_7	Simyacý
KASMIR_PAKET_STANDART	Standart
KASMIR_PAKET_FIRE	Ateþ
KASMIR_PAKET_ICE	Buz
KASMIR_PAKET_PAPER	Kaðýt
KASMIR_PAKET_RIBON	Þerit
KASMIR_PAKET_WING	Kanat
MINIMAP_BOSS_RESPAWN_TIME	Yeniden Doðma: %d min.
ALERT_SASH_REMOVE_ATTR	Devam etmek istediðine emin misin?
TOOLTIP_APPLY_ATTBONUS_MEDI_PVM	Ortalama Zarar [PVM] %d%%	SA
TOOLTIP_APPLY_PVM_CRITICAL_PCT	+%d%% Kritik Vuruþ Þansý (PVM)	SA
PET_ASK_LEARN	Devam etmek istediðine emin misin?
PET_APPLY_MAX_HP_PCT	HP max. +%s%%	SA
PET_APPLY_ATTBONUS_MONSTER	Canavarlara Karþý Güçlü +%s%%	SA
PET_APPLY_MEDI_PVM	Ortalama Zarar [PVM] +%s%%	SA
PET_TIME_TOOLTIP	Zaman: %d gün %d saat %d dakika
PET_TIME_TOOLTIP_INF	Süre: Sonsuz
PET_TIME_GUI	Zaman: %d (d) %d (h) %d (m)
PET_TIME_GUI_OLD	Zaman: %s / %s saat
ALERT_REVIVE_PET	Evcil hayvanýnýzý beslemek istediðinizden emin misiniz?
DS_SET_INFO	Aþaðýdaki bonuslardan yararlanmak için 6 tane +6 Ejderha Taþýný etkinleþtirin:
ASK_SEX_CHOOSE	Ýlk önce türü seçmelisiniz!
COMB_ALERT	Özel bonuslar kaldýrýlacak!
COMB_ALERT1	Bunu yapmak için, transfer kaydýrmasýný yuvalarýna eklemeniz gerekir.
COMB_ALERT2	Ýlk önce bonuslarýn alýnacaðý kostümü eklemelisiniz.
COMB_ALERT3	Sadece kostümlerden bonus aktarabilirsiniz.
COMB_ALERT4	Sadece ayný tür kostümlerden bonus aktarabilirsiniz.
COMB_ALERT5	Sadece vücut kostümlerinden bonus aktarabilirsiniz.
COMB_ALERT6	Sadece ayný kostüm türünden bonuslarý transfer edebilirsiniz.
COMB_ALERT7	Kostümün en az bir normal bonusu olmalýdýr!
VIEW_RENDERING	Önizleme için |Eemoji/key_ctrl|e tuþuna basýn.
DUEL_BLOCK_CHANGE_ITEM	[x] Öðeyi Deðiþtir
DUEL_BLOCK_BUFF	[x] Buff
DUEL_BLOCK_POTION_RED	[x] Kýrmýzý Ýksir
DUEL_BLOCK_HORSE_MOUNT	[x] At/Binek
DUEL_BLOCK_PET	[x] Evcil hayvan
DUEL_BLOCK_POLY	[x] Poli
DUEL_BLOCK_PARTY	[x] Grup
DUEL_BLOCK_EXCHANGE	[x] Ticaret
DUEL_TARGET_NAME	Dövüþmek:
DUEL_MONEY_ADD	[i] Ekle
DUEL_MONEY_CANCEL	[i] Ýptal
DUEL_MONEY_TITLE	[i] para ile bahis
DUEL_MONEY_CURRENT	Gerçek Para: 
DUEL_VICTIM_ERROR	<HABER> Kabul etmez veya reddederse yapamazsýnýz.
DUEL_MONEY_ERROR_1	<HABER> Sadece bir numara girilebilir.
DUEL_MONEY_ERROR_2	<HABER> Girilen sayý 0'dan küçük veya 0'a eþit.
DUEL_MONEY_ERROR_3	<HABER> Girilen miktar, envanterinizdeki miktardan fazla.
DUEL_TITLENAME	Düelloda yönetici sergileme ekipmaný
DUEL_EQUIP_BLOCK	Engelle
DUEL_EQUIP_UNBLOCK	Engeli kaldýr
DUEL_TITLENAME_EQUIP	Rakip Ekipman:
DUEL_CHOOSE_BLOCK	Neyi engellemek istediðinizi seçin:
DUEL_INFO_1	Sayfa Ýsim:
DUEL_INFO_2	Lonca Ýsim:
DUEL_INFO_3	Sv.:
DUEL_INFO_4	Oyun Zamaný:
DUEL_INFO_5	Bahsi kazanan:
DUEL_INFO_6	Rakip ayrýntýlarý:
DUEL_LIVE_VICTIM_LEVEL	Sv.:
DUEL_LIVE_VICTIM_NAME	Ýsim:
COMMON_SKILL_143A	Saldýrý Deðerini Artýrýn: %d%%
COMMON_SKILL_143B	Büyülü Saldýrý Deðerini artýrýn: %d%%
COMMON_SKILL_144	Yang Düþüþünü Artýrýn: %d%%
COMMON_SKILL_145	Canavarlara Karþý Gücünüzü Artýrýn: %d%%
COMMON_SKILL_146	Yaþam Puanýnýzý Artýrýn: %d
NEW_EXCHANGE_ADDED	%s Eklendi %s.
NEW_EXCHANGE_YOU_READY	%s Ticarete hazýr mýsýnýz?
NEW_EXCHANGE_YOU_ACCEPT	%s Ticareti kabul et.
NEW_EXCHANGE_ACCEPT	%s %s ticareti kabul eder.
NEW_EXCHANGE_YOU_ABORT	%s Ticareti býrak.
NEW_EXCHANGE_ABORT	%s %s ticareti kes.
NEW_EXCHANGE_LEVEL	Sv. %d
NEW_EXCHANGE_ALERT1	Birþeyleri karþýlýksýz vermek üzeresin,
NEW_EXCHANGE_ALERT2	yanglarý veya eþyalarý geri alamayacaksýn.
EXCHANGE_TITLE	Ticaret yapmak %s
EXCHANGE_TITLE_LEVEL	Ticaret yapmak %s (%d)
USE_200_ITEMS	|Eemoji/key_rclick|e + |Eemoji/key_ctrl|e Tüm yýðýný kullanmak için.
INFO_INCREASE_CHAR_STAT	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e 10 puan ile artýrmak için.
BATTLE_PASS_JAN20	Aralik 2021
SKILL_COLOR_SELECT_FIRST	Önce bir renk seçin.
SKILL_COLOR_PICK_TOOLTIP	%s için istediðiniz rengi seçin. (HEX Code : %s)
SKILL_COLOR_PRESET_TOOLTIP_TITLE	önceden ayarlanmýþ renk
SKILL_COLOR_PRESET_TOOLTIP_1	Beceriniz için seçilen bir rengi kaydedebilirsiniz.
SKILL_COLOR_PRESET_TOOLTIP_2	Seçilen rengi kaydedin ve renge tekrar ihtiyacýnýz varsa
SKILL_COLOR_PRESET_TOOLTIP_3	listeden renk kodunu seçin .
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_TITLE	Renk kodu
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_1	Hex kodu kullanarak özel bir renk ekleyebilirsiniz.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_2	Örnek #FFFFFF (Beyaz)
SKILL_COLOR_DO_YOU_RESET	Yeteneðinizin rengini geri yüklemek ister misiniz?
SKILL_COLOR_DO_YOU_CHANGE	Becerinizin rengini deðiþtirmek ister misiniz?
SKILL_COLOR_SELECT_PRESET	Bir renk seç.
SKILL_COLOR_SELECT_PRESET_NONE	Kaydedilen renk yok.
