TARGET_INFO_DROP_ITEMS	Información de Ítems Dropeables
NEW_EXCHANGE_YOU_ACCEPT	%s Aceptar comercio.
NEW_EXCHANGE_ACCEPT	%s %s acepta comercio.
NEW_EXCHANGE_YOU_ABORT	%s Deje de operar.
NEW_EXCHANGE_ABORT	%s %s interrumpir el comercio.
NEW_EXCHANGE_LEVEL	Lv. %d
NEW_EXCHANGE_ALERT1	Estás regalando cosas por nada a cambio,
NEW_EXCHANGE_ALERT2	y no podrás recuperar Yangs ni artículos.
EXCHANGE_TITLE	comercio con %s
EXCHANGE_TITLE_LEVEL	comercio con %s (%d)
USE_200_ITEMS	|Eemoji/key_rclick|e + |Eemoji/key_ctrl|e Para usar toda la pila.
INFO_INCREASE_CHAR_STAT	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e Aumentar con 10 puntos.
BATTLE_PASS_JAN20	Diciembre 2021
SKILL_COLOR_SELECT_FIRST	Elija un color primero.
SKILL_COLOR_PICK_TOOLTIP	Elija el color deseado para %s. (HEX Code : %s)
SKILL_COLOR_PRESET_TOOLTIP_TITLE	Color preestablecido
SKILL_COLOR_PRESET_TOOLTIP_1	Puedes guardar un color elegido para tu habilidad.
SKILL_COLOR_PRESET_TOOLTIP_2	Guarde el color elegido y si necesita el color nuevamente
SKILL_COLOR_PRESET_TOOLTIP_3	simplemente seleccione el código de color de la lista.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_TITLE	Codigo de color
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_1	Puede insertar un color personalizado usando un código hexadecimal.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_2	Ejemplo #FFFFFF (Blanco)
SKILL_COLOR_DO_YOU_RESET	Quieres restaurar el color de tu habilidad?
SKILL_COLOR_DO_YOU_CHANGE	Quieres cambiar el color de tu habilidad?
SKILL_COLOR_SELECT_PRESET	Elige un color.
SKILL_COLOR_SELECT_PRESET_NONE	Sin color guardado.
SKILL_COLOR_CANNOT_SAVE	No puedes guardar otros colores.
SOUL_ITEM_TOOLTIP_APPLY	El efecto está activado.
SOUL_ITEM_TOOLTIP_BLUE1	Tiempo de juego: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Mayor daño de habilidad con x%.1f por el tiempo jugado
SOUL_ITEM_TOOLTIP_COMMON	No para PvP, Transformación
SOUL_ITEM_TOOLTIP_RED1	Tiempo de juego: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Mayor daño de ataque con x%.1f por el tiempo jugado
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Ataques restantes: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	El espíritu cae en
SOUL_ITEM_TOOLTIP_UNAPPLIED	El efecto no está activado'''
SOUL_REFINE_FAILURE	actualización fallida.
SOUL_REFINE_SUCCESS	actualización exitosa.
ENVANTER_KEY_NEED	Necesitas mas %s Teclas.
ENVANTER_EXPANS_1	¿Quiere ampliar su inventario con %s teclas?
SHOP_NOT_ENOUGH_ITEM	No tienes suficientes artículos para comprar el artículo.
SELECT_YES_GUILD	Nombre de gremio: %s
EMPIRE_SELECT	Seleccionar
EMPIRE_SELECT_MODE	Selección de reino
CHARACTER_CREATE_MODE	Crear personaje
CHARACTER_SELECT_MODE	Elige el personaje
CHARACTER_CREATE_MALE	Masculino
CHARACTER_CREATE_FEMALE	Femenino
CHARACTER_CREATE_APPEARANCE1	Vista 1
CHARACTER_CREATE_APPEARANCE2	Vista 2
INTRO_SELECT_LEVEL	Lv. %d
GRADE_CIANITE_EPIC	[Grado épico]
GRADE_CIANITE_LEGG	[Grado legendario]
GRADE_CIANITE_ANTIC	[Grado antiguo]
GRADE_CIANITE_MISTC	[Grado místico]
REFINE_ERROR_ADD_PERC_STONES	[Refinar] No puedes agregar pociones para aumentar la tasa de éxito de las piedras..
REFINE_COST_UPGRADE	[i] Costos de mejora
REFINE_CURRENT_ITEM	[i] Artículo actual
REFINE_NEXT_ITEM	[i] Proximo articulo
REFINE_NEED_ITEMS	[i] Elemento requerido
REFINE_PERCENTAGE_LOW	+5%
REFINE_PERCENTAGE_MEDIUM	+10%
REFINE_PERCENTAGE_EXTRA	+15%
REFINE_INCREASE_PERCENTAGE	[Extra + %d%%]
REFINE_ERROR_ITEM_VNUM	[Mejora] No puedes agregar este artículo.
REFINE_ERROR_ITEM_COUNT	[Mejora] Puedes agregar solo 1 poción de mejora por tipo.
REFINE_ERROR_ITEM_OVERFLOW_PERCENTAGE	[Mejora] El percentural total actual es 100%.
REFINE_ERROR_ADD_PERC_STONES	[Mejora] No puedes aumentar la tasa de éxito de las pociones..
HIDE_COSTUME	Ocultar atuendo
SHOW_COSTUME	Mostrar atuendo
UI_CHANNEL_GO	Cambiar
UI_CHANNEL_CLOSE	Cerrar
UI_CHANNEL_CHOOSE	Elegir CH
UI_CHANNEL_REFRESH	Refrescar
UI_CHANNEL_YET_ON_THIS_CH	Ya estas en este CH.
TOOLTIP_APPLY_ATTBONUS_ELEC	Fuerza del rayo +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Fuerza del fuego +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Fuerza del hielo +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Fuerza del viento +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Fuerza de la tierra +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Fuerza de la oscuridad +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADA	Interrupción de la defensa con espada +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADONE	Interrupción de la defensa a dos manos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_PUGNALE	Interrupción de la defensa de la daga +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_FRECCIA	Interrupción de la defensa de flechas +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_VENTAGLIO	Interrupción de la defensa de fan +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_CAMPANA	Interrupción de la defensa de campana +%d%%	SA
TOOLTIP_APPLY_RESIST_MEZZIUOMINI	Resistencia mediohumanos %d%%	SA
TOOLTIP_APPLY_DEF_TALISMAN	Defensa: +%d	SA
TOOLTIP_APPLY_ATTBONUS_FORT_ZODIAC	Fuerza vs Monstruos del zodiaco +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Fuerza vs montruos del desierto +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Fuerza vs insectos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_ARTIGLIO	Interrupción de la defensa de la garra +%d%%	SA
SUPPORT_SKILL_VALUE	Valor de la habilidad
SUPPORT_CHAR_TITLE	Apoyar el personaje del chamán
LOCALIZATION_TITLE	Sistema de pociones
LOCALIZATION_DESC_BTN_EDIT	[i] Edita el nombre de la ubicación
LOCALIZATION_SAVE	Guardar
UPDATE_GAYA_MARKET	¿Quieres actualizar Tienda Gaya ?
EXPAND_GAYA	¿Quieres expandir Tienda Gaya ?
GAYA_SYSTEM_UNIT_GAYA	Gaya
CHEQUE_SYSTEM_UNIT_YANG	Yang
TIME_MIN_SEC	%dMin:%dSec
TIME_MIN	%dMin
CANNOT_CHANGE_FIGHT_MODE	No puedes cambiar el modo de combate de este mapa.
DEFANCE_WAWE_MAST_TEXT	Mástil de barco
DEFANCE_WAWE_GAUGE_TOOLTIP	HP: 990000000 /990000000
LOCALIZATION_TELEPORT	Teletransportarse
LOCALIZATION_EDIT	Guardar
LOCALIZATION_CANCEL	Cancelar
LOCALIZATION_CHANGE_NAME	Guardar el nombre de la ubicación
TARGET_INFO_DAMAGE	Daño : %s - %s
TARGET_INFO_DEFENSE	Defensa : %s
TARGET_INFO_EXP	Exp : %s
TARGET_INFO_MAINRACE	Raza : %s
TARGET_INFO_MAX_HP	Max. HP : %s
TARGET_INFO_NO_ITEM_TEXT	No hay artículos disponibles.
TARGET_INFO_NO_RACE	Vacío
TARGET_INFO_RACE_METIN	Metin
TARGET_INFO_RACE_ANIMAL	Animal
TARGET_INFO_RACE_DARK	Oscuro
TARGET_INFO_RACE_DEVIL	Demonio
TARGET_INFO_RACE_EARTH	Tierra
TARGET_INFO_RACE_ELEC	Eléctrico
TARGET_INFO_RACE_FIRE	Fuego
TARGET_INFO_RACE_HUMAN	Medio humano
TARGET_INFO_RACE_ICE	Hielo
TARGET_INFO_RACE_MILGYO	Místico
TARGET_INFO_RACE_ORC	Orco
TARGET_INFO_RACE_UNDEAD	Muertos vivientes
TARGET_INFO_RACE_WIND	Viento
TARGET_INFO_STONE_NAME	Piedra fantasma
TARGET_INFO_SUBRACE	Subspecies : %s
SWITCHBOT_TITLE	Switchbot
ALTERNATIVE	Alternativos
SWITCHBOT_START	Comienzo
SWITCHBOT_STOP	Stop
SWITCHBOT_EMPTY_ATTR	- Vacío -
SWITCHBOT_SELECT_ATTR	Seleccionar atributo
SWITCHBOT_CLEAR_ATTR	Limpiar
SWITCHBOT_CONFIGURATION_TITLE	Configuraciones guardadas
SWITCHBOT_SAVE_BUTTON	Memoria abierta
SWITCHBOT_SAVE	Save
SWITCHBOT_LOAD_CONFIGURATION	Carga
SWITCHBOT_CLEAR_CONFIGURATION	Limpiar
SASH_REFINE_COST	Precio de absorción: %d
SASH_ABSORB_CHANCE	Tasa de absorción: %d%%
SASH_ABSORB_CHANCE2	Tasa de absorción: %d%% ~ %d%%
SASH_DO_YOU_CLEAN	¿Quieres eliminar todas las bonificaciones disponibles?
SASH_FAILURE_CLEAN	No se pueden eliminar bonificaciones.
SASH_DEL_SERVEITEM	La banda 2 se destruirá si la combinación falla.
SASH_DEL_ABSORDITEM	¿Absorbe el objeto, destruyéndolo en el proceso?
LOGIN_FAILURE_WRONG_VERSION	Su versión de cliente está desactualizada. ¡Por favor, arreglalo!
AUTO_TOOLTIP_LINE5	Consejo: la duración de otras pociones se expresa en segundos.
DETAILS_1	Fuerza vs Medio humanos
DETAILS_12	Cuerpo / Ataque mágico
DETAILS_59	de daño absorbido por HP
DETAILS_60	de daño absorbido por MP
DETAILS_61	Regeneración HP
DETAILS_62	Regeneración MP
DETAILS_63	Probabilidad de bloquear el ataque corporal
DETAILS_64	Probabilidad de evitar flechas
DETAILS_65	Probabilidad de reflejar ataque corporal
DETAILS_66	de probabilidad de regenerar HP
DETAILS_67	de probabilidad de regenerar MP
DETAILS_68	EXP
DETAILS_69	Más posibilidades de soltar yang
DETAILS_70	Posibilidad adicional de dejar caer objetos
DETAILS_71	Ataque corporal / mágico
DETAILS_72	Defensa Mágica
DETAILS_79	Daño de media [PVM]
DETAILS_CATE_1	PVM BONUS
DETAILS_CATE_2	PVP BONUS
DETAILS_CATE_3	BONIFICACIONES ELEMENTALES
DETAILS_CATE_4	BONIFICACIONES OFENSIVAS
DETAILS_CATE_5	BONOS DEFENSIVOS
DETAILS_CATE_6	ESTADO DE BONIFICACIÓN
DETAILS_CATE_7	BONOS ALTERNATIVOS
FINDM_BUTTON_01	Retirarse
FINDM_BUTTON_02	Mejorar
FINDM_POPUP_01	No tienes todos los elementos que necesitas para iniciar el minijuego.
FINDM_POPUP_02	No tienes suficiente %s.
FINDM_POPUP_03	Ya no se puede usar.
FINDM_POPUP_04	Esta ya es la mejor recompensa.
FINDM_POPUP_05	No tienes suficiente Yang para el minijuego.
FINDM_POPUP_06	Si no les das la vuelta dentro %d segundos, las tres cartas se voltean automáticamente.
FINDM_QUESTION_01	Consumirás %d Yang y %s.\nContinuar?
FINDM_QUESTION_02	Vuelve a intentarlo y usa %s %d?
FINDM_QUESTION_03	Recompensa: %s
FINDM_QUESTION_04	Nuevo intento? Si no tiene éxito, la recompensa actual seguirá siendo suya.
FINDM_QUESTION_05	Termina el juego y obtén la recompensa?
FINDM_TOOLTIP_01	Si no hace una elección dentro del período de tiempo dado, tres cartas se entregarán automáticamente.
GUILDLAND_ABANDON_VOTE	Renuncia a tu tierra de gremio [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Entregó la tierra del gremio [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	La tierra del gremio ha sido regalada.
GUILDLAND_ABANDON_VOTE_RESULT3	Resultado de la encuesta:
GUILDLAND_ABANDON_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_ABANDON_VOTE_TEXT	¿De verdad quieres comenzar la encuesta?
GUILDLAND_ABANDON_VOTE_TEXT1	¿Votas a favor de transferir la tierra del gremio?
GUILDLAND_DEAL	Vender tierras del gremio
GUILDLAND_DEAL_TEXT1	El gremio [%s] quiere vender
GUILDLAND_DEAL_TEXT2	su tierra de gremio para %s Yang.
GUILDLAND_DEAL_TEXT3	Aceptas la oferta?
GUILDLAND_DELA_VOTE	El gremio [%s] quiere comprar nuestra tierra.
GUILDLAND_DELA_VOTE_RESULT1	Venta de terrenos al gremio [%s].
GUILDLAND_DELA_VOTE_RESULT2	La encuesta ha terminado.
GUILDLAND_DELA_VOTE_RESULT3	Resultado de la encuesta de venta de terrenos:
GUILDLAND_DELA_VOTE_RESULT4	La encuesta no es válida.
GUILDLAND_DELA_VOTE_TEXT	¿A qué gremio quieres venderle la tierra del gremio?
GUILDLAND_DELA_VOTE_TEXT1	¿Votas a favor de vender la tierra del gremio?
GUILDLAND_VOTE_TEXT	¿Quieres regalar la tierra a [%s]?
GUILDVOTE_CHANGEMASTER	Cambiar líder del gremio
GUILDVOTE_CHANGEMASTER_RESULT1	El gremio se ha desinvertido con éxito.
GUILDVOTE_CHANGEMASTER_RESULT3	Dar el gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_RESULT4	La encuesta no es válida.
GUILDVOTE_CHANGEMASTER_RESULT5	Nuevo líder del gremio: %s
GUILDVOTE_CHANGEMASTER_TEXT1	¿Quieres darle el gremio a [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	¿De verdad quieres renunciar al liderazgo del gremio??
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Dar el gremio al miembro [%s].
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Votos a favor de vender el gremio?
GUILDVOTE_MEMBEROUT	Expulsar miembro
GUILDVOTE_MEMBEROUT_AUTH	No tienes los derechos para realizar esta acción..
GUILDVOTE_MEMBEROUT_NOMAL	¿De verdad quieres alejar a este miembro??
GUILDVOTE_MEMBEROUT_RESULT1	Miembro eliminado: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT3	Has sido expulsado del gremio [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Resultado de la encuesta
GUILDVOTE_MEMBEROUT_RESULT5	La encuesta no es válida.
GUILDVOTE_MEMBEROUT_TEXT1	¿Quiere iniciar la encuesta contra [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Encuesta: ¿Expulsar a este miembro del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Encuesta: ¿[%s] debería ser expulsado del gremio?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Contra
GUILDVOTE_OK	A favor
GUILDVOTE_RESULT_AGGRE_MEMBER	A favor: %d
GUILDVOTE_RESULT_ALL_MEMBER	Participantes: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Contra: %d
GUILDVOTE_RESULT_TIME	%d days %d horas %d minutos %d segundos
GUILDVOTE_SELECT_ONE	Elige un personaje.
GUILDWINDOW_BUTTON_BASEDEALVOTE	Encuesta.
GUILDWINDOW_BUTTON_VOTECHECK	Verificar encuesta
LOGIN_FAILURE_NOT_AVAIL	Tu cuenta ha sido prohibida.
TASKBAR_ANTIEXP	AntiExp Anillo
TOOLTIP_DRAGON_SOUL_DECK1	Alquimia de la piedra del dragón	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Alquimia de la piedra del dragón	SNA
TOOLTIP_FISHINGROD_UPGRADE4	Ahora ve al pescador por
TOOLTIP_FISHINGROD_UPGRADE5	compra el nuevo modelo
TOOLTIP_FISHINGROD_UPGRADE6	de caña de pescar!
TOOLTIP_FISHINGROD_UPGRADE7	¡Esta caña de pescar es la mejor!
TOOLTIP_MALL_ATTBONUS	Cuerpo / Ataque mágico +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Cuerpo / Ataque mágico	SNA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	A Cuerpo / Ataque mágico +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_METIN	Fuerte vs Metin %d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOSS	Fuerte vs Jefe %d%%	SA
TOOLTIP_APPLY_RESIST_MONSTER	Resistencia a los monstruos %d%%	SA
INPUT_PIN_CODE_DIALOG_TITLE	Código PIN
SELECT_WRONG_PIN_CODE	¡Código PIN incorrecto!
SELECT_NOT_MATCH_PIN_CODE	Los dos códigos pin no coinciden.
PIN_CODE_TOOLTIP_LINE1	¿Ya has cambiado el código pin de tu personaje?
PIN_CODE_TOOLTIP_LINE2	Si no es así, su contraseña será "0000".
PIN_CODE_TOOLTIP_LINE3	Puede cambiar su código PIN en la memoria.
PIN_CODE_TOOLTIP_LINE4	Si has perdido tu código de personaje tendrás que pedirlo
PIN_CODE_TOOLTIP_LINE5	recuperación a través del sitio web oficial.
OFFLINESHOP_TOOLTIP_RIGHT_CLICK_FOR_SALE	|Eemoji/key_rclick|e Vender
OFFLINESHOP_CANT_SELECT_ITEM_DURING_BUILING	No puedes hacer esto mientras creas una tienda..
OFFLINESHOP_CREATE_SHOP_NO_NAME_INSERTED	Debes ingresar el nombre de la tienda.
OFFLINESHOP_CREATE_SHOP_INVALID_DURATION	Debes ingresar una duración en la tienda.
OFFLINESHOP_CREATE_SHOP_NO_ITEMS_INSERTED	Debes ingresar al menos un artículo para crear la tienda.
OFFLINESHOP_ITEMS_COUNT_TEXT	( %d items)
OFFLINESHOP_BUILDING_LEFT_CLICK_EDIT_PRICE	|Eemoji/key_lclick|e Cambiar precio
OFFLINESHOP_BUILDING_LEFT_CLICK_CTRL_REMOVE_ITEM	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e Remover
OFFLINESHOP_DAY_TEXT	%d Días
OFFLINESHOP_HOUR_TEXT	%d Horas
OFFLINESHOP_MINUTE_TEXT	%d Minutos
OFFLINESHOP_OPEN_SHOP_LEFT_CLICK_BUY_ITEM	|Eemoji/key_lclick|e comprar
OFFLINESHOP_OPEN_SHOP_LEFT_CLICK_MAKE_OFFER	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e hacer oferta
OFFLINESHOP_BUY_ITEM_QUESTION_ACCEPT	Comprar
OFFLINESHOP_BUY_ITEM_QUESTION_CANCEL	Cancelar
OFFLINESHOP_BUY_ITEM_QUESTION_COUNT	Comprarías %s x %d por %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION_COUNT2	Comprarías %s x %d por %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION	Comprarías %s por %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION2	Comprarías %s por %d yang?
OFFLINESHOP_EDIT_SHOPNAME_DESCRIPTION	Inserta el nuevo nombre :
OFFLINESHOP_EDIT_SHOPNAME_TITLE	Edita el nombre
OFFLINESHOP_EDIT_SHOPNAME_TOOLTIP	Edita el nombre
OFFLINESHOP_NAME_SUGGESTION_UNSELECT	Seleccione el artículo.
OFFLINESHOP_TYPE_COMBOBOX_NOSET	Seleccione el tipo.
OFFLINESHOP_TYPE_COMBOBOX_WEAPON	Armas
OFFLINESHOP_TYPE_COMBOBOX_ARMOR	Equipos
OFFLINESHOP_TYPE_COMBOBOX_METIN	Piedras
OFFLINESHOP_TYPE_COMBOBOX_FISH	Pescados
OFFLINESHOP_TYPE_COMBOBOX_SKILLBOOK	Libros
OFFLINESHOP_TYPE_COMBOBOX_BLEND	Mejoras
OFFLINESHOP_TYPE_COMBOBOX_DS	Alquimia
OFFLINESHOP_TYPE_COMBOBOX_RING	Anillos
OFFLINESHOP_TYPE_COMBOBOX_BELT	Cinturones
OFFLINESHOP_TYPE_COMBOBOX_COSTUME	Atuendos
OFFLINESHOP_TYPE_COMBOBOX_METIN	Piedras
OFFLINESHOP_TYPE_COMBOBOX_GIFTBOX	Cofres
OFFLINESHOP_TYPE_COMBOBOX_REFINE	artículo Upp
OFFLINESHOP_COMBOBOX_WEAPON_SWORD	Espada
OFFLINESHOP_COMBOBOX_WEAPON_DAGGER	Dagas
OFFLINESHOP_COMBOBOX_WEAPON_BOW	Flechas
OFFLINESHOP_COMBOBOX_WEAPON_TWO_HANDED	dos manos
OFFLINESHOP_COMBOBOX_WEAPON_BELL	campana
OFFLINESHOP_COMBOBOX_WEAPON_FAN	Abanico
OFFLINESHOP_COMBOBOX_WEAPON_CLAW	Garra
OFFLINESHOP_COMBOBOX_ARMOR_BODY	Armadura
OFFLINESHOP_COMBOBOX_ARMOR_HEAD	Casco
OFFLINESHOP_COMBOBOX_ARMOR_SHIELD	Escudo
OFFLINESHOP_COMBOBOX_ARMOR_WRIST	Bracelete
OFFLINESHOP_COMBOBOX_ARMOR_FOOTS	Zapatos
OFFLINESHOP_COMBOBOX_ARMOR_NECK	Collar
OFFLINESHOP_COMBOBOX_ARMOR_EAR	Pendientes
OFFLINESHOP_COMBOBOX_COSTUME_BODY	Atuendo de armadura
OFFLINESHOP_COMBOBOX_COSTUME_HAIR	Peinado
OFFLINESHOP_COMBOBOX_COSTUME_MOUNT	Montura
OFFLINESHOP_COMBOBOX_COSTUME_ACCE	Faja
OFFLINESHOP_COMBOBOX_COSTUME_WEAPON	Atuendo de arma
OFFLINESHOP_ATTR_UNSET	Seleccionar bonificación.
OFFLINESHOP_ATTR_MAX_HP	Max HP
OFFLINESHOP_ATTR_MAX_SP	Max MP
OFFLINESHOP_ATTR_CON	VIT
OFFLINESHOP_ATTR_INT	INT
OFFLINESHOP_ATTR_STR	STR
OFFLINESHOP_ATTR_DEX	DEX
OFFLINESHOP_ATTR_ATT_SPEED	Velocidad de ataque
OFFLINESHOP_ATTR_MOV_SPEED	Velocidad de movimiento
OFFLINESHOP_ATTR_CAST_SPEED	Velocidad de fundicion
OFFLINESHOP_ATTR_HP_REGEN	HP Regeneración
OFFLINESHOP_ATTR_SP_REGEN	MP Regeneración
OFFLINESHOP_ATTR_APPLY_POISON_PCT	Probabilidad de envenenamiento
OFFLINESHOP_ATTR_APPLY_STUN_PCT	Probabilidad de apagón
OFFLINESHOP_ATTR_APPLY_SLOW_PCT	Probabilidad de ralentizar
OFFLINESHOP_ATTR_APPLY_CRITICAL_PCT	Probabilidad de golpes críticos
OFFLINESHOP_ATTR_APPLY_PENETRATE_PCT	Probabilidad de golpes penetrantes
OFFLINESHOP_ATTR_APPLY_ATTBONUS_WARRIOR	Fuerte vs Guerrero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ASSASSIN	Fuerte vs Ninja
OFFLINESHOP_ATTR_APPLY_ATTBONUS_SURA	Fuerte vs Sura
OFFLINESHOP_ATTR_APPLY_ATTBONUS_SHAMAN	Fuerte vs Chamán
OFFLINESHOP_ATTR_APPLY_ATTBONUS_MONSTER	Fuerte vs monstruo
OFFLINESHOP_ATTR_APPLY_ATTBONUS_HUMAN	Fuertes vs mediohumanos
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ANIMAL	Fuerte vs animales
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ORC	Fuerte vs Orco
OFFLINESHOP_ATTR_APPLY_ATTBONUS_MILGYO	Fuerte vs místico
OFFLINESHOP_ATTR_APPLY_ATTBONUS_UNDEAD	Fuerte vs no muerto
OFFLINESHOP_ATTR_APPLY_ATTBONUS_DEVIL	Fuerte vs demonio
OFFLINESHOP_ATTR_APPLY_STEAL_HP	el daño será absorbido por HP
OFFLINESHOP_ATTR_APPLY_STEAL_SP	el daño será absorbido por MP
OFFLINESHOP_ATTR_APPLY_MANA_BURN_PCT	Posibilidad de robar MP del oponente
OFFLINESHOP_ATTR_APPLY_DAMAGE_SP_RECOVER	Posibilidad de recuperar MP
OFFLINESHOP_ATTR_APPLY_BLOCK	Posibilidad de bloquear un golpe de combate cuerpo a cuerpo
OFFLINESHOP_ATTR_APPLY_DODGE	Posibilidad de esquivar un golpe cuerpo a cuerpo
OFFLINESHOP_ATTR_APPLY_RESIST_SWORD	Defensa espada
OFFLINESHOP_ATTR_APPLY_RESIST_TWOHAND	Defensa a dos manos
OFFLINESHOP_ATTR_APPLY_RESIST_DAGGER	Defensa daga
OFFLINESHOP_ATTR_APPLY_RESIST_BELL	Defensa campana
OFFLINESHOP_ATTR_APPLY_RESIST_FAN	Defensa Fan
OFFLINESHOP_ATTR_RESIST_BOW	Resistencia flechas
OFFLINESHOP_ATTR_RESIST_FIRE	Resistencia al fuego
OFFLINESHOP_ATTR_RESIST_ELEC	Resistencia al rayo
OFFLINESHOP_ATTR_RESIST_MAGIC	Resistencia mágica
OFFLINESHOP_ATTR_APPLY_RESIST_WIND	Resistencia al viento
OFFLINESHOP_ATTR_APPLY_REFLECT_MELEE	Posibilidad de reflejar un golpe de combate cuerpo a cuerpo
OFFLINESHOP_ATTR_APPLY_REFLECT_CURSE	Posibilidad de reflejar un ataque mágico.
OFFLINESHOP_ATTR_APPLY_POISON_REDUCE	Resistencia al envenenamiento
OFFLINESHOP_ATTR_APPLY_KILL_SP_RECOVER	Posibilidad de recuperar MP después de una muerte
OFFLINESHOP_ATTR_APPLY_EXP_DOUBLE_BONUS	Posibilidad de duplicar la tasa de experiencia
OFFLINESHOP_ATTR_APPLY_GOLD_DOUBLE_BONUS	Cambiar a tasa doble yang
OFFLINESHOP_ATTR_APPLY_ITEM_DROP_BONUS	Cambiar a doble tasa de caída de elementos
OFFLINESHOP_ATTR_APPLY_POTION_BONUS	Aumentar el efecto de la poción
OFFLINESHOP_ATTR_APPLY_KILL_HP_RECOVER	Posibilidad de recuperar HP después de una muerte
OFFLINESHOP_ATTR_APPLY_IMMUNE_STUN	Defensa contra el apagón
OFFLINESHOP_ATTR_APPLY_IMMUNE_SLOW	Defensa contra la ralentización
OFFLINESHOP_ATTR_APPLY_IMMUNE_FALL	Defensa contra caídas
OFFLINESHOP_ATTR_BOW_DISTANCE	Aumentar el alcance del arco
OFFLINESHOP_ATTR_DEF_GRADE	Defensa
OFFLINESHOP_ATTR_ATT_GRADE	Valor de ataque
OFFLINESHOP_ATTR_MAGIC_ATT_GRADE	Ataque mágico
OFFLINESHOP_ATTR_MAGIC_DEF_GRADE	Defensa mágica
OFFLINESHOP_ATTR_MAX_STAMINA	Resistencia
OFFLINESHOP_ATTR_MALL_ATTBONUS	Ataque
OFFLINESHOP_ATTR_MALL_DEFBONUS	Defensa
OFFLINESHOP_ATTR_MALL_EXPBONUS	Probabilidad de duplicar la tasa de bonificación de experiencia
OFFLINESHOP_ATTR_MALL_ITEMBONUS	Probabilidad de duplicar la tasa de bonificación yang
OFFLINESHOP_ATTR_MALL_GOLDBONUS	Probabilidad de duplicar la tasa de bonificación de artículos sueltos
OFFLINESHOP_ATTR_SKILL_DAMAGE_BONUS	Daño de habilidad
OFFLINESHOP_ATTR_NORMAL_HIT_DAMAGE_BONUS	Daño de media
OFFLINESHOP_ATTR_SKILL_DEFEND_BONUS	Resistencia a la habilidad
OFFLINESHOP_ATTR_NORMAL_HIT_DEFEND_BONUS	Resistencia media
OFFLINESHOP_ATTR_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus
OFFLINESHOP_ATTR_MALL_ITEMBONUS_P_STATIC	iCafe Probabilidad de soltar un artículo
