NPC_SEARCH	Ricerca Npc
TOOLTIP_PICK_UPGRADE1	Consegnalo al boscaiolo
TOOLTIP_PICK_UPGRADE2	per ottenere
TOOLTIP_PICK_UPGRADE3	un piccone migliore.
TOOLTIP_POTION_CURE	Annullare effetto negativo.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Velocità d'attacco: +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONUS ATT. MOSTRO: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ATT: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATT: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	DIF: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	RESISTENZA DANNI: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	HP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Velocità di movimento: +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	RESISTENZA OSCURITÀ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	RESISTENZA TERRA: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	RESISTENZA GHIACCIO: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	RESISTENZA MAGIA: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	MP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	MP +%d
TOOLTIP_POTION_PLUS_STR_POINT	FORTE: +%d
TOOLTIP_POTION_SEC	Sec.
TOOLTIP_POTION_TIME	Durata:
TOOLTIP_PVP_TOURNAMENT_ENTER	Partecipazione al torneo PvP
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	EXP torneo PvP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Devi aver raggiunto livello 21
TOOLTIP_REQUIREMENT_41_LEVEL	Devi aver raggiunto livello 41
TOOLTIP_REQUIREMENT_LEVEL	Devi aver raggiunto livello %d
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Livello %d necessario
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d necessario
TOOLTIP_RESIST_BOW	Difesa frecce %d%%	SA
TOOLTIP_RESIST_DARK	Resistenza Oscurità +%d%%	SA
TOOLTIP_RESIST_EARTH	Resistenza terra +%d%%	SA
TOOLTIP_RESIST_ELEC	Resistenza lampo +%d%%	SA
TOOLTIP_RESIST_FIRE	Resistenza fuoco +%d%%	SA
TOOLTIP_RESIST_ICE	Resistenza ghiaccio +%d%%	SA
TOOLTIP_RESIST_MAGIC	Resistenza magia +%d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Anti-Magia: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_METIN	Forte contro Metin %d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOSS	Forte contro Boss %d%%	SA
TOOLTIP_APPLY_RESIST_MONSTER	Resistenza Mostri %d%%	SA
TOOLTIP_REST_USABLE_COUNT	Rimane: %d
TOOLTIP_SEALED	Legato all'anima
TOOLTIP_SEASON_PVE_BUFF	
TOOLTIP_SEASON_RANKING_BUFF	
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2° bonus aggiunto +%d%%	SA
TOOLTIP_SELLPRICE	Prezzo %s
TOOLTIP_SET_ITEM	Bonus del Set	SNA
TOOLTIP_SHAMAN	Shamana
TOOLTIP_SHIELD	Scudo
TOOLTIP_SHOES	Scarpe
TOOLTIP_SKILL	Abilità	SNA
TOOLTIP_SKILLBOOK_NAME	Libro dell'abilità
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Valore d'attacco: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Valore d'attacco:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Velocità d'attacco: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Difesa:
TOOLTIP_SKILL_AFFECT_DODGE	Valore d'attacco avversario: -
TOOLTIP_SKILL_AFFECT_HEAL	ripristinare HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Velocità di movimento: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Possibilità di riflettere un attacco corporale:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Resistenza ai danni corporali:
TOOLTIP_SKILL_COOL_TIME	Tempo di ricarica: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Danni da Tranello +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Danni da Talismano volante +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Danni abilità %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Danni abilità contro boss +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Danni da Evocare i lampi +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Danni da Artiglio di lampo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Danni da Vortice del pugnale +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Danni da Dilania +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Danni da Colpo di spada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Danni da Penetrazione +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Danni da Freccia avvelenata +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Danni da Salto del lupo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Danni da Attacco lampo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Danni da Colpo potente +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Danni da Freccia di fuoco +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Danni da Colpo di fiamma +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Danni da Pioggia di frecce +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Danni da Pietra oscura +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Danni da Colpo oscuro +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Danni da Lancio di lampi +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Danni da Annullamento magia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Danni da Ruggito del drago +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Danni da Vortice di spada +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Danni da Artiglio di lupo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Danni da Respiro del lupo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Danni da Taglio a tre vie +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Danni da Nuvola velenosa +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Danni da Schiocco di dita +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Danni da Sibilare +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Danni da Tiro ripetuto +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Danni da Tiro del drago +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Danni da Vortice del drago +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Resistenza contro danni abilità %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Danni abilità da boss -%d%%	SA
TOOLTIP_SKILL_DURATION	Durata: %d sec.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Durata Camuffamento +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Durata Aura della spada +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Durata di Passo piumato +%d sec.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Durata Anima lupo purpureo +%d sec.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Libro dell'amnesia
TOOLTIP_SKILL_LEVEL	Livello attuale: %d
TOOLTIP_SKILL_LEVEL_MASTER	Livello attuale: %d (Maestro)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Livello attuale: %d (Max. %d)
TOOLTIP_SOCKET_EMPTY	Vuoto
TOOLTIP_SOCKET_REFINABLE_ITEM	[Oggetto con montatura]
TOOLTIP_SP_REGEN	Rigenerazione MP +%d%%	SA
TOOLTIP_STR	Forza +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3° bonus aggiunto +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Tempo di ricarica %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	Tempo di ricarica %d%%	SA
TOOLTIP_UNIQUE	Unico
TOOLTIP_UNSEAL_LEFT_TIME	Slegamento dall'anima tra: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Assorbi %d%% HP utilizzando Tranello	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Talismano volante: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Talismano volante: -%d sec. (20%% di chance)	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Assorbi max. %d%% HP utilizzando Evocare i lampi	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Assorbi %d%% HP utilizzando Artiglio di lampo	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	Vortice del pugnale stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Aumenti chance di attacco critico per %d sec. utilizzando Dilania	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Assorbi %d%% HP utilizzando Dilania	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Aumenti Velocità magia per %d sec. utilizzando Anima del lupo indaco	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Aumenti Velocità di movimento per %d sec. utilizzando Anima del lupo indaco	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Aumenti Velocità magia per %d sec. utilizzando Corpo forte	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Colpo di spada: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Colpo di spada: -%d sec. (20%% di chance)	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Aiuto del drago	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	Penetrazione stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Freccia avvelenata	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Volontà di vivere	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	Salto del lupo respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	Salto del lupo stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Attacco lampo: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Attacco lampo: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Bonus difesa per %d sec. utilizzando Lama incantata	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	Colpo potente respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Bonus difesa per %d sec. utilizzando Benedizione	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	Colpo di fiamma respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Bonus difesa per %d sec. utilizzando Anima del lupo purpureo	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Cura	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Bonus difesa per %d sec. utilizzando Attacco+	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	Pioggia di frecce respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Pioggia di frecce: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Pioggia di frecce: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	Pietra oscura stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Aumenti Velocità magia per %d sec. utilizzando Protezione oscura	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Colpo oscuro: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Colpo oscuro: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Spirito della fiamma	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Orb della spada	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Lancio di lampi: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Lancio di lampi: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	Annullamento magia stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Assorbi %d%% HP utilizzando Ruggito del drago	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Assorbi %d%% HP utilizzando Vortice di spada	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Artiglio di lupo: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Artiglio di lupo: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Assorbi %d%% MP utilizzando Artiglio di lupo	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Respiro del lupo: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Respiro del lupo: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Taglio a tre vie: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Taglio a tre vie: -%d sec. (20%% di chance )	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	Taglio a tre vie stordisce l'avversario (%d%% di chance)	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Nuvola velenosa	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	Veleno insidioso respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	Schiocco di dita respinge gli avversari (%d%% di chance)	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Bonus attacco per %d sec. utilizzando Terrore	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	Assorbi %d%% HP utilizzando Colpo dello spirito	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	Assorbi %d%% HP utilizzando Tiro ripetuto	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	Assorbi %d%% HP utilizzando Tiro del drago	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Tempo di ricarica Vortice del drago: -%d sec. (10%% di chance )	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Tempo di ricarica Vortice del drago: -%d sec. (20%% di chance )	SA
TOOLTIP_WARRIOR	Guerriero
TOOLTIP_WEAPON	Arma
TOOLTIP_WOLFMAN	Lican
TOOLTIP_WRISTLET	Bracciale
UI_ACCEPT	Accetta
UI_BOLD_FONT	Tahoma:12b
UI_CANCEL	Interrompi
UI_CLOSE	Chiudi
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Rifiuta
UI_ITEM	Oggetto
UI_LEFT_TIME	Tempo rimanente: %d sec.
UI_NEXT	Avanti
UI_NEXTPAGE	Continua
UI_NOCONTENTS	Nessun contenuto
UI_NONAME	Nessun nome
UI_OK	Ok
UI_POS_UNKNOWN	Luogo sconosciuto
UI_PREVPAGE	Indietro
UI_UNKNOWN	Sconosciuto
UNLIMIT_ENTER_CZ_QUESTION	Puoi entrare nel Tempio dello Zodiaco per %d min. Vuoi usarlo?
UPDATE_TIME	Data
UPLOAD_MARK_CHECK_NEED_RECONNECT	Rifai l'upload
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Rifai l'upload
USE_ITEM_BUTTON_01	Ritorna immediatamente
USE_ITEM_BUTTON_02	Entra
USE_ITEM_FAILURE_PRIVATE_SHOP	Non puoi usare degli oggetti se hai un negozio privato aperto.
USE_ITEM_POPUP_01	La Battaglia dei 5 Santuari è terminata. \n Prossima battaglia:
USE_ITEM_QUESTION_01	Vuoi partecipare alla Battaglia dei 5 Santuari?
USE_ITEM_QUESTION_02	Vuoi tornare nel punto in cui hai perso la vita?\n Ti costerà %s Yang.
USE_ITEM_QUESTION_03	Verrai teletrasportato in un punto a caso. Vuoi entrare?
USE_SKILL_ERROR_UNKNOWN	Errore abilità sconosciuto: %s
INPUT_PIN_CODE_DIALOG_TITLE	Codice Pin
SELECT_WRONG_PIN_CODE	Codice PIN errato!
SELECT_NOT_MATCH_PIN_CODE	I due codici pin non corrispondono.
PIN_CODE_TOOLTIP_LINE1	Hai già cambiato il codice pin del tuo personaggio?
PIN_CODE_TOOLTIP_LINE2	In caso contrario, la tua password sarà "0000".
PIN_CODE_TOOLTIP_LINE3	Puoi modificare il tuo codice PIN in memoria.
PIN_CODE_TOOLTIP_LINE4	Se hai perso il codice del tuo personaggio dovrai chiederlo
PIN_CODE_TOOLTIP_LINE5	recupero tramite il sito ufficiale.
OFFLINESHOP_TOOLTIP_RIGHT_CLICK_FOR_SALE	|Eemoji/key_rclick|e Vendi
OFFLINESHOP_CANT_SELECT_ITEM_DURING_BUILING	Non Puoi fare questo mentre crei un negozio.
OFFLINESHOP_CREATE_SHOP_NO_NAME_INSERTED	Devi inserire il nome del negozio.
OFFLINESHOP_CREATE_SHOP_INVALID_DURATION	Devi inserire una durata al negozio.
OFFLINESHOP_CREATE_SHOP_NO_ITEMS_INSERTED	Devi inserire almeno un oggetto per creare il negozio.
OFFLINESHOP_ITEMS_COUNT_TEXT	( %d items)
OFFLINESHOP_BUILDING_LEFT_CLICK_EDIT_PRICE	|Eemoji/key_lclick|e Modifica prezzo
OFFLINESHOP_BUILDING_LEFT_CLICK_CTRL_REMOVE_ITEM	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e Rimuovi
OFFLINESHOP_DAY_TEXT	%d Giorni
OFFLINESHOP_HOUR_TEXT	%d Ore
OFFLINESHOP_MINUTE_TEXT	%d Minuti
OFFLINESHOP_OPEN_SHOP_LEFT_CLICK_BUY_ITEM	|Eemoji/key_lclick|e compra
OFFLINESHOP_OPEN_SHOP_LEFT_CLICK_MAKE_OFFER	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e fai offerta
OFFLINESHOP_BUY_ITEM_QUESTION_ACCEPT	Compra
OFFLINESHOP_BUY_ITEM_QUESTION_CANCEL	Annulla
OFFLINESHOP_BUY_ITEM_QUESTION_COUNT	Vuoi comprare %s x %d per %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION_COUNT2	Vuoi acquistare %s x %d per %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION	Vuoi comprare %s per %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION2	Vuoi acquistare %s per %d yang?
OFFLINESHOP_EDIT_SHOPNAME_DESCRIPTION	Inserisci il nuovo nome :
OFFLINESHOP_EDIT_SHOPNAME_TITLE	Modifica nome
OFFLINESHOP_EDIT_SHOPNAME_TOOLTIP	Modifica nome
OFFLINESHOP_NAME_SUGGESTION_UNSELECT	Seleziona item..
OFFLINESHOP_TYPE_COMBOBOX_NOSET	Seleziona tipo..
OFFLINESHOP_TYPE_COMBOBOX_WEAPON	Armi
OFFLINESHOP_TYPE_COMBOBOX_ARMOR	Equipaggiamenti
OFFLINESHOP_TYPE_COMBOBOX_METIN	Pietre
OFFLINESHOP_TYPE_COMBOBOX_FISH	Pesci
OFFLINESHOP_TYPE_COMBOBOX_SKILLBOOK	Libri
OFFLINESHOP_TYPE_COMBOBOX_BLEND	Potenziamenti
OFFLINESHOP_TYPE_COMBOBOX_DS	Alchimia
OFFLINESHOP_TYPE_COMBOBOX_RING	Anelli
OFFLINESHOP_TYPE_COMBOBOX_BELT	Cinture
OFFLINESHOP_TYPE_COMBOBOX_COSTUME	Costumi
OFFLINESHOP_TYPE_COMBOBOX_METIN	Pietre
OFFLINESHOP_TYPE_COMBOBOX_GIFTBOX	Bauli/Forzieri
OFFLINESHOP_TYPE_COMBOBOX_REFINE	item Upp
OFFLINESHOP_COMBOBOX_WEAPON_SWORD	Spada
OFFLINESHOP_COMBOBOX_WEAPON_DAGGER	Pugnale
OFFLINESHOP_COMBOBOX_WEAPON_BOW	Arco
OFFLINESHOP_COMBOBOX_WEAPON_TWO_HANDED	Spadone
OFFLINESHOP_COMBOBOX_WEAPON_BELL	Campana
OFFLINESHOP_COMBOBOX_WEAPON_FAN	Ventaglio
OFFLINESHOP_COMBOBOX_WEAPON_CLAW	Artiglio
OFFLINESHOP_COMBOBOX_ARMOR_BODY	Armatura
OFFLINESHOP_COMBOBOX_ARMOR_HEAD	Elmo
OFFLINESHOP_COMBOBOX_ARMOR_SHIELD	Scudo
OFFLINESHOP_COMBOBOX_ARMOR_WRIST	Bracciale
OFFLINESHOP_COMBOBOX_ARMOR_FOOTS	Scarpe
OFFLINESHOP_COMBOBOX_ARMOR_NECK	Collana
OFFLINESHOP_COMBOBOX_ARMOR_EAR	Orecchini
OFFLINESHOP_COMBOBOX_COSTUME_BODY	Costume armatura
OFFLINESHOP_COMBOBOX_COSTUME_HAIR	Capigliatura
OFFLINESHOP_COMBOBOX_COSTUME_MOUNT	Cavalcatura
OFFLINESHOP_COMBOBOX_COSTUME_ACCE	Stola
OFFLINESHOP_COMBOBOX_COSTUME_WEAPON	Skin Arma
OFFLINESHOP_ATTR_UNSET	Seleziona Bonus..
OFFLINESHOP_ATTR_MAX_HP	Max HP
OFFLINESHOP_ATTR_MAX_SP	Max MP
OFFLINESHOP_ATTR_CON	VIT
OFFLINESHOP_ATTR_INT	INT
OFFLINESHOP_ATTR_STR	STR
OFFLINESHOP_ATTR_DEX	DEX
OFFLINESHOP_ATTR_ATT_SPEED	Velocità di Attacco
OFFLINESHOP_ATTR_MOV_SPEED	Velocità Movimento
OFFLINESHOP_ATTR_CAST_SPEED	Velocità Magia
OFFLINESHOP_ATTR_HP_REGEN	Rigenerazione HP
OFFLINESHOP_ATTR_SP_REGEN	Rigenerazione MP
OFFLINESHOP_ATTR_APPLY_POISON_PCT	Poss. di avvelenamento
OFFLINESHOP_ATTR_APPLY_STUN_PCT	Poss. di svenimento
OFFLINESHOP_ATTR_APPLY_SLOW_PCT	Poss. di rallentamento
OFFLINESHOP_ATTR_APPLY_CRITICAL_PCT	Poss. di Colpi Critici
OFFLINESHOP_ATTR_APPLY_PENETRATE_PCT	Poss. di colpi che trafiggono
OFFLINESHOP_ATTR_APPLY_ATTBONUS_WARRIOR	Forte contro Guerriero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ASSASSIN	Forte contro Ninja
OFFLINESHOP_ATTR_APPLY_ATTBONUS_SURA	Forte contro Sura
OFFLINESHOP_ATTR_APPLY_ATTBONUS_SHAMAN	Forte contro Shamano
OFFLINESHOP_ATTR_APPLY_ATTBONUS_MONSTER	Forte contro Mostri
OFFLINESHOP_ATTR_APPLY_ATTBONUS_HUMAN	Forte contro Mezzuomini
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ANIMAL	Forte contro Animali
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ORC	Forte contro Orchi
OFFLINESHOP_ATTR_APPLY_ATTBONUS_MILGYO	Forte contro Esoterici
OFFLINESHOP_ATTR_APPLY_ATTBONUS_UNDEAD	Forte contro Zombie
OFFLINESHOP_ATTR_APPLY_ATTBONUS_DEVIL	Forte contro Diavolo
OFFLINESHOP_ATTR_APPLY_STEAL_HP	Poss. di assorbimento HP
OFFLINESHOP_ATTR_APPLY_STEAL_SP	Poss. di assorbimento MP
OFFLINESHOP_ATTR_APPLY_MANA_BURN_PCT	Poss. di rubare MP dall'avv.
OFFLINESHOP_ATTR_APPLY_DAMAGE_SP_RECOVER	Poss. di recuperare MP
OFFLINESHOP_ATTR_APPLY_BLOCK	Poss. di bloccare l'att. corporale
OFFLINESHOP_ATTR_APPLY_DODGE	Poss. riflettere l'att. corporale
OFFLINESHOP_ATTR_APPLY_RESIST_SWORD	Difesa Spada
OFFLINESHOP_ATTR_APPLY_RESIST_TWOHAND	Difesa Spadone
OFFLINESHOP_ATTR_APPLY_RESIST_DAGGER	Difesa Pugnale
OFFLINESHOP_ATTR_APPLY_RESIST_BELL	Difesa Campana
OFFLINESHOP_ATTR_APPLY_RESIST_FAN	Difesa Ventaglio
OFFLINESHOP_ATTR_RESIST_BOW	Resistenza Freccie
OFFLINESHOP_ATTR_RESIST_FIRE	Resistenza Fuoco
OFFLINESHOP_ATTR_RESIST_ELEC	Resistenza Elettric.
OFFLINESHOP_ATTR_RESIST_MAGIC	Resistenza Magia
OFFLINESHOP_ATTR_APPLY_RESIST_WIND	Resistenza Vento
OFFLINESHOP_ATTR_APPLY_REFLECT_MELEE	Poss. di riflettere l'att. corporale
OFFLINESHOP_ATTR_APPLY_REFLECT_CURSE	Poss. di riflettere danni magici
OFFLINESHOP_ATTR_APPLY_POISON_REDUCE	Resistenza Avvelenamento
OFFLINESHOP_ATTR_APPLY_KILL_SP_RECOVER	Poss. di rigenerare MP
OFFLINESHOP_ATTR_APPLY_EXP_DOUBLE_BONUS	Poss. di Exp Bonus
