NPC_SEARCH	Cãutare Npc
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	Codul de ºtergere este invalid.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Nu poþi ºterge caracterul imediat ce l-ai creat. Timp de aºteptare: %s
SELECT_CHANGED_NAME	Ai schimbat numele caracterului.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Numele caracterului existã deja.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Mai încearcã odatã.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Acesta este un nume gresit de caracter.
SELECT_CHANGE_NAME_TITLE	Schimbã numele caracterului
SELECT_DELEING	ªtergere...
SELECT_DELETED	ªtergerea s-a realizat.
SELECT_DO_YOU_DELETE_REALLY	Vrei sã continui?
SELECT_EMPTY_SLOT	Acesta este un câmp gol.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Introdu un nou nume.
SELECT_NOT_JOIN_GUILD	Nicio Breaslã	
SERVER_NOTIFY_CLOSED	Server închis: pot intra doar conturile create înainte de închidere.
SERVER_STATUS_CLOSE	ÎNCHIS
SERVER_STATUS_NEW	NOU
SERVER_STATUS_SPECIAL	SPECIAL
SHOP_BUY_INFO	Alege Obiectul pe care vrei sã-l cumperi în fereastra magazinului.
SHOP_CANNOT_SELL_EQUIPMENT	Nu poþi vinde Obiectele echipate.
SHOP_CANNOT_SELL_ITEM	Acest obiect nu este de vânzare.
SHOP_ERROR_UNKNOWN	Eroare Necunoscuta Magazin: %s
SHOP_EXCEED_LIMIT_TODAY	Ai depãºit limita zilnicã pentru folosirea punctelor.
SHOP_INVALID_POS	Acest obiect este nepotrivit.
SHOP_INVENTORY_FULL	Nu mai existã loc în inventar.
SHOP_LIMITED_DATA_LOADING	Se încarcã. Te rugãm sã încerci mai târziu.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Obiecte rãmase: %d
SHOP_LIMITED_PURCHASE_OVER	Vândut
SHOP_LIMIT_TODAY	Limitã zilnicã: %d / %d
SHOP_MY_BATTLE_POINT	Puncte de luptã: %d
SHOP_MY_MEDAL_OF_HONOR	Medalia Vitejiei: %d
SHOP_NOT_ENOUGH_10TH_COIN	Nu ai suficiente Monede Aniversare
SHOP_NOT_ENOUGH_BATTLE_POINT	Nu ai suficiente puncte de luptã.
SHOP_NOT_ENOUGH_BNW	Nu ai suficiente Monede Profet.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Nivel breaslã prea scãzut.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Medalii Vitejie insuficiente.
SHOP_NOT_ENOUGH_MONEY	Won sau Yang insuficienþi
SHOP_NOT_ENOUGH_MONEY_EX	Nu ai suficient Yang.
SHOP_SELL_INFO	Alege Obiectul pe care vrei sã-l vinzi din fereastra inventarului tãu.
SHOP_SOLDOUT	Vândut
SHOT_ERROR_UNKNOWN	Eroare necunoscutã în timpul atacului la distanþã: %s
SKILL_BLEEDING	Sangerare
SKILL_BOHO	Reflectare
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Ai nevoie de EXP pentru a învãþa calificarea aceasta.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Ai nevoie de o carte pentru a învãþa aceastã calificare.
SKILL_CHEONGEUN	Corp puternic
SKILL_CRITICAL	Loviturã criticã
SKILL_ENCHANT_POISON	Foloseºte otravã
SKILL_EUNHYEONG	Invizibil
SKILL_FAINT	Necunoºtiinþã
SKILL_FIND_TRAP	Cautã capcanã
SKILL_FIRE	Foc Permanent
SKILL_FISHMIND	Marmura de pescuit este activã
SKILL_GAMJI	Înregistrare
SKILL_GEOMGYEONG	Aura sabiei
SKILL_GICHEON	Ajutorul Dragonului
SKILL_GIGONG	Rotaþia Chi
SKILL_GONGPO	Fricã
SKILL_GRADE_NAME_GRAND_MASTER	%s Mare maestru
SKILL_GRADE_NAME_MASTER	%s Maestru
SKILL_GRADE_NAME_PERFECT_MASTER	%s maestru perfect
SKILL_GROUP_ASSASSIN_1	Lamã
SKILL_GROUP_ASSASSIN_2	Arc
SKILL_GROUP_HORSE	Cãlãrie
SKILL_GROUP_SHAMAN_1	Zmeu
SKILL_GROUP_SHAMAN_2	Vindecare
SKILL_GROUP_SURA_1	Arme
SKILL_GROUP_SURA_2	Magie
SKILL_GROUP_WARRIOR_1	Corp
SKILL_GROUP_WARRIOR_2	Mental
SKILL_GWIGEOM	Lamã fermecatã
SKILL_GYEONGGONG	Uºurare
SKILL_HEUKSIN	Protecþie întunecatã
SKILL_HOSIN	Binecuvântare
SKILL_INC_ATKSPD	Viteza de atac a crescut
SKILL_INC_MOVSPD	Viteza de miºcare a crescut
SKILL_JEOJU	Blestem
SKILL_JEONGEOP	Vindecare
SKILL_JEONGWI	Iureº
SKILL_JEONSINBANGEO	Apãrare deplinã
SKILL_JEONSINGONGGYEOK	Atac deplin
SKILL_JEUNGRYEOK	Atac +
SKILL_JEUNGSOK	Vitezã +
SKILL_JUMAGAP	Armurã fermecatã
SKILL_KWAESOK	Repeziciune
SKILL_MUYEONG	Spiritul focului
SKILL_NEED_EMPTY_BOTTLE	Nu am nicio sticlã goalã.	
SKILL_NEED_POISON_BOTTLE	Nu am nicio sticlã de otravã.	
SKILL_ONLY_FOR_GUILD_WAR	Poþi folosi aceastã calificare doar într-un rãzboi de bresle.
SKILL_PABEOP	Alungã vraja.
SKILL_POWERFUL_STRIKE	Atac anestezie
SKILL_SEOMGWANG	Bombã fulger
SKILL_SLEEP	Somn
SKILL_SLOW	Încet
SKILL_STUN	Anestezia
SKILL_SUHO	Paznic
SKILL_SUMMON_DESCRIPTION	ªansa incantaþiei: %d%%
SKILL_TOOLTIP_INT	Inteligenþã
SKILL_TOOLTIP_LEVEL	Nivel
SKILL_TOXICDIE	Otrãvire
SKILL_TOXICPOWER	Atac otrãvitor îmbunãtãþit
SKILL_TUSOK	Loviturã de stafie
SOUL_ITEM_TOOLTIP_APPLY	Efectul este activat
SOUL_ITEM_TOOLTIP_BLUE1	Timp de joc: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Daune abilitate crescute cu x%.1f pentru timpul jucat
SOUL_ITEM_TOOLTIP_COMMON	Nu ºi pentru PvP, Transformare
SOUL_ITEM_TOOLTIP_RED1	Timp de joc: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Daune atac crescut cu x%.1f pentru timpul jucat
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Atacuri rãmase: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	Spiritul expirã în
SOUL_ITEM_TOOLTIP_UNAPPLIED	Efectul nu este activat
SOUL_REFINE_FAILURE	Rafinarea a eºuat.
SOUL_REFINE_SUCCESS	Rafinare reuºitã!
STAT_MINUS_CON	Adaptarea Vitalitãþii (ªansa rãmasã: %d)
STAT_MINUS_DEX	Adaptarea Dexteritãþii (ªansa rãmasã: %d)
STAT_MINUS_INT	Adaptarea inteligenþei (ªansa rãmasã: %d)
STAT_MINUS_STR	Ajustarea Puterii (ªansã rãmasã: %d)
STAT_TOOLTIP_CON	Creºte PV ºi apãrarea
STAT_TOOLTIP_DEX	Creºte atacul ºi evadarea
STAT_TOOLTIP_INT	Creºte PM, atacul magic ºi apãrarea
STAT_TOOLTIP_STR	Creºte valoarea atacului ºi daunele
STAT_TOOLTIP_ACTION	Acþiuni
STAT_TOOLTIP_ATT	Valoarea Atacului
STAT_TOOLTIP_ATT_SPEED	Vitezã de atac
STAT_TOOLTIP_BASE_LEVEL	Nivel
STAT_TOOLTIP_CAST_SPEED	Viteza farmecului
STAT_TOOLTIP_CON	Creºte PV ºi apãrarea
STAT_TOOLTIP_CONQUEROR_LEVEL	Nivel Campion
STAT_TOOLTIP_DEF	Apãrare
STAT_TOOLTIP_DEX	Creºte atacul ºi evadarea
STAT_TOOLTIP_DODGE_PER	ªansã evitare atacul cu sãgeþi
STAT_TOOLTIP_EXP	EXP
STAT_TOOLTIP_HP	PV
STAT_TOOLTIP_IMG_CON	VIT: Creºte PV ºi apãrare
STAT_TOOLTIP_IMG_DEX	DEX: Creºte atacul ºi evadarea
STAT_TOOLTIP_IMG_INT	INT: Creºte PM, atac magic ºi apãrare
STAT_TOOLTIP_IMG_STR	STR: Creºte valoarea atacului ºi daunele
STAT_TOOLTIP_INT	Creºte PM, atacul magic ºi apãrarea
STAT_TOOLTIP_LEVEL	Nivel
STAT_TOOLTIP_MAG_ATT	Valoare de atac magic
STAT_TOOLTIP_MAG_DEF	Apãrare magicã
STAT_TOOLTIP_MOVE_SPEED	Vitezã de miºcare
STAT_TOOLTIP_PASSIVE	Bonus Relicvã
STAT_TOOLTIP_POINT	Puncte
STAT_TOOLTIP_REACTION	Reacþii
STAT_TOOLTIP_SHP	Vei primi o deducere mai micã la PV-ul maxim în Yohara.
STAT_TOOLTIP_SIMMUNE	Vei primi o deducere mai micã la rezistenþã la schimbãrile de status în Yohara.
STAT_TOOLTIP_SMOVE	Vei primi o deducere mai micã la viteza de miºcare în Yohara.
STAT_TOOLTIP_SP	PM
STAT_TOOLTIP_SPECIAL_ACTION	Acþiuni Speciale
STAT_TOOLTIP_SSTR	Vei primi o deducere mai micã de daune la atacurile tale din Yohara.
STAT_TOOLTIP_STAT	Valori
STAT_TOOLTIP_STR	Creºte valoarea atacului ºi daunele
STAT_TOOLTIP_SUNGMA_HP	Schimbã PV în funcþie de harta ºi voinþa Sung Ma (VIT) a inamicului
STAT_TOOLTIP_SUNGMA_IMMUNE	Schimbã sensibilitatea la efectele de status în funcþie de harta ºi voinþa Sung Ma (INT) a inamicului
STAT_TOOLTIP_SUNGMA_MOVE	Schimbã viteza de miºcare în funcþie de harta ºi voinþa Sung Ma (RES) a inamicului
STAT_TOOLTIP_SUNGMA_STR	Schimbã atacul în funcþie de harta ºi voinþa Sung Ma (STR) a inamicului
STAT_TOOLTIP_SUPPORT_SKILL	Abilitãþi Secundare
STAT_TOOLTIP_TAB_CHARACTER	Caracter
STAT_TOOLTIP_TAB_EMOTICON	Emoþii
STAT_TOOLTIP_TAB_QUEST	Misiuni
STAT_TOOLTIP_TAB_SKILL	Abilitãþi
SUNGMAHEE_TOWER_ENTER_FAIL_FLOOR	Mai întâi trebuie sã termini nivelul de mai jos.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_MOUNT	Nu poþi intra în timp ce cãlãreºti.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_CONQUEROR_LEVEL	Trebuie sã ai cel puþin un Nivel Campion pentru a intra.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_ITEM	Ai nevoie de Banner Craniu pentru a intra.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_PARTY	În Turn Sung Mahi nu poþi intra în grup.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_POLYMORPH	Nu poþi intra cât timp eºti transformat.
SUNGMAHEE_TOWER_FLOOR_TEXT	Nivel {0}
SUNGMAHEE_TOWER_MY_RANK_TEXT	Rang {0}
SYMBOLLIST_TITLE	Anunþã steagul breslei
TARGET_BUTTON_ACCEPT_FIGHT	Aprobã
TARGET_BUTTON_AVENGE	Rãzbunare
TARGET_BUTTON_BLOCK	Blocheazã
TARGET_BUTTON_BLOCK_REMOVE	Deblocheazã
TARGET_BUTTON_BUILDING_DESTROY	Distruge
TARGET_BUTTON_DISMOUNT	Descalecã
TARGET_BUTTON_EMOTION_ALLOW	Emoþii
TARGET_BUTTON_EXCHANGE	Negociazã
TARGET_BUTTON_EXCLUDE	Exclude
TARGET_BUTTON_EXIT_OBSERVER	Închide modul spectator
TARGET_BUTTON_FIGHT	Duel
TARGET_BUTTON_FRIEND	Prieten
TARGET_BUTTON_INVITE_GUILD	Invitaþia breslei
TARGET_BUTTON_INVITE_PARTY	Invitaþia grupei
TARGET_BUTTON_LEAVE_PARTY	Pãrãseºte grupa
TARGET_BUTTON_REQUEST_ENTER_PARTY	Alãturã-te grupei
TARGET_BUTTON_REVIVE	Învie
TARGET_BUTTON_VIEW_EQUIPMENT	Armament
TARGET_BUTTON_WHISPER	ªoaptã
TARGET_LEVEL_BOSS	Boss
TARGET_LEVEL_KING	Categoria 5.
TARGET_LEVEL_KNIGHT	Categoria 3.
TARGET_LEVEL_PAWN	Categoria 1
TARGET_LEVEL_S_KNIGHT	Categoria 4
TARGET_LEVEL_S_PAWN	Categoria 2
TARGET_TOOLTIP_ATTACK_COUNT	Lovituri Totale: %d
TASKBAR_ATTACK	Atacã
TASKBAR_AUTO	Atacã automat
TASKBAR_CAMERA	Camerã
TASKBAR_EXP	Experienþã
TASKBAR_HP	PV
TASKBAR_MOVE	Miºca
TASKBAR_SKILL	Calificare
TASKBAR_SP	PM
TASKBAR_ST	AP
TENTH_COIN	Monede Aniversare
TENTH_EVENT_ASK_EXCHANGE	Ai nevoie de %d Steaguri Aniversare. Doreºti sã continui?
THING_COUNT	toate
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Reduce dauna	SNA
TOOLTIP_AFFECT_CONFUSION	Eºti in stare de necunoºtinþã.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Reduce ºansa la loviturã criticã	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Marca Gardienilor	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	Raza hidro nu a putut fi opritã.
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Reduce apãrarea	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	Fulger
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Bonus Ton Auriu	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Hainã Udã\nVitezã de miºcare -50	SNA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Suflete (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Suflete Rare (%d/150)	SA
TOOLTIP_AFFECT_MI_BUFF	Suport Ocupare \n%s
TOOLTIP_AFFECT_MOUNT_FALL	Alunecare de pe mount	SNA
TOOLTIP_AFFECT_POLYMORPH	Transformã	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Mãreºte calmarea	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	Rezistenþã la Daune Abilitate +15% Rezistenþã la Daune Atac normal +15%
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Elixirul Explorãrii	SNA
TOOLTIP_AFFECT_RHP_REGEN	Nu se poate regenera	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Bonus Stocare\n+3% EXP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Bonus Stocare\n+20 apãrare	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Bonus Stocare\n+1% puncte de viaþã	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Bonus Stocare\n+3% putere împotriva monºtrilor	SNA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Daunele cresc la punctele mai mici de rang.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Rezistenþã la lovitura criticã +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Rezistenþã la lovitura pãtrunzãtoare +%d%%	SA
TOOLTIP_ANTI_SELL	Nu poate fi vândut în magazin.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Ratã de absorbþie: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Tare împotriva animalelor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Tare împotriva ninja +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Vulnerabil Apãrare Clopot +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Vulnerabil Apãrare Sãgeatã +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Vulnerabil Apãrare Ghearã +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Tare împotriva Monºtrilor Zodiac +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Vulnerabil Apãrare Pumnal +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Tare împotriva Monºtrilor Deºertului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Tare împotriva diavolului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Vulnerabil Apãrare Evantai +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Tare împotriva semi-oamenilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Tare împotriva Insectelor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Tare împotriva esotericilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Tare împotriva monºtrilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Tare împotriva orcilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Tare împotriva ºamanilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Tare împotriva sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Vulnerabil Apãrare Sabie +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Vulnerabil Apãrare Douã Mâini +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Puternic împotriva vampirilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Tare împotriva rãzboinicilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Puternic impotriva Lycanilor + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Atac sangeros + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Rezistenta impotriva atacului sangeros + %d%%	SA
TOOLTIP_APPLY_BLOCK	ªansa de a bloca un atac corporal +%d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Reface în luptã PM la interval de 5 sec. %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	ªansa de loviturã criticã +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	ªansã %d%% de a primi înapoi PM la lovituri reuºite	SA
TOOLTIP_APPLY_DODGE	ªansã %d%% de a evita atacul cu sãgeþi	SA
TOOLTIP_APPLY_ENCHANT_DARK	Puterea Întunecatã +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Puterea Întunecatã +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Puterea Pãmântului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Puterea Pãmântului +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Puterea Fulgerului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Puterea Fulgerului +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Puterea Focului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Puterea Focului +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Puterea Gheþii +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Puterea Gheþii +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Puterea Vântului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Puterea Vântului +%d%% - +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	ªansã %d%% la bonus-EXP	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	ªansã %d%% de a arunca de douã ori mai mult Yang	SA
TOOLTIP_APPLY_IMMUNE_FALL	Imun la cãzãturã	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Apãrare împotriva încetinirii	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Apãrare împotriva necunoºtinþei	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	ªansã %d%% de a arunca de 2 ori mai multe obiecte	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	ªansã %d%% de a reface PV	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	ªansã %d%% de a reface PM	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% ºansã de a jefui SP	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max. PV +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max. PM +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	Fãrã efect
TOOLTIP_APPLY_NO_DEATH_PENALTY	Nu vei pierde puncte de experienþã dacã iti vei invia caracterul in locul in care a murit.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	Zeul Dragon te ia sub aripile sale protectoare. Dacã vei învia pe navã, nu vei pierde puncte de experienþã.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	ªansã %d%% la lovituri pãtrunzãtoare	SA
TOOLTIP_APPLY_POISON_PCT	ªansã de otrãvire %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Rezistenþa la otravã %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	%d%% creºtere efect al licorii	SA
TOOLTIP_APPLY_REFLECT_CURSE	ªansa %d%% de a reflecta un blestem	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% ºansã de a reflecta loviturile atacului corporal	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	ªansa de apãrare împotriva atacului ninja %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Apãrare clopot %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Apãrare Ghearã +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Apãrare pumnal %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Apãrare evantai %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Rezistenþã vs Semi-Oameni %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Rezistenþã la alunecare +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	ªansa de apãrare împotriva atacului ºamanilor %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	ªansa de apãrare împotriva atacului sura %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Apãrare cu sabia %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Apãrare cu douã mâini %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	ªansã de apãrare împotriva atacului rãzboinicilor: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Rezistenþa vântului %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	ªansa de apãrare împotriva atacului Lycan %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	ªansa de a învãþa din cãrþi de 2,5 ori mai bunã	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Dacã învãþatul nu reuºeºte, ai încã o încercare gratuitã.	SNA
TOOLTIP_APPLY_SLOW_PCT	ªansã de încetinire %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% daune vor fi absorbite de PV.	SA
TOOLTIP_APPLY_STEAL_SP	%d%% daune vor fi absorbite de PM.	SA
TOOLTIP_APPLY_STUN_PCT	ªansa de blocare %d%%	SA
TOOLTIP_ARMOR	Armurã
TOOLTIP_ARROW	Sãgeatã
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATTBONUS_STONE	+%d%% putere împotriva pietrelor Metin	SA
TOOLTIP_ATT_GRADE	Valoarea atacului +%d	SA
TOOLTIP_ATT_SPEED	Viteza de atac +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Viteza atacului redusã	SNA
TOOLTIP_AUTO_POTION_HP	Elixirul Soarelui
TOOLTIP_AUTO_POTION_REST	A mai ramas: %.2f%%
TOOLTIP_AUTO_POTION_SP	Elixirul Lunii
TOOLTIP_AUTO_POTION_USING	Activ
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Atac-Automat	SNA
TOOLTIP_BATTLE_POTION	Zonã de Rãzboi Licoare de Luptã	SNA
TOOLTIP_BOW_DISTANCE	Autonomia arcului +%dm	SA
TOOLTIP_BUYPRICE	Preþ: %s
TOOLTIP_CAST_SPEED	Viteza farmecului +%d%%	SA
TOOLTIP_CON	Vitalitate +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bonus costum %d%%	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Absorbþie %d%% daune în PV	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Absorbþie %d%% daune în PM	SA
TOOLTIP_DEF_GRADE	Apãrare +%d	SA
TOOLTIP_DEX	Dexteritate +%d	SA
TOOLTIP_DRAGON_SOUL_DECK1	Cer	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Pãmânt	SNA
TOOLTIP_DS_SET	Efect Set SPD	SNA
TOOLTIP_EAR	Cercel
TOOLTIP_ENERGY	Energie %d	SA
TOOLTIP_ETC	etc.
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	al 5lea bonus +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1 bonus +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Puncte: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Nivel: %d
TOOLTIP_FISHINGROD_UPGRADE1	Dã-o pescarului
TOOLTIP_FISHINGROD_UPGRADE2	pentru a realiza din ea
TOOLTIP_FISHINGROD_UPGRADE3	undiþã
TOOLTIP_FISH_LEN	Lungime: %.2fcm
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	al 4lea bonus +%d%%	SA
TOOLTIP_GUILD_SKILL_ACCEL	Accelerare +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Binecuvântarea Zeului Dragon +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Sângele Zeului Dragon +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Mânia Zeului Dragon +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Ajutor Fermecat +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Armurã Sfântã +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% EXP | +5% drop obiecte | +10% putere împotriva monºtrilor	SNA
TOOLTIP_HELMET	Coif
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Obþine Puterea Întunecatã pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Obþine Puterea Pãmânt pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Obþine Puterea Fulger pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Obþine Puterea Focului pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Obþine Puterea Gheþii pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Obþine Puterea Vântului pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Obþine Rezist. la Întuneric pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Obþine Rezist. la Pãmânt pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Obþine Rezist. la Fulger pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Obþine Rezist. la Foc pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Obþine Rezist. la Gheaþã pentru %d sec. în luptã	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Obþine Rezist. la Vânt pentru %d sec. în luptã	SA
TOOLTIP_HP_REGEN	Regenerarea PV +%d%%	SA
TOOLTIP_INT	Inteligenþã +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valoarea atacului %d
