NPC_SEARCH	Szukaj NPC
WIKI_SUBCATEGORY_FREEZE	BONUS FREEZE
WIKI_SUBCATEGORY_GAYA	GAYA
WIKI_SUBCATEGORY_GUILD	GILDIA
WIKI_SUBCATEGORY_OFFLINESHOP	SKLEP OFFLINE
WIKI_SUBCATEGORY_SKILL_COLOR	KOLOR UMIEJETNOSCI
WIKI_CATEGORY_DUNGEONS	WYPRAWY
WIKI_SUBCATEGORY_HAIRSTYLES	FRYZURY
WIKI_SUBCATEGORY_PET	ZWIERZAK
WIKI_SUBCATEGORY_PET_COSTUMES	KOSTIUMY ZWIERZAKA
WIKI_SUBCATEGORY_ANIME	ANIME
WIKI_SUBCATEGORY_MOUNT	WIERZCHOWIEC
WIKI_SUBCATEGORY_MOUNT_COSTUMES	KOSTIUMY WIERZCHOWCA
WIKI_CATEGORY_COSTUMES	KOSTIUMY
WIKI_CATEGORY_EVENTS	WYDARZENIA
WIKI_CATEGORY_GUIDES	PRZEWODNIKI
WIKI_REFINEINFO_YANG_COSTS	Koszt w yang
WIKI_REFINEINFO_UPGRADE_COSTS	Koszt ulepszenia
WIKI_REFINEINFO_ITEM_LEVEL	Lv %i
WIKI_CHESTINFO_ORIGIN	Origin
WIKI_CHESTINFO_CONTENTOF	Zawiera: %s
WIKI_CHESTINFO_COMMON_DROP	Pospolity drop
WIKI_MONSTERINFO_DROPLISTOF	Lista dropu %s
WIKI_MONSTERINFO_LEVEL	Lv: %i
WIKI_MONSTERINFO_IMMUNE_TO	Odporny na: %s
WIKI_MONSTERINFO_DMG_HP	Min Dmg%s | Max dmg.:%s | Max HP: %s
WIKI_MONSTERINFO_GOLD_EXP	Yang min.: %s | Yang max.: %s | EXP: %s
WIKI_MONSTERINFO_RESISTANCES	Odpornosci:
WIKI_MONSTERINFO_IMMUNE_NOTHING	brak
WIKI_MONSTERINFO_STATISTICSOF	Statystyki %s
WIKI_ITEMINFO_OPTAINEDFROM	Dostepne od:
WIKI_ITEMINFO_REFINEINFO	Doprecyzuj informacje %s
WIKI_TITLENAME	Wiki
WIKI_SUBCATEGORY_BELTS	PASY
WIKI_SUBCATEGORY_TALISMANS	TALIZMANY
WIKI_SUBCATEGORY_STOLE	STOLE
WIKI_SUBCATEGORY_STOLE_COSTUMES	STOLE COSTUMES
WIKI_SUBCATEGORY_WEAPONS_EFFECT	EFEKTY BRONI
WIKI_SUBCATEGORY_ARMORS_EFFECT	EFEKTY ZBROJI
WIKI_SUBCATEGORY_TRANSLATE	TLUMACZ
WIKI_SUBCATEGORY_LV76_105	LV. 76-105
WIKI_SUBCATEGORY_SHIELD	TARCZE
WIKI_SUBCATEGORY_HELMET	HELMY
WIKI_SUBCATEGORY_ARMOR	ZBROJE
WIKI_SUBCATEGORY_WEAPONS	BRONIE
WIKI_CATEGORY_EQUIPEMENT	EKWIPUNEK
WIKI_SEARCH_OVERLAY_TEXT	SZUKAJ
WIKI_EXACT_SEARCH_TEXT	DOKLADNE SZUKANIE
WIKI_MONSTERINFO_DAMAGE	obrazenia: %s-%s
WIKI_MONSTERINFO_DEFENSE	obrona: %s
WIKI_MONSTERINFO_EXP	Exp: %s
WIKI_MONSTERINFO_MAINRACE	Rasa: %s
WIKI_MONSTERINFO_MAX_HP	Max HP: %s
WIKI_MONSTERINFO_NO_RACE	Brak
WIKI_MONSTERINFO_RACE_ANIMAL	Zwierzeta
WIKI_MONSTERINFO_RACE_UNDEAD	Nieumarle
WIKI_MONSTERINFO_RACE_DEVIL	Diably
WIKI_MONSTERINFO_RACE_HUMAN	Pól ludzie
WIKI_MONSTERINFO_RACE_ORC	Orki
WIKI_MONSTERINFO_RACE_MILGYO	Mistycy
WIKI_MONSTERINFO_RACE_TREE	Drzewa
WIKI_MONSTERINFO_RACE_ELEC	Blyskawica
WIKI_MONSTERINFO_RACE_FIRE	Ogien
WIKI_MONSTERINFO_RACE_ICE	Lód
WIKI_MONSTERINFO_RACE_WIND	Wiatr
WIKI_MONSTERINFO_RACE_EARTH	Ziemia
WIKI_MONSTERINFO_RACE_DARK	Mrok
WIKI_MONSTERINFO_RACE_METIN	Kamienie metin
WIKI_MONSTERINFO_STONE_NAME	Kamien Duchowy
WIKI_MONSTERINFO_SUBRACE	Pod-rasa: %s
WIKI_MONSTERINFO_IMMUNE_STUN	Ogluszenie
WIKI_MONSTERINFO_IMMUNE_SLOW	Spowolnienie
WIKI_MONSTERINFO_IMMUNE_CURSE	Klatwe
WIKI_MONSTERINFO_IMMUNE_POISON	Otrucie
WIKI_MONSTERINFO_IMMUNE_TERROR	Terror
IDRA_TEXT1	Zabij Hydre
IDRA_TEXT2	Zniszcz skarb
IDRA_TEXT3	Poczekaj %d : %d
IDRA_TEXT4	Zniszcz jajka
IDRA_TEXT5	Czekaj %d : %d
IDRA_TEXT6	Repair the three
IDRA_TEXT7	Uwolniles statek
IDRA_TEXT8	Zabij Królowa
IDRA_TEXT9	-:-
IDRA_TEXT10	%d
SUPPORTINCUBATRICE_DIALOG1	Wprowadzona nazwa jest nieprawidlowa!
GAMEMOD_DIALOG1	Mlody
GAMEMOD_DIALOG2	Dziki
GAMEMOD_DIALOG3	Odwazny
GAMEMOD_DIALOG4	Heroiczny
GAMEMOD_DIALOG5	%s (g) e %s (o)
WHISPERMANAGER_DIALOG1	Angielski
WHISPERMANAGER_DIALOG2	Rumunski
WHISPERMANAGER_DIALOG3	Wloski
WHISPERMANAGER_DIALOG4	Turecki
WHISPERMANAGER_DIALOG5	Niemiecki
WHISPERMANAGER_DIALOG6	Polski
WHISPERMANAGER_DIALOG7	Portugalski
WHISPERMANAGER_DIALOG8	Hiszpanski
WHISPERMANAGER_DIALOG9	Czeski
WHISPERMANAGER_DIALOG10	Bulgarski
WHISPERMANAGER_DIALOG11	WSZYSTKIE
PETSYSTEM_DIALOG1	Exp : %d of %d
PETSYSTEM_DIALOG2	Exp : %.2f%%
PETSYSTEM_DIALOG3	ExpI : %d of %d
PETSYSTEM_DIALOG4	ExpI : %.2f%%
PETFEED_DIALOG1	Nie mozna wstawic nakladajacych sie obiektów.
PETFEED_DIALOG2	Wybrany %s.
PETINCUBATRICE_DIALOG1	Nazwa twojego zwierzaka jest nieprawidlowa.
PETINCUBATRICE_DIALOG2	Musisz posiadac: %s.
PETINCUBATRICE_DIALOG3	Inkubator: %s.
PETINCUBATRICE_DIALOG4	Jajo malpiszona
PETINCUBATRICE_DIALOG5	Jajo pajaka
PETINCUBATRICE_DIALOG6	Jajo razadora
PETINCUBATRICE_DIALOG7	Jajo Nemere
PETINCUBATRICE_DIALOG8	Jajo niebieskiego smoka
PETINCUBATRICE_DIALOG9	Jajo czerwonego smoka
PETINCUBATRICE_DIALOG10	Jajo azraela
PETINCUBATRICE_DIALOG11	Jajo grubego kata
PETINCUBATRICE_DIALOG12	Jajo malego bashido
PETINCUBATRICE_DIALOG13	Jajo nessie
PETINCUBATRICE_DIALOG14	Jajo exedyara
UIMARKETSYS_DIALOG1	Broken: %d
UIMARKETSYS_DIALOG2	Kod NPC: %d
UIMARKETSYS_DIALOG3	Kod tytulu: %d
SUPPORT_DIALOG1	Jestes pewny ze chcesz usunac wybrany objekt?
SUPPORT_DIALOG2	Musisz najpierw przyzwac wsparcie zeby to zrobic!
SUPPORT_DIALOG3	Nie mozesz uzyc tego przedmiotu.
SUPPORT_DIALOG4	Przedmiot jest na inna plec!
SUPPORT_DIALOG5	Dodanie objektu spowoduje utrate bonusów. Czy chcesz kontynuowac?
PETSPECIAL_QUESTION1	Czy chcesz wlozyc zwierzaka do klatki?
PETSPECIAL_QUESTION2	Chcesz nakarmic swojego zwierzaka?
PVP_DUEL_TIME_REMAINING	Pozostaly czas: [%s]
AFFECT_NEW_POTION31	Cape Book
APPLY_PARTY_DROPEXP	Wszyscy czlonkowie grupy beda zdobywac %d%% wiecej punktów doswiadczenia	SA
SLOTNAME_10	Przedmiot PVM
SLOTNAME_11	Przedmiot PVP
TOOLTIP_PETSKILL_1	Odpornosc (Wojownik)
TOOLTIP_PETSKILL_2	Odpornosc (Sura)
TOOLTIP_PETSKILL_3	Odpornosc (Ninja)
TOOLTIP_PETSKILL_4	Odpornosc (Szaman)
TOOLTIP_PETSKILL_5	Obrazenia krytyczne (PvM)
TOOLTIP_PETSKILL_6	Silny przeciwko potworom
TOOLTIP_PETSKILL_7	Silny przeciwko wladcom
TOOLTIP_PETSKILL_8	Penetracja
TOOLTIP_PETSKILL_9	Drop Yang
TOOLTIP_PETSKILL_10	Wartosc Ataku/Magicznego ataku
TOOLTIP_PETSKILL_11	Szansa na blok ciosu
TOOLTIP_PETSKILL_12	Szansa na odbicie ciosu
TOOLTIP_NEW_POTION30	Zwieksza szanse na zlapanie ryby o 20% jezeli jest to rzadka ryba.
AFFECT_NEW_POTION30	Ksiega wedkarska
TOOLTIP_APPLY_FISHING_RARE	%d%% wieksze prawdopodobienstwo zlapania rzadkiej ryby	SA
TOOLTIP_ROD_FISHING	%d%% wieksza szansa na zlapanie ryb.
TOOLTIP_FISH_USE_TIME	Czas trwania: %d minutes
TOOLTIP_ANTIDROP	|Eemoji/anti_drop|e
TOOLTIP_ANTISAFEBOX	|Eemoji/anti_safebox|e
TOOLTIP_ANTISELL	|Eemoji/anti_sell|e
TOOLTIP_ANTISHOP	|Eemoji/anti_shop|e
SLOTNAME_1	Nakladka na zbroje
SLOTNAME_2	Fryzura
SLOTNAME_3	Nakladka na wierzchowca
SLOTNAME_4	Nakladka na szarfe
SLOTNAME_5	Nakladka na bron
SLOTNAME_6	Nakladka na zwierzaka
SLOTNAME_7	Wierzchowiec
SLOTNAME_8	Efekt zbroji
SLOTNAME_9	Efekt bronii
TEXT_CHANNEL	%s, CH%d
CH_99_NAME	%s, Ogólny
TOOLTIP_BONUS_UNKNOWN	Unknown
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ANIMAL	Silny przeciwko zwierzetom
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ORC	Silny przeciwko orkom
TOOLTIP_DUNGEON_APPLY_ATTBONUS_UNDEAD	Silny przeciwko nieumarlym
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DEVIL	Silny przeciwko diablom
TOOLTIP_DUNGEON_APPLY_RESIST_FIRE	Odpornosc na ogien
TOOLTIP_DUNGEON_APPLY_RESIST_ELEC	Odpornosc na blyskawice
TOOLTIP_DUNGEON_APPLY_RESIST_ICE	Odpornosc na lód
TOOLTIP_DUNGEON_APPLY_RESIST_WIND	Odpornosc na wiatr
TOOLTIP_DUNGEON_APPLY_RESIST_EARTH	Odpornosc na ziemie
TOOLTIP_DUNGEON_APPLY_RESIST_DARK	Odpornosc na mrok
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ELEC	Silny na blyskawice
TOOLTIP_DUNGEON_APPLY_ATTBONUS_FIRE	Silny na ogien
TOOLTIP_DUNGEON_APPLY_ATTBONUS_ICE	Silny na lód
TOOLTIP_DUNGEON_APPLY_ATTBONUS_WIND	Silny na wiatr
TOOLTIP_DUNGEON_APPLY_ATTBONUS_EARTH	Silny na ziemie
TOOLTIP_DUNGEON_APPLY_ATTBONUS_DARK	Silny na mrok
TOOLTIP_DUNGEON_APPLY_DESIGN_1	Silny na Blyskawice, Mrok, Lód, Ogien, Ziemie
TOOLTIP_DUNGEON_APPLY_ATTBONUS_RUNE	Silny przeciwko runicznym potworom
TOOLTIP_APPLY_DESIGN_1	Silny na blyskawice, mrok, lód %d%%	SA
AFFECT_NEW_POTION24	Kolczyki Armony
AFFECT_NEW_POTION25	Bransoleta Milosci
AFFECT_NEW_POTION26	Kolczyki Milosci
AFFECT_NEW_POTION27	Bransoleta Armony
AFFECT_NEW_POTION28	Naszyjnik Milosci
AFFECT_NEW_POTION29	Naszyjnik Armony
PET_TOOLTIP_LV	Lv: %d
PET_TOOLTIP_BNS1	PZ: +%s%%
PET_TOOLTIP_BNS2	Silny przeciwko potworom: +%s%%
PET_TOOLTIP_BNS3	Srednie obrazenia[PVM]: +%s%%
DS_TIME_CHARGE	Pozostaly czas: %d%% (sec %d) di %d%% (sec %d)
BIOLOGIST_ALERT2	Aby kontynuowac musisz odebrac nagrode.
BIOLOGIST_ALERT3	Ukonczyles misje, teraz mozesz odebrac nagrode.
BIOLOGIST_ALERT4	Aby otrzymac nagrode, musisz najpierw oddac wszystkie wymagane przedmioty.
BIOLOGIST_CONFIRM_TYPE1	Czy na pewno chcesz zaakceptowac wybrany bonus?
BIOLOGIST_ALERT_TYPE1	Aby wyplacic nagrode, musisz kliknac jeden z ponizszych bonusów.
BIOLOGIST_REWARD_TYPE0	Otrzymasz nastepujace bonusy:
BIOLOGIST_REWARD_TYPE1	Bedziesz musial wybrac jeden z ponizszych bonusów:
BIOLOGIST_WAIT_FINISH	Czas oczekiwania Biologa zakonczyl sie.
BIOLOGIST_WAIT	Nastepne oddanie: %s
BIOLOGIST_COUNT	%d/%d
BIOLOGIST_MISSION_NAME_1	Zab orka
BIOLOGIST_MISSION_NAME_2	Ksiega klatw
BIOLOGIST_MISSION_NAME_3	Pamiatka po demonie
BIOLOGIST_MISSION_NAME_4	Matowy lód
BIOLOGIST_MISSION_NAME_5	Konary zelkova
BIOLOGIST_MISSION_NAME_6	Certyfikat Tugyisa
BIOLOGIST_MISSION_NAME_7	Czerwony konar drzewa
BIOLOGIST_MISSION_NAME_8	Notatka przywódcy
BIOLOGIST_MISSION_NAME_9	Klejnot wrogosci
BIOLOGIST_MISSION_NAME_10	Klejnot madrosci
BIOLOGIST_MISSION_NAME_11	Ciemne paprocie
BIOLOGIST_MISSION_NAME_12	Pierscienie Chaegirab
BIOLOGIST_MISSION_NAME_13	Krysztaly metin
BIOLOGIST_MISSION_NAME_14	Oczyszczone rdzenie
BATTLE_PASS_PROCENT	Procent: %.1f%%
BATTLE_PASS_ALERT1	Nie masz aktywnego karnetu bojowego, potrzebujesz ten przedmiot by go aktywowac.
BATTLE_PASS_OK	OK
BATTLE_PASS_STATUS	Status: %s%s|h|r
BATTLE_PASS_INACTIVE	Nieaktywny
BATTLE_PASS_ACTIVE	W toku
BATTLE_PASS_COMPLETED	Ukonczono
BATTLE_PASS_UNKNOWN_NAME	Nieznana nazwa
BATTLE_PASS_NAME	Nazwa: %s
BATTLE_PASS_COUNTQUEST	Pozostale misje: %s
BATTLE_PASS_COUNTQUEST_COMPELTED	Ukonczone misje: %s
BATTLE_PASS_REMAINING_TIME	Pozostaly czas: %s
PETBOX_RIMUOVE	Jestes pewny ze chcesz wyciagnac zwierzaka?
BUY_GAYA_ITEM	Chcesz kupic ten przedmiot?
PETSKILLNAME_1	Odpornosc (wojownik)
PETSKILLNAME_2	Odpornosc (sura)
PETSKILLNAME_3	Odpornosc (ninja)
PETSKILLNAME_4	Odpornosc (szaman)
PETSKILLNAME_5	Obrazenia krytyczne (PvM)
PETSKILLNAME_6	Silny przeciwko metinom
PETSKILLNAME_7	Silny przeciwko wladcom
PETSKILLNAME_8	Bonus doswiadczenia
PETSKILLNAME_9	Drop Yang
PETSKILLNAME_10	Wartosc ataku/magicznego ataku
PETSKILLNAME_11	Szansa na blok ciosu
PETSKILLNAME_12	Szansa na odbicie ciosu
PETBOX_DESC1	Statystyki:
PETBOX_DESC2	Wiek: %d dni, %d godzina i %d minut
PETBOX_DESC3	Lv: %d
PETBOX_DESC4	Ewolucja: %s
PETBOX_DESC5	PZ: %s%%
PETBOX_DESC6	Silny przeciwko potworom: %s%%
PETBOX_DESC7	Srednie obrazenia (Tylko na potworach): %s%%
PETBOX_DESC8A	Skill slot 1: Zablokowany
PETBOX_DESC9A	Skill slot 2: Zablokowany
PETBOX_DESC10A	Skill slot 3: Zablokowany
PETBOX_DESC11A	Skill slot 4: Zablokowany
PETBOX_DESC8B	Skill slot 1: Pusty
PETBOX_DESC9B	Skill slot 2: Pusty
PETBOX_DESC10B	Skill slot 3: Pusty
PETBOX_DESC11B	Skill slot 4: Pusty
PETBOX_DESC8C	Skill slot 1: %s (%d)
PETBOX_DESC9C	Skill slot 2: %s (%d)
PETBOX_DESC10C	Skill slot 3: %s (%d)
PETBOX_DESC11C	Skill slot 4: %s (%d)
PET_EVOLUTION1	Mlody
PET_EVOLUTION2	Dziki
PET_EVOLUTION3	Odwazny
PET_EVOLUTION4	Heroiczny
SUBTEXT_OFFLINESHOP_TEXT15	Nazwa:
SUBTEXT_OFFLINESHOP_TEXT16	Cena:
CLOSE_AUCTION	Zamknij
CUBE_CATEGORY1	Bronie
CUBE_CATEGORY2	Zbroje
CUBE_CATEGORY3	Bizuteria
CUBE_CATEGORY4	Inne
CUBE_CATEGORY5	Bransolety Lv. 90 [PvP]
CUBE_CATEGORY6	Klejnoty Lv. 100 [PvP]
CUBE_CATEGORY7	Pasy [PvP]
CUBE_CATEGORY8	Pasy [PvM]
CUBE_CATEGORY9	Naszyjniki Lv. 90 [PvP]
CUBE_CATEGORY10	Kolczyki Lv. 90 [PvP]
CUBE_CATEGORY11	Bronie Lv. 80 [PvP]
CUBE_CATEGORY12	Bronie Lv. 90 [PvP]
CUBE_CATEGORY13	Bronie Lv. 100 [PvP]
CUBE_CATEGORY14	Bronie Lv. 105 [PvM]
CUBE_CATEGORY15	Zbroje Lv. 80 [PvM]
CUBE_CATEGORY16	Zbroje Lv. 90 [PvM]
CUBE_CATEGORY17	Zbroje Lv. 110 [PvM]
CUBE_CATEGORY18	Zbroje Lv. 90 [PvP]
CUBE_CATEGORY19	Zbroje Lv. 105 [PvP]
CUBE_CATEGORY20	Zbroje Lv. 110 [PvP]
CUBE_CATEGORY21	Buty Lv. 105 [PvP]
CUBE_CATEGORY22	Buty Lv. 100 [PvM]
CUBE_CATEGORY23	Helmy Lv. 115 [PvP]
CUBE_CATEGORY24	Helmy Lv. 80 [PvM]
CUBE_CATEGORY25	Helmy Lv. 95 [PvM]
CUBE_CATEGORY26	Helmy Lv. 105 [PvP]
CUBE_CATEGORY27	Wierzchowiec (Permanentny)
CUBE_CATEGORY28	Zwierzak (Permanentny)
CUBE_CATEGORY29	Tworzenie klejnotów
CUBE_CATEGORY30	Tworzenie klejnotów 1
CUBE_CATEGORY31	Tworzenie klejnotów 2
CUBE_CATEGORY32	Tworzenie klejnotów 3
CUBE_CATEGORY33	Tworzenie klejnotów 4
CUBE_CATEGORY34	Tworzenie klejnotów 5
CUBE_CATEGORY35	Tworzenie klejnotów 6
CUBE_CATEGORY36	Tworzenie klejnotów 7
CUBE_CATEGORY37	Tworzenie klejnotów 8
CUBE_CATEGORY38	Tworzenie klejnotów 9
CUBE_CATEGORY39	Tworzenie klejnotów 10
CUBE_CATEGORY40	Tworzenie klejnotów 11
CUBE_CATEGORY41	Tworzenie klejnotów 12
CUBE_CATEGORY42	Tworzenie klejnotów 13
CUBE_CATEGORY51	Akcesoria Lv60 - Tarcza Lv75 [PVM]
CUBE_CATEGORY999	Inne
SYSTEM_OPTION_CPU_TILING_1	Tryb graficzny CPU moze poprawic szybkosc slabszego komputera.
SYSTEM_OPTION_CPU_TILING_2	W przypadku problemów z grafika wybierz opcje System lub "CONFIG.exe".
SYSTEM_OPTION_CPU_TILING_3	i przelacza sie w tryb graficzny GPU.
SYSTEM_OPTION_GPU_TILING_1	Tryb graficzny GPU moze spowolnic predkosc na slabszym komputerze.
SYSTEM_OPTION_GPU_TILING_2	W przypadku problemów z grafika wybierz opcje System lub "CONFIG.exe".
SYSTEM_OPTION_GPU_TILING_3	i przelacza sie w tryb graficzny CPU.
SYSTEM_OPTION_TILING_EXIT	Aby zmienic tryb graficzny, gra musi zostac zrestartowana.
PETSKILL_COOLDOWN	Czas odnowienia: %s sec
PETSKILL_HP	Reset PZ: %s
PETSKILL_INVICIBLE	Niepokonany: %s sec
ITEM_PRICE_TITLE	[ Cena ]
ITEM_IS_WORTH	%d |Eemoji/%s|e %s
ITEM_IS_FREE	Darmowy
DO_YOU_BUY_ITEM_NORMAL	Czy chcesz kupic %d %s?
CHATTING_SETTING_LEFT1	Kliknij filtr prawym przyciskiem myszy, aby go usunac.
CHATTING_SETTING_LEFT2	Nie mozna usunac filtra ogólnego.
CHAT_TYPE_INFO_EXP	Exp
CHAT_TYPE_INFO_ITEM	Przedmiot
CHAT_TYPE_INFO_VALUE	Wartosc
CHATTING_SETTING_ADD	Dodaj karte
CHATTING_SETTING_ADD_MAX	Osiagnales limit.
CHATTING_SETTING_CHANGE_TITLE_NAME	Czy chcesz zapisac nazwe tego czatu?
CHATTING_SETTING_CHANGE_TITLE_NOT	Nie mozesz zmienic nazwy ogólnego czatu.
CHATTING_SETTING_CHANGE_TITLE_NOT2	Nazwa nie moze zawierac spacji.
CHATTING_SETTING_CHANGE_TITLE_NOT3	Nazwa nie moze zawierac wiecej niz 6 znaków.
CHATTING_SETTING_CHANGE_TITLE_NOT4	Nazwa jest pusta.
CHATTING_SETTING_SETTING	Ustawienia
TOOLTIP_DOUBLE_DROP_ITEM	Podwójna szansa na drop	SNA
TOOLTIP_IRR_WEAPON_DEFENSE	%d%% przebicie odpornosci na bronie	SA
EMOTION_SIRENA	Buzzer
EMOTION_CALL	Call
EMOTION_CHARGING	Charging
EMOTION_CELEBRATION	Celebration
EMOTION_WEATHER	Weather
EMOTION_ALCOHOL	Alcohol
EMOTION_HUNGRY	Hungry
EMOTION_SELFIE	Selfie
EMOTION_PUSHUP	Pushup
EMOTION_EXERCISE	Exercise
EMOTION_DOZE	Doze
EMOTION_DANCE_7	Dance 7
WINDOW_TXT1	Lv min: %s
WINDOW_TXT2	Lv max: %s
WINDOW_TXT3	Nie posiadasz wymaganych przedmiotów aby wejsc.
WINDOW_TXT4	Potrzebne przedmioty:
WINDOW_TXT5	Czy chcesz sie przeniesc na ta mape %s?
WINDOW_TXT6	Nie masz wystarczajacej ilosci Yang!
DAILYGIFT_TXT1	Dzien %d
DAILYGIFT_TXT2	Odbierz
DAILYGIFT_TXT3	Dzienna nagroda:
QUESTION_DLG_CHANGELANGUAGE	Czy chcesz zmienic jezyk?
QUESTION_DLG_REMOVEACC	Czy chcesz usunac %s?
MINIMAP_SHOW_BLOCKPVP	Zablokuj podglad ekwipunku w pojedynku [F10]
MINIMAP_SHOW_UNBLOCKPVP	Odblokuj podglad ekwipunku w pojedynku [F10]
SKILL_CHANGE_AVAILABLE	Mozliwe zmiany: %d
DUEL_MINIWINDOW_OVER_SLOT	Klikajac na ten obrazek, mozesz otworzyc glówny panel pojedynków.
PET_MINIWINDOW_OVER_SLOT	Wcisniecie "P" lub klikniecie tego slotu moze otworzyc glówny panel zwierzaka.
RENDER_TITLE	Preview
MINIMAP_SHOW_WIKI	Wiki [H]
MINIMAP_SHOW_DUNGEONINFO	Informacje o wyprawach [F7]
MINIMAP_SHOW_DAILYGIFT	Dzienny prezent
MINIMAP_SHOW_BIOLOGIST	Misje Biologa
MINIMAP_SHOW_TELEPORT	Teleport [F5]
MINIMAP_SHOW_SAVEPOINT	Zapisz pozycje [F11]
MINIMAP_SHOW_OFFLINESHOP	Sklep offline [Y]
RUNE_IS_UNLOCKED1	Odblokowales rune.
RUNE_IS_UNLOCKED2	Najpierw jednak musisz wiedziec, co to jest; przeczytaj list, który otrzymales.
TOOLTIP_APPLY_STOLA_COSTUME1A	Silny przeciwko potworom - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2A	Silny przeciwko metinom - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2B	Witalnosc - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME3A	Silny przeciwko wladcom - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME3B	Inteligencja - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME4A	Silny przeciwko Pól ludziom - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5A	Odpornosc na Pól ludzi - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5B	Sila - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME6A	Max. PZ - min: +%d e max: +%d
GRADE_STOLA	[Grade: %d]
SUPPORT_ERR1	Aby to zrobic, musisz wezwac wsparcie!
SUPPORT_ERR2	Mozesz uzyc tylko przedmioty, które moga byc wyposazone przez szamanów.
SUPPORT_ERR3	Nie mozesz uzyc tego przedmiotu.
SUPPORT_ERR4	Przedmiot do ubrania przez inna plec!
SUPPORT_CONFIRM	czy chcialbys kontynuowac?
SUPPORT_CONFIRM2	Czy na pewno chcesz usunac wybrany obiekt?
SUPPORT_CONFIRM3	Czy chcialbys wymienic?
AFFECT_NEW_POTION1	Pomaranczowe Ampulki
AFFECT_NEW_POTION2	Zólte Ampulki
AFFECT_NEW_POTION3	Niebieskie Ampulki
AFFECT_NEW_POTION4	Czerwone Ampulki
AFFECT_NEW_POTION5	Zielone Ampulki
AFFECT_NEW_POTION6	Fioletowe Ampulki
AFFECT_NEW_POTION7	Niebieska Rosa
AFFECT_NEW_POTION8	Pomaranczowa Rosa
AFFECT_NEW_POTION9	Biala Rosa
AFFECT_NEW_POTION10	Zólta Rosa
AFFECT_NEW_POTION11	Czerwona Rosa
AFFECT_NEW_POTION12	Zielona Rosa
AFFECT_NEW_POTION13	Przeszywajace Uderzenie
AFFECT_NEW_POTION14	Krytyczne uderzenie
AFFECT_NEW_POTION15	Atak Boga Smoków
AFFECT_NEW_POTION16	Obrona Boga Smoków
AFFECT_NEW_POTION17	Inteligencja Boga Smoków
AFFECT_NEW_POTION18	Zycie Boga Smoków
AFFECT_NEW_POTION19	Mikstura szybkosci ataku
AFFECT_NEW_POTION20	Zielona Mikstura(G) (inf)
AFFECT_NEW_POTION21	Mikstura madrosci
AFFECT_NEW_POTION22	P. madrosci
AFFECT_NEW_POTION23	Rekawica zlodzieja
NEW_POTION_STATUS_0	[Zablokowany]
NEW_POTION_STATUS_1	[Aktywny]
RUNE_POWER	Moc: %d%%
RUNE_POWER_CHARGE	Pozostala moc: %d%% di %d%%
RUNE_ACTIVATE	Czy chcesz aktywowac %s?
RUNE_DEACTIVATE	Czy chcesz deaktywowac %s?
RUNE_ACTIVATE_ALL	Czy chcesz aktywowac wszystkie dostepne runy?
RUNE_DEACTIVATE_ALL	Czy chcesz wylaczyc wszystkie dostepne runy?
RUNE_CHARGE	Chcesz zwiekszyc moc %s con %s?
RUNE_ACTIVATED_1	Jedna lub wiecej twoich Run jest/sa aktywne/aktywne.
RUNE_ACTIVATED_2	Wszystkie twoje runy sa aktywne.
RUNE_LOCKED	System run zostanie odblokowany po osiagnieciu poziomu 70.
MAP_NAME_357	Starozytna Piramida
AFFECT_SKILL_QUESTION	Are you sure you want to disable skill affection?
AFFECT_DROP_QUESTION1	Czy na pewno chcesz wylaczyc drop na tym koncie?
AFFECT_DROP_QUESTION2	Czy na pewno chcesz aktywowac drop na tym koncie?
TOOLTIP_DROP_BLOCK	Drop dla tego konta jest wylaczony. Kliknij tutaj, aby go aktywowac.
TOOLTIP_DROP_UNBLOCK	Drop na tym koncie jest aktywowany. Kliknij tutaj, aby go dezaktywowac.
TOOLTIP_APPLY_ATTBONUS_RUNE	+%d%% Silny przeciwko runicznym potworom	SA
MAP_NAME_218	Runiczna wyprawa
UI_CHOOSE_LANGUAGE	Wybierz jezyk:
UI_END	End
UI_GETIN	Enter now
WHISPER_ADMIN_SEND_MESSAGE	Wyslij wiadomosc
WHISPER_ADMIN_CLEAR_MESSAGE	Usun tekst
WHISPER_ADMIN_CANCEL_ACTION	Zakonczenie akcji
WHISPER_ADMIN_LEN_TEXT	[i] Minimum / maksimum znaków: |cFF7cff00%d|r / |cFFff0000%d|r
WHISPER_ADMIN_CUR_LANG	[i] Wybrany jezyk: |cFFffce00[%s]
