NPC_SEARCH	Npc keresés
INFO_INCREASE_CHAR_STAT	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e 10 pontal növelhess.
BATTLE_PASS_JAN20	December 2021
SKILL_COLOR_SELECT_FIRST	Eloször válasszon színt.
SKILL_COLOR_PICK_TOOLTIP	Válassza ki a kívánt színt %s. (HEX Code : %s)
SKILL_COLOR_PRESET_TOOLTIP_TITLE	Elore beállított szín
SKILL_COLOR_PRESET_TOOLTIP_1	A kiválasztott színt mentheti készségeihez.
SKILL_COLOR_PRESET_TOOLTIP_2	Mentse el a kiválasztott színt, és ha újra szüksége van a színre
SKILL_COLOR_PRESET_TOOLTIP_3	csak válassza ki a színkódot a listából.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_TITLE	Színkód
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_1	Egyéni színt beszúrhat hexadecimális kóddal.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_2	Példa #FFFFFF (Fehér)
SKILL_COLOR_DO_YOU_RESET	Szeretné visszaállítani a készség színét?
SKILL_COLOR_DO_YOU_CHANGE	Szeretné megváltoztatni a készség színét?
SKILL_COLOR_SELECT_PRESET	Válassz ki egy neked tetszo színt.
SKILL_COLOR_SELECT_PRESET_NONE	Nincsen elmentett szín sajnos.
SKILL_COLOR_CANNOT_SAVE	Nem tudsz más szineket menteni.
SOUL_ITEM_TOOLTIP_APPLY	Az effekt aktiválva van.
SOUL_ITEM_TOOLTIP_BLUE1	Játék ido: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Megnövelt készségkár ezzel x%.1f játszott idore
SOUL_ITEM_TOOLTIP_COMMON	Nem PvP, átváltozás
SOUL_ITEM_TOOLTIP_RED1	Játékido: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Növelt Támadási sebzés x%.1f játék idövel
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Fennlévö Támadás: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	A lélek leesik
SOUL_ITEM_TOOLTIP_UNAPPLIED	Az effekt nincs aktiválva'''
SOUL_REFINE_FAILURE	Fejlesztés sikertelen.
SOUL_REFINE_SUCCESS	Sikeres fejlesztés.
ENVANTER_KEY_NEED	Több %s kulcsra van szükséged.
ENVANTER_EXPANS_1	Szeretnéd a leltáradat bovíteni %s kulcsokkal?
SHOP_NOT_ENOUGH_ITEM	Nincs elég tárgyat hogy ezt megvehesd.
SELECT_YES_GUILD	A klán név: %s
EMPIRE_SELECT	Kiválasztás
EMPIRE_SELECT_MODE	Királyság kiválasztása
CHARACTER_CREATE_MODE	Karakter készítés
CHARACTER_SELECT_MODE	Karakter kiválasztása
CHARACTER_CREATE_MALE	Férfi
CHARACTER_CREATE_FEMALE	No
CHARACTER_CREATE_APPEARANCE1	Nézet 1
CHARACTER_CREATE_APPEARANCE2	Nézet 2
INTRO_SELECT_LEVEL	Lv. %d
GRADE_CIANITE_EPIC	[Epikus Fokozatu]
GRADE_CIANITE_LEGG	[Legendás Fok]
GRADE_CIANITE_ANTIC	[Osi Fokozat]
GRADE_CIANITE_MISTC	[Mystikus Foku]
REFINE_ERROR_ADD_PERC_STONES	[Finomítás] Nem tudsz bájutált adni hogy javíthasd a fejlesztési rátáját a köveknek.
REFINE_COST_UPGRADE	[i] A feljavítás kölsége
REFINE_CURRENT_ITEM	[i] Jelenlegi tárgy
REFINE_NEXT_ITEM	[i] Következo tárgy
REFINE_NEED_ITEMS	[i] Szükséges tárgy
REFINE_PERCENTAGE_LOW	+5%
REFINE_PERCENTAGE_MEDIUM	+10%
REFINE_PERCENTAGE_EXTRA	+15%
REFINE_INCREASE_PERCENTAGE	[Extra + %d%%]
REFINE_ERROR_ITEM_VNUM	[Megbüvölés] Ezt a tárgyat nem adhatod hozzá.
REFINE_ERROR_ITEM_COUNT	[Megbüvölés] Csak egy megbüvölö bájitalt adhatsz hozzá tipusonként.
REFINE_ERROR_ITEM_OVERFLOW_PERCENTAGE	[Megbüvölés] A jelenlegi teljes százalék 100%.
REFINE_ERROR_ADD_PERC_STONES	[Megbüvölés] nem tudod finomítani ennél jobban a siker értékét a bájitaloknak.
HIDE_COSTUME	Rejsd el a koszümöt
SHOW_COSTUME	Mutasd meg a kosztümöt
UI_CHANNEL_GO	Választás
UI_CHANNEL_CLOSE	Bezárás
UI_CHANNEL_CHOOSE	CH Választása
UI_CHANNEL_REFRESH	Frissítés
UI_CHANNEL_YET_ON_THIS_CH	Már ezen a CH-n vagy.
TOOLTIP_APPLY_ATTBONUS_ELEC	Villámlás ereje +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Lángok ereje +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Jég ereje +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Szél ero +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Földi Ero +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Sötétség ereje +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADA	A kardvédelem megszakítása +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADONE	A kétkezes védelem megszakítása +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_PUGNALE	A torvédelem megszakítása +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_FRECCIA	A nyílvédelem megszakítása +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_VENTAGLIO	Legyezo védelem megszakítása +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_CAMPANA	Harang védelem megszakítása +%d%%	SA
TOOLTIP_APPLY_RESIST_MEZZIUOMINI	Félemberek elleni ellenállás %d%%	SA
TOOLTIP_APPLY_DEF_TALISMAN	Védelem: +%d	SA
TOOLTIP_APPLY_ATTBONUS_FORT_ZODIAC	Zodiákus szörnyek elleni ero +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Sivatagi szörnyek elleni védelem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Rovarok elleni ero +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_ARTIGLIO	A karomvédelem megszakítása +%d%%	SA
SUPPORT_SKILL_VALUE	Képességérték
SUPPORT_CHAR_TITLE	Sámán karakter támogatása
LOCALIZATION_TITLE	Bájital rendszer
LOCALIZATION_DESC_BTN_EDIT	[i] Szerkessze a hely nevét
LOCALIZATION_SAVE	Megment
UPDATE_GAYA_MARKET	Szeretné frissíteni a Gaya piacot?
EXPAND_GAYA	Szeretné bovíteni a Gaya piacot?
GAYA_SYSTEM_UNIT_GAYA	Gaya
CHEQUE_SYSTEM_UNIT_YANG	Yang
TIME_MIN_SEC	%dMin:%dSec
TIME_MIN	%dMin
CANNOT_CHANGE_FIGHT_MODE	Ezen a térképen nem lehet megváltoztatni a harci módot.
DEFANCE_WAWE_MAST_TEXT	Hajóárboc
DEFANCE_WAWE_GAUGE_TOOLTIP	HP: 990000000 /990000000
LOCALIZATION_TELEPORT	Teleportáció
LOCALIZATION_EDIT	Mentés
LOCALIZATION_CANCEL	Megszakítás
LOCALIZATION_CHANGE_NAME	Mentse a hely nevét
TARGET_INFO_DAMAGE	Sebzés : %s - %s
TARGET_INFO_DEFENSE	Védelem : %s
TARGET_INFO_EXP	Exp : %s
TARGET_INFO_MAINRACE	Faj : %s
TARGET_INFO_MAX_HP	Max. HP : %s
TARGET_INFO_NO_ITEM_TEXT	Tárgyak nem elérhetoek.
TARGET_INFO_NO_RACE	Üres
TARGET_INFO_RACE_METIN	Metin
TARGET_INFO_RACE_ANIMAL	Állat
TARGET_INFO_RACE_DARK	Sötét
TARGET_INFO_RACE_DEVIL	Ördög
TARGET_INFO_RACE_EARTH	Föld
TARGET_INFO_RACE_ELEC	Elektromos
TARGET_INFO_RACE_FIRE	Láng
TARGET_INFO_RACE_HUMAN	Félember
TARGET_INFO_RACE_ICE	Jég
TARGET_INFO_RACE_MILGYO	Mysztikus 
TARGET_INFO_RACE_ORC	Ork
TARGET_INFO_RACE_UNDEAD	Éloholt
TARGET_INFO_RACE_WIND	Szél
TARGET_INFO_STONE_NAME	Szellem ko
TARGET_INFO_SUBRACE	Alfaj : %s
SWITCHBOT_TITLE	Switchbot
SWITCHBOT_START	Start
SWITCHBOT_STOP	Stop
SWITCHBOT_EMPTY_ATTR	- Üres -
SWITCHBOT_SELECT_ATTR	Válassza ki az attribútumot
SWITCHBOT_CLEAR_ATTR	Tiszta
SWITCHBOT_CONFIGURATION_TITLE	Elmentett beállítások
SWITCHBOT_SAVE_BUTTON	memória megnyitása
SWITCHBOT_SAVE	Mentés
SWITCHBOT_LOAD_CONFIGURATION	Betöltés
SWITCHBOT_CLEAR_CONFIGURATION	Tisztítás
SASH_REFINE_COST	Abszorpciós Ár: %d
SASH_ABSORB_CHANCE	Abszorpciós Ráta: %d%%
SASH_ABSORB_CHANCE2	Abszorpciós Ráta: %d%% ~ %d%%
SASH_DO_YOU_CLEAN	Minden elérheto bónuszt törölni szeretnél?
SASH_FAILURE_CLEAN	Nem lehet bónuszokat kitörölni.
SASH_DEL_SERVEITEM	A vállszallag 2 el lessz pusztítva ha a kombinálás nem sikeres.
SASH_DEL_ABSORDITEM	Be szeretnéd olvasztani a tárgyat, elpusztítva e közben?
LOGIN_FAILURE_WRONG_VERSION	A kliensed elavult, légyszives frissísd!
AUTO_TOOLTIP_LINE5	Tip: A bájitalok ideje másodpercekben van írva.
DETAILS_1	Félemberek elleni ero
DETAILS_12	Test/Mágia Támadás
DETAILS_59	Sebzés levonva a HP-ból
DETAILS_60	Sebzés levonva a MP-ból
DETAILS_61	HP Regenerácó
DETAILS_62	MP Regenerácó
DETAILS_63	Esély a testi támadásra
DETAILS_64	Esély a nyilak elkerülésére
DETAILS_65	Esély a testi támadás visszaverésére
DETAILS_66	Esély a HP visszatöltésére
DETAILS_67	Esély a MP visszatöltésére
DETAILS_68	EXP
DETAILS_69	Több esély a yang dobására
DETAILS_70	Plussz esély tárgyak dobására
DETAILS_71	Testi/mágikus támadás
DETAILS_72	Varázsvédelem
DETAILS_79	Általános sebzés [PVM]
DETAILS_CATE_1	PVM BONUS
DETAILS_CATE_2	PVP BONUS
DETAILS_CATE_3	ELEMENTÁLIS BONUSES
DETAILS_CATE_4	TÁMADÓ BONUSES
DETAILS_CATE_5	VÉDELMI BONUSES
DETAILS_CATE_6	BONUS STÁTUSZOK
DETAILS_CATE_7	ALTERNATÍV BONUSES
FINDM_BUTTON_01	Visszavonulás
FINDM_BUTTON_02	Fejlesztés
FINDM_POPUP_01	Nincs meg minden tárgya, ami a mini-játék elindításához szükséges.
FINDM_POPUP_02	Nincs elég %s.
FINDM_POPUP_03	Többet nem használható.
FINDM_POPUP_04	Ez a legjobb jutalom.
FINDM_POPUP_05	Nincs elég yangod a mini-game hez.
FINDM_POPUP_06	Ha belül nem fordítja meg oket %d másodperc múlva a három kártya automatikusan megfordul.
FINDM_QUESTION_01	Felfogsz e hasznáni %d Yangot és %s.\nContinue?
FINDM_QUESTION_02	próbáld ujra és használd %s %d?
FINDM_QUESTION_03	Jutalom: %s
FINDM_QUESTION_04	Új próbálkozás? Ha nem sikerül, a jelenlegi jutalom továbbra is a tiéd marad.
FINDM_QUESTION_05	Fejezd be a játékot és szerezd meg a jutalmat?
FINDM_TOOLTIP_01	Ha a megadott idon belül nem választ, három kártya automatikusan megfordul.
GUILDLAND_ABANDON_VOTE	Add fel a céhek földjét [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Céhföldet adott [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	Céh földet adtak.
GUILDLAND_ABANDON_VOTE_RESULT3	Felmérés eredménye:
GUILDLAND_ABANDON_VOTE_RESULT4	A felmérés nem érvényes.
GUILDLAND_ABANDON_VOTE_TEXT	Valóban el akarja kezdeni a felmérést?
GUILDLAND_ABANDON_VOTE_TEXT1	Ön a céh földjének átruházása mellett szavaz?
GUILDLAND_DEAL	Céhes földet eladni
GUILDLAND_DEAL_TEXT1	A céh [%s] elakarja adni
GUILDLAND_DEAL_TEXT2	a céhüket %s Yangért.
GUILDLAND_DEAL_TEXT3	Elfogadod az ajánlatot?
GUILDLAND_DELA_VOTE	A céh [%s] megakarja vásárolni a földünket.
GUILDLAND_DELA_VOTE_RESULT1	A céhnek eladni a földünket [%s].
GUILDLAND_DELA_VOTE_RESULT2	A felmérés véget ért.
GUILDLAND_DELA_VOTE_RESULT3	Földértékesítési felmérés eredménye:
GUILDLAND_DELA_VOTE_RESULT4	A felmérés érvénytelen.
GUILDLAND_DELA_VOTE_TEXT	Milyen céhnek szeretné eladni a céh földjét?
GUILDLAND_DELA_VOTE_TEXT1	Ön a céh földjének eladása mellett szavaz?
GUILDLAND_VOTE_TEXT	Szeretné odaadni a földet [%s]?
GUILDVOTE_CHANGEMASTER	Céhvezeto megváltoztatása
GUILDVOTE_CHANGEMASTER_RESULT1	A céh sikeresen levált.
GUILDVOTE_CHANGEMASTER_RESULT3	Add át a céhet a tagnak [%s].
GUILDVOTE_CHANGEMASTER_RESULT4	A felmérés érvénytelen.
GUILDVOTE_CHANGEMASTER_RESULT5	Az új céhmester: %s
GUILDVOTE_CHANGEMASTER_TEXT1	Odaakarod e adni a céhet [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Biztos hogy fel akarod adni a vezetoi jogaidat?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	A céh átruházása [%s].
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Szavazás a céh eladása melett/ellen?
GUILDVOTE_MEMBEROUT	Tag kirugása
GUILDVOTE_MEMBEROUT_AUTH	Nincs jogosultságot hogy ezt tehesd.
GUILDVOTE_MEMBEROUT_NOMAL	Tényleg ezt szeretnéd tenni?
GUILDVOTE_MEMBEROUT_RESULT1	Eltávolított tag: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Felmérés eredménye
GUILDVOTE_MEMBEROUT_RESULT3	Ki lettél rúgva a céhbol [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Felmérés eredménye
GUILDVOTE_MEMBEROUT_RESULT5	A felmérés érvénytelen.
GUILDVOTE_MEMBEROUT_TEXT1	El akarja indítani a felmérést ellene [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Felmérés: Zárd ki ezt a tagot a céhbol?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Felmérés: Tényleg szeretnénk [%s] kirúgni a céhbol?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Ellene
GUILDVOTE_OK	Melette
GUILDVOTE_RESULT_AGGRE_MEMBER	Melette: %d
GUILDVOTE_RESULT_ALL_MEMBER	Jelentkezok: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Ellene: %d
GUILDVOTE_RESULT_TIME	%d days %d hours %d minutes %d seconds
GUILDVOTE_SELECT_ONE	Válassz egy karaktert
GUILDWINDOW_BUTTON_BASEDEALVOTE	Felmérés
GUILDWINDOW_BUTTON_VOTECHECK	Felmérés csekkolása
LOGIN_FAILURE_NOT_AVAIL	Ki vagy bannolva
TASKBAR_ANTIEXP	AntiExp Gyürü
TOOLTIP_DRAGON_SOUL_DECK1	Dragon Stone Alchemy	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Dragon Stone Alchemyo	SNA
TOOLTIP_FISHINGROD_UPGRADE4	Menny a halászhoz hogy
TOOLTIP_FISHINGROD_UPGRADE5	megvedd az új modelt
TOOLTIP_FISHINGROD_UPGRADE6	a horgászbotok közzül!
TOOLTIP_FISHINGROD_UPGRADE7	Ez a legjobb halászbot!
TOOLTIP_MALL_ATTBONUS	Body/Magic Támadás +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Body/Magic Támadás	SNA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	ABody/Magic Támadás +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_METIN	Metinek elleni ero %d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOSS	Foszörnyek ellni ero %d%%	SA
TOOLTIP_APPLY_RESIST_MONSTER	Monster Ellenállás %d%%	SA
INPUT_PIN_CODE_DIALOG_TITLE	Pin Code
SELECT_WRONG_PIN_CODE	Rossz pin Kód!
SELECT_NOT_MATCH_PIN_CODE	A két pinkóód nem egyezik!
PIN_CODE_TOOLTIP_LINE1	Megváltoztattad már a karaktered pinkódját?
PIN_CODE_TOOLTIP_LINE2	Ha nem akkor a kódod "0000" lessz
PIN_CODE_TOOLTIP_LINE3	A pin kódoddat a memóriában tudod megváltoztatni
PIN_CODE_TOOLTIP_LINE4	Ha elvesztette a karakterkódját, akkor meg kell kérnie
PIN_CODE_TOOLTIP_LINE5	helyreállítás a hivatalos weboldalon keresztül.
OFFLINESHOP_TOOLTIP_RIGHT_CLICK_FOR_SALE	|Eemoji/key_rclick|e Eladás
OFFLINESHOP_CANT_SELECT_ITEM_DURING_BUILING	Ezt nem teheti meg üzlet létrehozása közben.
OFFLINESHOP_CREATE_SHOP_NO_NAME_INSERTED	Meg kell adnia az üzlet nevét.
OFFLINESHOP_CREATE_SHOP_INVALID_DURATION	Meg kell adnia az idotartamot a boltban.
OFFLINESHOP_CREATE_SHOP_NO_ITEMS_INSERTED	Az üzlet létrehozásához legalább egy tételt kell megadnia.
OFFLINESHOP_ITEMS_COUNT_TEXT	( %d tárgyak)
OFFLINESHOP_BUILDING_LEFT_CLICK_EDIT_PRICE	|Eemoji/key_lclick|e Ár megváltoztatása
OFFLINESHOP_BUILDING_LEFT_CLICK_CTRL_REMOVE_ITEM	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e Eltávolítás
OFFLINESHOP_DAY_TEXT	%d Napok
OFFLINESHOP_HOUR_TEXT	%d Órák
OFFLINESHOP_MINUTE_TEXT	%d Percek
OFFLINESHOP_OPEN_SHOP_LEFT_CLICK_BUY_ITEM	|Eemoji/key_lclick|e Vásárlás
OFFLINESHOP_OPEN_SHOP_LEFT_CLICK_MAKE_OFFER	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e Ajánlat tétel
OFFLINESHOP_BUY_ITEM_QUESTION_ACCEPT	Vásárlás
OFFLINESHOP_BUY_ITEM_QUESTION_CANCEL	Megszüntetés
OFFLINESHOP_BUY_ITEM_QUESTION_COUNT	Szeretnél Vásárlás %s x %d for %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION_COUNT2	Szeretnél Vásárlás %s x %d for %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION	Szeretnél Vásárlás %s for %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION2	Szeretnél Vásárlás %s for %d yang?
OFFLINESHOP_EDIT_SHOPNAME_DESCRIPTION	Az új név :
OFFLINESHOP_EDIT_SHOPNAME_TITLE	Változtasd meg a nevet
OFFLINESHOP_EDIT_SHOPNAME_TOOLTIP	Változtasd meg a nevet
OFFLINESHOP_NAME_SUGGESTION_UNSELECT	Válassz ki egy tárgyat..
OFFLINESHOP_TYPE_COMBOBOX_NOSET	Válaszd ki a tipo-t..
OFFLINESHOP_TYPE_COMBOBOX_WEAPON	Fegyverek
OFFLINESHOP_TYPE_COMBOBOX_ARMOR	Felszerelések
OFFLINESHOP_TYPE_COMBOBOX_METIN	Kövek
OFFLINESHOP_TYPE_COMBOBOX_FISH	Halak
OFFLINESHOP_TYPE_COMBOBOX_SKILLBOOK	Könyvek
OFFLINESHOP_TYPE_COMBOBOX_BLEND	Megbüvölok
OFFLINESHOP_TYPE_COMBOBOX_DS	Alkímia
OFFLINESHOP_TYPE_COMBOBOX_RING	Gyürük
OFFLINESHOP_TYPE_COMBOBOX_BELT	Övek
OFFLINESHOP_TYPE_COMBOBOX_COSTUME	Kosztümök
OFFLINESHOP_TYPE_COMBOBOX_METIN	Kövek
OFFLINESHOP_TYPE_COMBOBOX_GIFTBOX	Ládák
OFFLINESHOP_TYPE_COMBOBOX_REFINE	Tárgyjavítók(?)
OFFLINESHOP_COMBOBOX_WEAPON_SWORD	Kard
OFFLINESHOP_COMBOBOX_WEAPON_DAGGER	Tor
OFFLINESHOP_COMBOBOX_WEAPON_BOW	Nyil
OFFLINESHOP_COMBOBOX_WEAPON_TWO_HANDED	Kétkezes
OFFLINESHOP_COMBOBOX_WEAPON_BELL	Harang
OFFLINESHOP_COMBOBOX_WEAPON_FAN	Legyezo
OFFLINESHOP_COMBOBOX_WEAPON_CLAW	Karom
OFFLINESHOP_COMBOBOX_ARMOR_BODY	Páncél
OFFLINESHOP_COMBOBOX_ARMOR_HEAD	Sisak
OFFLINESHOP_COMBOBOX_ARMOR_SHIELD	Pajzs
OFFLINESHOP_COMBOBOX_ARMOR_WRIST	Csuklópánt
OFFLINESHOP_COMBOBOX_ARMOR_FOOTS	Cipok
OFFLINESHOP_COMBOBOX_ARMOR_NECK	Nyaklánc
OFFLINESHOP_COMBOBOX_ARMOR_EAR	Fülbevalók
OFFLINESHOP_COMBOBOX_COSTUME_BODY	Páncél kosztüm
OFFLINESHOP_COMBOBOX_COSTUME_HAIR	Hajstílus
OFFLINESHOP_COMBOBOX_COSTUME_MOUNT	Hátas
OFFLINESHOP_COMBOBOX_COSTUME_ACCE	Vállszallag
OFFLINESHOP_COMBOBOX_COSTUME_WEAPON	Fegyver bor
OFFLINESHOP_ATTR_UNSET	Válazd ki a kövi bónuszt
OFFLINESHOP_ATTR_MAX_HP	Max HP
OFFLINESHOP_ATTR_MAX_SP	Max MP
OFFLINESHOP_ATTR_CON	VIT
OFFLINESHOP_ATTR_INT	INT
OFFLINESHOP_ATTR_STR	ERÖ
OFFLINESHOP_ATTR_DEX	ÜGY
OFFLINESHOP_ATTR_ATT_SPEED	Támadás Sebesség
OFFLINESHOP_ATTR_MOV_SPEED	Mozgási Sebesség
OFFLINESHOP_ATTR_CAST_SPEED	Casting Speed
OFFLINESHOP_ATTR_HP_REGEN	HP Regeneration
OFFLINESHOP_ATTR_SP_REGEN	MP Regeneration
OFFLINESHOP_ATTR_APPLY_POISON_PCT	Mérgezési esély
OFFLINESHOP_ATTR_APPLY_STUN_PCT	Ájulási Esély
OFFLINESHOP_ATTR_APPLY_SLOW_PCT	Lassulási esély
OFFLINESHOP_ATTR_APPLY_CRITICAL_PCT	Esély a kritikus találatra
OFFLINESHOP_ATTR_APPLY_PENETRATE_PCT	Esély az átüto találatra
OFFLINESHOP_ATTR_APPLY_ATTBONUS_WARRIOR	Harcosok elleni ero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ASSASSIN	Ninja elleni ero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_SURA	Sura elleni ero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_SHAMAN	Sámán elleni ero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_MONSTER	Szörnyek elleni ero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_HUMAN	Félemberek elleni ero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ANIMAL	Állatok elleni ero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ORC	Orkok elleni ero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_MILGYO	Mythikusok elleni ero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_UNDEAD	Élohlottak elleni ero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_DEVIL	Ördögök elleni ero
OFFLINESHOP_ATTR_APPLY_STEAL_HP	A sebzés a HP-ból lessz levonva
OFFLINESHOP_ATTR_APPLY_STEAL_SP	A sebzés a MP-bol lessz levonva
OFFLINESHOP_ATTR_APPLY_MANA_BURN_PCT	Esély a MP lopásra
OFFLINESHOP_ATTR_APPLY_DAMAGE_SP_RECOVER	Esély a MP visszatöltésére
OFFLINESHOP_ATTR_APPLY_BLOCK	Esély a közelharc blokkolására
OFFLINESHOP_ATTR_APPLY_DODGE	Esély a közelharc kivédésére
OFFLINESHOP_ATTR_APPLY_RESIST_SWORD	Kard védelem
OFFLINESHOP_ATTR_APPLY_RESIST_TWOHAND	Kétkezes védelem
OFFLINESHOP_ATTR_APPLY_RESIST_DAGGER	Tör védelem
OFFLINESHOP_ATTR_APPLY_RESIST_BELL	Harang védelem
OFFLINESHOP_ATTR_APPLY_RESIST_FAN	Legyezo védelem
OFFLINESHOP_ATTR_RESIST_BOW	Nyil ellenállás
OFFLINESHOP_ATTR_RESIST_FIRE	Tuz ellenállás
OFFLINESHOP_ATTR_RESIST_ELEC	Villámlás ellenállás
OFFLINESHOP_ATTR_RESIST_MAGIC	Varázsvédelem
OFFLINESHOP_ATTR_APPLY_RESIST_WIND	Szél ellenállás
OFFLINESHOP_ATTR_APPLY_REFLECT_MELEE	Közeltámadás visszaverési esély
OFFLINESHOP_ATTR_APPLY_REFLECT_CURSE	Varázstámadás visszaverési esély
OFFLINESHOP_ATTR_APPLY_POISON_REDUCE	Mérgezés ellenállás
OFFLINESHOP_ATTR_APPLY_KILL_SP_RECOVER	MP visszatöltéére való esély megölés után
OFFLINESHOP_ATTR_APPLY_EXP_DOUBLE_BONUS	Esély a dupla EXP re
OFFLINESHOP_ATTR_APPLY_GOLD_DOUBLE_BONUS	Esély a dupla yang dobására
OFFLINESHOP_ATTR_APPLY_ITEM_DROP_BONUS	Esély kétszeres tárgy dobására
OFFLINESHOP_ATTR_APPLY_POTION_BONUS	Fozetnek az effektjének növelése
OFFLINESHOP_ATTR_APPLY_KILL_HP_RECOVER	Hp visszatöltése legyozött ellenfelek után
OFFLINESHOP_ATTR_APPLY_IMMUNE_STUN	Védelem Ájulás ellen
OFFLINESHOP_ATTR_APPLY_IMMUNE_SLOW	Védelem lassulás ellen
OFFLINESHOP_ATTR_APPLY_IMMUNE_FALL	Védelem elesés ellen
OFFLINESHOP_ATTR_BOW_DISTANCE	Az íjj hatótávolságának növelése
OFFLINESHOP_ATTR_DEF_GRADE	Védelem
OFFLINESHOP_ATTR_ATT_GRADE	Támadó érték
OFFLINESHOP_ATTR_MAGIC_ATT_GRADE	Varázstámadás
OFFLINESHOP_ATTR_MAGIC_DEF_GRADE	Varázsvédelem
OFFLINESHOP_ATTR_MAX_STAMINA	Ellenállás
OFFLINESHOP_ATTR_MALL_ATTBONUS	Támadás
OFFLINESHOP_ATTR_MALL_DEFBONUS	Védelem
OFFLINESHOP_ATTR_MALL_EXPBONUS	esély a kétszeres EXP dobására
OFFLINESHOP_ATTR_MALL_ITEMBONUS	Esély kétszeres YANG dobására
OFFLINESHOP_ATTR_MALL_GOLDBONUS	Esély kétszeres TÁRGY dobására
OFFLINESHOP_ATTR_SKILL_DAMAGE_BONUS	Késségsebzés
OFFLINESHOP_ATTR_NORMAL_HIT_DAMAGE_BONUS	Általános sebzés
OFFLINESHOP_ATTR_SKILL_DEFEND_BONUS	Skill Ellenállás
OFFLINESHOP_ATTR_NORMAL_HIT_DEFEND_BONUS	Általános ellenállás
OFFLINESHOP_ATTR_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus
OFFLINESHOP_ATTR_MALL_ITEMBONUS_P_STATIC	iCafe Chance to drop Item
OFFLINESHOP_ATTR_APPLY_RESIST_WARRIOR	Harcos Ellenállás
OFFLINESHOP_ATTR_APPLY_RESIST_ASSASSIN	Ninja Ellenállás
OFFLINESHOP_ATTR_APPLY_RESIST_SURA	Sura Ellenállás
OFFLINESHOP_ATTR_APPLY_RESIST_SHAMAN	Sámán Ellenállás
OFFLINESHOP_ATTR_APPLY_MAX_HP_PCT	Max HP %%
OFFLINESHOP_ATTR_APPLY_MAX_SP_PCT	Max MP %%
OFFLINESHOP_ATTR_ENERGY	Energy
