NPC_SEARCH	Npc Search
REFINE_INCREASE_PERCENTAGE	[Extra + %d%%]
REFINE_ERROR_ITEM_VNUM	[Enhancement] You cannot add this Item.
REFINE_ERROR_ITEM_COUNT	[Enhancement] You can add only 1 enhancement potion per type.
REFINE_ERROR_ITEM_OVERFLOW_PERCENTAGE	[Enhancement] The current total percentural is 100%.
REFINE_ERROR_ADD_PERC_STONES	[Enhancement] You cannot increase the success rate for potions.
HIDE_COSTUME	Hide costume
SHOW_COSTUME	Show Costume
UI_CHANNEL_GO	Change
UI_CHANNEL_CLOSE	Close
UI_CHANNEL_CHOOSE	Choose CH
UI_CHANNEL_REFRESH	Refresh
UI_CHANNEL_YET_ON_THIS_CH	You are already in this CH.
TOOLTIP_APPLY_ATTBONUS_ELEC	Lightning strength +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Fire strength +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Ice strength +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Wind strength +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Earth strength +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Dark strength +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADA	Interruption of sword defense +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADONE	Interruption of two-handed defense +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_PUGNALE	Interruption of dagger defense +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_FRECCIA	IInterruption of arrow defense +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_VENTAGLIO	Interruption of fan defense +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_CAMPANA	Interruption of bell defense +%d%%	SA
TOOLTIP_APPLY_RESIST_MEZZIUOMINI	Resistance Half-humans %d%%	SA
TOOLTIP_APPLY_DEF_TALISMAN	Defense: +%d	SA
TOOLTIP_APPLY_ATTBONUS_FORT_ZODIAC	Strong vs Zodiac monsters +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Strong vs desert monsters +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Strong vs insects +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_ARTIGLIO	Interruption of claw defense +%d%%	SA
SUPPORT_SKILL_VALUE	Skill Value
SUPPORT_CHAR_TITLE	Support Shaman Character
LOCALIZATION_TITLE	Potion System
LOCALIZATION_DESC_BTN_EDIT	[i] Edit the name of the location
LOCALIZATION_SAVE	Save
UPDATE_GAYA_MARKET	Do you want to update Gaya Market?
EXPAND_GAYA	Do you want to expand Gaya Market?
GAYA_SYSTEM_UNIT_GAYA	Gaya
CHEQUE_SYSTEM_UNIT_YANG	Yang
TIME_MIN_SEC	%dMin:%dSec
TIME_MIN	%dMin
CANNOT_CHANGE_FIGHT_MODE	You cannot change the combat mode from this map.
DEFANCE_WAWE_MAST_TEXT	Ship mast
DEFANCE_WAWE_GAUGE_TOOLTIP	HP: 990000000 /990000000
LOCALIZATION_TELEPORT	Teleport
LOCALIZATION_EDIT	Save
LOCALIZATION_CANCEL	Cancel
LOCALIZATION_CHANGE_NAME	Save location name
TARGET_INFO_DAMAGE	Damage : %s - %s
TARGET_INFO_DEFENSE	Defense : %s
TARGET_INFO_EXP	Exp : %s
TARGET_INFO_MAINRACE	Race : %s
TARGET_INFO_MAX_HP	Max. HP : %s
TARGET_INFO_NO_ITEM_TEXT	No items available.
TARGET_INFO_NO_RACE	Empty
TARGET_INFO_RACE_METIN	Metin
TARGET_INFO_RACE_ANIMAL	Animal
TARGET_INFO_RACE_DARK	Dark
TARGET_INFO_RACE_DEVIL	Devil
TARGET_INFO_RACE_EARTH	Earth
TARGET_INFO_RACE_ELEC	Electric
TARGET_INFO_RACE_FIRE	Fire
TARGET_INFO_RACE_HUMAN	Half-human
TARGET_INFO_RACE_ICE	Ice
TARGET_INFO_RACE_MILGYO	Mystical 
TARGET_INFO_RACE_ORC	Orc
TARGET_INFO_RACE_UNDEAD	Undead
TARGET_INFO_RACE_WIND	Wind
TARGET_INFO_STONE_NAME	Ghost Stone
TARGET_INFO_SUBRACE	Subspecies : %s
SWITCHBOT_TITLE	Switchbot
SWITCHBOT_START	Start
SWITCHBOT_STOP	Stop
SWITCHBOT_EMPTY_ATTR	- Empty -
SWITCHBOT_SELECT_ATTR	Select attribute
SWITCHBOT_CLEAR_ATTR	Clear
SWITCHBOT_CONFIGURATION_TITLE	Saved settings
SWITCHBOT_SAVE_BUTTON	Open memory
SWITCHBOT_SAVE	Save
SWITCHBOT_LOAD_CONFIGURATION	Load
SWITCHBOT_CLEAR_CONFIGURATION	Clear
SASH_REFINE_COST	Absorption price: %d
SASH_ABSORB_CHANCE	Absorption rate: %d%%
SASH_ABSORB_CHANCE2	Absorption rate: %d%% ~ %d%%
SASH_DO_YOU_CLEAN	Do you want to remove all available bonuses?
SASH_FAILURE_CLEAN	No bonuses can be removed.
SASH_DEL_SERVEITEM	Sash 2 will be destroyed if the combination fails.
SASH_DEL_ABSORDITEM	Do you absorb the object, destroying it in the process?
LOGIN_FAILURE_WRONG_VERSION	Your client version is outdated. Please fix it!
AUTO_TOOLTIP_LINE5	Tip: the duration of other potions is expressed in seconds.
DETAILS_1	Strong vs Half-Human
DETAILS_12	Body/Magic Attack
DETAILS_59	of damage absorbed by HP
DETAILS_60	of damage absorbed by MP
DETAILS_61	HP Regeneration
DETAILS_62	MP Regeneration
DETAILS_63	Possibility of blocking Body attack
DETAILS_64	Chance to avoid arrows
DETAILS_65	Possibility of reflecting body attack
DETAILS_66	of possibility to regenerate HP
DETAILS_67	of possibility to regenerate MP
DETAILS_68	EXP
DETAILS_69	More chances to drop yang
DETAILS_70	Extra Possibility of Dropping Objects
DETAILS_71	Attacco Corporale/Magico
DETAILS_72	Magic Defense
DETAILS_79	Average Damage [PVM]
DETAILS_CATE_1	PVM BONUS
DETAILS_CATE_2	PVP BONUS
DETAILS_CATE_3	ELEMENTAL BONUSES
DETAILS_CATE_4	OFFENSIVE BONUSES
DETAILS_CATE_5	DEFENSIVE BONUSES
DETAILS_CATE_6	BONUS STATUS
DETAILS_CATE_7	ALTERNATIVE BONUSES
FINDM_BUTTON_01	Retire
FINDM_BUTTON_02	Upgrade
FINDM_POPUP_01	You don't have all the items you need to start the mini-game.
FINDM_POPUP_02	You don't have enough %s.
FINDM_POPUP_03	It can no longer be used.
FINDM_POPUP_04	This is already the best reward.
FINDM_POPUP_05	You don't have enough Yang for the mini-game.
FINDM_POPUP_06	If you do not turn them over within %d seconds, the three cards are automatically turned over.
FINDM_QUESTION_01	You will consume %d Yang and %s.\nContinue?
FINDM_QUESTION_02	Try again and use %s %d?
FINDM_QUESTION_03	Reward: %s
FINDM_QUESTION_04	New attempt? If unsuccessful, the current reward still remains yours.
FINDM_QUESTION_05	Finish the game and get the reward?
FINDM_TOOLTIP_01	If you don't make a choice within the given time frame, three cards will be automatically turned over.
GUILDLAND_ABANDON_VOTE	Give up your guild land [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Gave up guild land [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	Guild land has been given away.
GUILDLAND_ABANDON_VOTE_RESULT3	Survey result:
GUILDLAND_ABANDON_VOTE_RESULT4	The survey is not valid.
GUILDLAND_ABANDON_VOTE_TEXT	Do you really want to start the survey?
GUILDLAND_ABANDON_VOTE_TEXT1	Do you vote in favor of transferring the guild land?
GUILDLAND_DEAL	Sell guild land
GUILDLAND_DEAL_TEXT1	The guild [%s] wants to sell
GUILDLAND_DEAL_TEXT2	their guild land for %s Yang.
GUILDLAND_DEAL_TEXT3	Do you accept the offer?
GUILDLAND_DELA_VOTE	The guild [%s] wants to buy our land.
GUILDLAND_DELA_VOTE_RESULT1	Sale of land to the guild [%s].
GUILDLAND_DELA_VOTE_RESULT2	The survey has ended.
GUILDLAND_DELA_VOTE_RESULT3	Land Sale Survey Result:
GUILDLAND_DELA_VOTE_RESULT4	The survey is invalid.
GUILDLAND_DELA_VOTE_TEXT	What guild do you want to sell the guild land to?
GUILDLAND_DELA_VOTE_TEXT1	Do you vote in favor of selling the guild land?
GUILDLAND_VOTE_TEXT	Do you want to give the land to [%s]?
GUILDVOTE_CHANGEMASTER	Change Guild Leader
GUILDVOTE_CHANGEMASTER_RESULT1	The guild has been successfully divested.
GUILDVOTE_CHANGEMASTER_RESULT3	Give the guild to member [%s].
GUILDVOTE_CHANGEMASTER_RESULT4	The survey is invalid.
GUILDVOTE_CHANGEMASTER_RESULT5	New guild leader: %s
GUILDVOTE_CHANGEMASTER_TEXT1	Do you want to give the guild to [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Do you really want to give up guild leadership?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Give the guild to member [%s].
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Votes in favor of selling the guild?
GUILDVOTE_MEMBEROUT	Expel member
GUILDVOTE_MEMBEROUT_AUTH	You do not have the rights to perform this action.
GUILDVOTE_MEMBEROUT_NOMAL	Do you really want to push this member away?
GUILDVOTE_MEMBEROUT_RESULT1	Removed member: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Survey result
GUILDVOTE_MEMBEROUT_RESULT3	You have been expelled from the guild [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Survey result
GUILDVOTE_MEMBEROUT_RESULT5	The survey is invalid.
GUILDVOTE_MEMBEROUT_TEXT1	Do you want to start the survey against [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Survey: Expel this member from the guild?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Survey: should [%s] be expelled from the guild?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Against
GUILDVOTE_OK	In favor
GUILDVOTE_RESULT_AGGRE_MEMBER	In favor: %d
GUILDVOTE_RESULT_ALL_MEMBER	Participants: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Against: %d
GUILDVOTE_RESULT_TIME	%d days %d hours %d minutes %d seconds
GUILDVOTE_SELECT_ONE	Choose a character.
GUILDWINDOW_BUTTON_BASEDEALVOTE	Survey.
GUILDWINDOW_BUTTON_VOTECHECK	Check Survey
LOGIN_FAILURE_NOT_AVAIL	Your account has been banned.
TASKBAR_ANTIEXP	AntiExp Ring
TOOLTIP_DRAGON_SOUL_DECK1	Dragon Stone Alchemy	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Dragon Stone Alchemyo	SNA
TOOLTIP_FISHINGROD_UPGRADE4	Now go to the fisherman for
TOOLTIP_FISHINGROD_UPGRADE5	buy the new model
TOOLTIP_FISHINGROD_UPGRADE6	of fishing rod!
TOOLTIP_FISHINGROD_UPGRADE7	This fishing rod is the top!
TOOLTIP_MALL_ATTBONUS	Body/Magic Attack +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Body/Magic Attack	SNA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	ABody/Magic Attack +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_METIN	Strong vs Metin %d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOSS	Strong vs Boss %d%%	SA
TOOLTIP_APPLY_RESIST_MONSTER	Monster Resistance %d%%	SA
INPUT_PIN_CODE_DIALOG_TITLE	Pin Code
SELECT_WRONG_PIN_CODE	Wrong Pin Code!
SELECT_NOT_MATCH_PIN_CODE	The two pin codes do not match.
PIN_CODE_TOOLTIP_LINE1	Have you changed your character's pin code yet?
PIN_CODE_TOOLTIP_LINE2	If not, your password will be "0000".
PIN_CODE_TOOLTIP_LINE3	You can change your PIN code in memory.
PIN_CODE_TOOLTIP_LINE4	If you have lost your character code you will have to ask for it
PIN_CODE_TOOLTIP_LINE5	recovery via the official website.
OFFLINESHOP_TOOLTIP_RIGHT_CLICK_FOR_SALE	|Eemoji/key_rclick|e Sell
OFFLINESHOP_CANT_SELECT_ITEM_DURING_BUILING	You can't do this while creating a shop.
OFFLINESHOP_CREATE_SHOP_NO_NAME_INSERTED	You must enter the name of the shop.
OFFLINESHOP_CREATE_SHOP_INVALID_DURATION	You must enter a duration at the shop.
OFFLINESHOP_CREATE_SHOP_NO_ITEMS_INSERTED	You must enter at least one item to create the shop.
OFFLINESHOP_ITEMS_COUNT_TEXT	( %d items)
OFFLINESHOP_BUILDING_LEFT_CLICK_EDIT_PRICE	|Eemoji/key_lclick|e Change price
OFFLINESHOP_BUILDING_LEFT_CLICK_CTRL_REMOVE_ITEM	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e Remove
OFFLINESHOP_DAY_TEXT	%d Days
OFFLINESHOP_HOUR_TEXT	%d Hours
OFFLINESHOP_MINUTE_TEXT	%d Minutes
OFFLINESHOP_OPEN_SHOP_LEFT_CLICK_BUY_ITEM	|Eemoji/key_lclick|e buy
OFFLINESHOP_OPEN_SHOP_LEFT_CLICK_MAKE_OFFER	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e make offer
OFFLINESHOP_BUY_ITEM_QUESTION_ACCEPT	Buy
OFFLINESHOP_BUY_ITEM_QUESTION_CANCEL	Cancel
OFFLINESHOP_BUY_ITEM_QUESTION_COUNT	Would you buy %s x %d for %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION_COUNT2	Would you buy %s x %d for %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION	Would you buy %s for %d yang?
OFFLINESHOP_BUY_ITEM_QUESTION2	Would you buy %s for %d yang?
OFFLINESHOP_EDIT_SHOPNAME_DESCRIPTION	Insert the new name :
OFFLINESHOP_EDIT_SHOPNAME_TITLE	Edit the name
OFFLINESHOP_EDIT_SHOPNAME_TOOLTIP	Edit the name
OFFLINESHOP_NAME_SUGGESTION_UNSELECT	Select the item..
OFFLINESHOP_TYPE_COMBOBOX_NOSET	Select the tipo..
OFFLINESHOP_TYPE_COMBOBOX_WEAPON	Weapons
OFFLINESHOP_TYPE_COMBOBOX_ARMOR	Equipments
OFFLINESHOP_TYPE_COMBOBOX_METIN	Stones
OFFLINESHOP_TYPE_COMBOBOX_FISH	Fishes
OFFLINESHOP_TYPE_COMBOBOX_SKILLBOOK	Books
OFFLINESHOP_TYPE_COMBOBOX_BLEND	Enhancements
OFFLINESHOP_TYPE_COMBOBOX_DS	Alchemy
OFFLINESHOP_TYPE_COMBOBOX_RING	Rings
OFFLINESHOP_TYPE_COMBOBOX_BELT	Belts
OFFLINESHOP_TYPE_COMBOBOX_COSTUME	Costumes
OFFLINESHOP_TYPE_COMBOBOX_METIN	Stones
OFFLINESHOP_TYPE_COMBOBOX_GIFTBOX	Chests
OFFLINESHOP_TYPE_COMBOBOX_REFINE	item Upp
OFFLINESHOP_COMBOBOX_WEAPON_SWORD	Sword
OFFLINESHOP_COMBOBOX_WEAPON_DAGGER	Dagger
OFFLINESHOP_COMBOBOX_WEAPON_BOW	Arrow
OFFLINESHOP_COMBOBOX_WEAPON_TWO_HANDED	Two-handed
OFFLINESHOP_COMBOBOX_WEAPON_BELL	Bell
OFFLINESHOP_COMBOBOX_WEAPON_FAN	Fan
OFFLINESHOP_COMBOBOX_WEAPON_CLAW	Claw
OFFLINESHOP_COMBOBOX_ARMOR_BODY	Armor
OFFLINESHOP_COMBOBOX_ARMOR_HEAD	Helmet
OFFLINESHOP_COMBOBOX_ARMOR_SHIELD	Shield
OFFLINESHOP_COMBOBOX_ARMOR_WRIST	Bracelet
OFFLINESHOP_COMBOBOX_ARMOR_FOOTS	Shoes
OFFLINESHOP_COMBOBOX_ARMOR_NECK	Necklace
OFFLINESHOP_COMBOBOX_ARMOR_EAR	Earrings
OFFLINESHOP_COMBOBOX_COSTUME_BODY	Armor Costume
OFFLINESHOP_COMBOBOX_COSTUME_HAIR	Hairstyle
OFFLINESHOP_COMBOBOX_COSTUME_MOUNT	Mount
OFFLINESHOP_COMBOBOX_COSTUME_ACCE	Sash
OFFLINESHOP_COMBOBOX_COSTUME_WEAPON	Weapon SKin
OFFLINESHOP_ATTR_UNSET	Select Bonus..
OFFLINESHOP_ATTR_MAX_HP	Max HP
OFFLINESHOP_ATTR_MAX_SP	Max MP
OFFLINESHOP_ATTR_CON	VIT
OFFLINESHOP_ATTR_INT	INT
OFFLINESHOP_ATTR_STR	STR
OFFLINESHOP_ATTR_DEX	DEX
OFFLINESHOP_ATTR_ATT_SPEED	Attack Speed
OFFLINESHOP_ATTR_MOV_SPEED	Movement Speed
OFFLINESHOP_ATTR_CAST_SPEED	Casting Speed
OFFLINESHOP_ATTR_HP_REGEN	HP Regeneration
OFFLINESHOP_ATTR_SP_REGEN	MP Regeneration
OFFLINESHOP_ATTR_APPLY_POISON_PCT	Poisoning chance
OFFLINESHOP_ATTR_APPLY_STUN_PCT	Blackout chance
OFFLINESHOP_ATTR_APPLY_SLOW_PCT	Slowing chance
OFFLINESHOP_ATTR_APPLY_CRITICAL_PCT	Critical Hits chance
OFFLINESHOP_ATTR_APPLY_PENETRATE_PCT	Piercing Hits chance
OFFLINESHOP_ATTR_APPLY_ATTBONUS_WARRIOR	Strong vs Warrior
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ASSASSIN	Strong vs Ninja
OFFLINESHOP_ATTR_APPLY_ATTBONUS_SURA	Strong vs Sura
OFFLINESHOP_ATTR_APPLY_ATTBONUS_SHAMAN	Strong vs Shaman
OFFLINESHOP_ATTR_APPLY_ATTBONUS_MONSTER	Strong vs Monster
OFFLINESHOP_ATTR_APPLY_ATTBONUS_HUMAN	Strong vs Half-humans
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ANIMAL	Strong vs Animals
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ORC	Strong vs Orc
OFFLINESHOP_ATTR_APPLY_ATTBONUS_MILGYO	Strong vs Mystical
OFFLINESHOP_ATTR_APPLY_ATTBONUS_UNDEAD	Strong vs Undead
OFFLINESHOP_ATTR_APPLY_ATTBONUS_DEVIL	Strong vs Devil
OFFLINESHOP_ATTR_APPLY_STEAL_HP	damage will be absorbed by HP
OFFLINESHOP_ATTR_APPLY_STEAL_SP	damage will be absorbed by MP
OFFLINESHOP_ATTR_APPLY_MANA_BURN_PCT	chance of Steal MP from opponent 
OFFLINESHOP_ATTR_APPLY_DAMAGE_SP_RECOVER	Chance to recover MP
OFFLINESHOP_ATTR_APPLY_BLOCK	Chance to block a close-combat hit
OFFLINESHOP_ATTR_APPLY_DODGE	Chance to dodge a close-combat hit
OFFLINESHOP_ATTR_APPLY_RESIST_SWORD	Sword Denfese
OFFLINESHOP_ATTR_APPLY_RESIST_TWOHAND	Two-handed Defense
OFFLINESHOP_ATTR_APPLY_RESIST_DAGGER	Dagger Defense
OFFLINESHOP_ATTR_APPLY_RESIST_BELL	Bell Defense
OFFLINESHOP_ATTR_APPLY_RESIST_FAN	Fan Defense
OFFLINESHOP_ATTR_RESIST_BOW	Arrow resistance
OFFLINESHOP_ATTR_RESIST_FIRE	Fire resistance
OFFLINESHOP_ATTR_RESIST_ELEC	Lightning resistance
OFFLINESHOP_ATTR_RESIST_MAGIC	Magic resistance
OFFLINESHOP_ATTR_APPLY_RESIST_WIND	Wind resistance
OFFLINESHOP_ATTR_APPLY_REFLECT_MELEE	Chance to reflect a close-combat hit
OFFLINESHOP_ATTR_APPLY_REFLECT_CURSE	Chance to reflect a magic attack
OFFLINESHOP_ATTR_APPLY_POISON_REDUCE	Poisoning Resistance
OFFLINESHOP_ATTR_APPLY_KILL_SP_RECOVER	Chence to recover MP after a kill
OFFLINESHOP_ATTR_APPLY_EXP_DOUBLE_BONUS	Chance to double exp rate
OFFLINESHOP_ATTR_APPLY_GOLD_DOUBLE_BONUS	Change to double yang rate
OFFLINESHOP_ATTR_APPLY_ITEM_DROP_BONUS	Change to double drop item rate
OFFLINESHOP_ATTR_APPLY_POTION_BONUS	Increase Potion Effect
OFFLINESHOP_ATTR_APPLY_KILL_HP_RECOVER	Chance to recover HP after a kill
OFFLINESHOP_ATTR_APPLY_IMMUNE_STUN	Defence against blackout
OFFLINESHOP_ATTR_APPLY_IMMUNE_SLOW	Defence against slowing
OFFLINESHOP_ATTR_APPLY_IMMUNE_FALL	Defence against falling
OFFLINESHOP_ATTR_BOW_DISTANCE	Increase Bow range
OFFLINESHOP_ATTR_DEF_GRADE	Defense
OFFLINESHOP_ATTR_ATT_GRADE	Attack Value
OFFLINESHOP_ATTR_MAGIC_ATT_GRADE	Magic Attack
OFFLINESHOP_ATTR_MAGIC_DEF_GRADE	Magic Defense
OFFLINESHOP_ATTR_MAX_STAMINA	Resistance
OFFLINESHOP_ATTR_MALL_ATTBONUS	Attack
OFFLINESHOP_ATTR_MALL_DEFBONUS	Defense
OFFLINESHOP_ATTR_MALL_EXPBONUS	Chance to double exp bonus rate
OFFLINESHOP_ATTR_MALL_ITEMBONUS	Chance to double yang bonus rate
OFFLINESHOP_ATTR_MALL_GOLDBONUS	Chance to double drop item bonus rate
OFFLINESHOP_ATTR_SKILL_DAMAGE_BONUS	Skill Damage
OFFLINESHOP_ATTR_NORMAL_HIT_DAMAGE_BONUS	Average Damage
OFFLINESHOP_ATTR_SKILL_DEFEND_BONUS	Skill Resistance
OFFLINESHOP_ATTR_NORMAL_HIT_DEFEND_BONUS	Average Resistance
OFFLINESHOP_ATTR_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus
OFFLINESHOP_ATTR_MALL_ITEMBONUS_P_STATIC	iCafe Chance to drop Item
OFFLINESHOP_ATTR_APPLY_RESIST_WARRIOR	Warrior Resistance
OFFLINESHOP_ATTR_APPLY_RESIST_ASSASSIN	Ninja Resistance
OFFLINESHOP_ATTR_APPLY_RESIST_SURA	Sura Resistance
OFFLINESHOP_ATTR_APPLY_RESIST_SHAMAN	Shaman Resistance
OFFLINESHOP_ATTR_APPLY_MAX_HP_PCT	Max HP %%
OFFLINESHOP_ATTR_APPLY_MAX_SP_PCT	Max MP %%
OFFLINESHOP_ATTR_ENERGY	Energy
OFFLINESHOP_ATTR_COSTUME_ATTR_BONUS	Costume Bonus
OFFLINESHOP_ATTR_MAGIC_ATTBONUS_PER	Unused
OFFLINESHOP_ATTR_MELEE_MAGIC_ATTBONUS_PER	Unused
OFFLINESHOP_ATTR_RESIST_ICE	Ice Resistance
OFFLINESHOP_ATTR_RESIST_EARTH	Earth Resistance
OFFLINESHOP_ATTR_RESIST_DARK	Dark Resistance
OFFLINESHOP_ATTR_ANTI_CRITICAL_PCT	Anti-critical
OFFLINESHOP_ATTR_ANTI_PENETRATE_PCT	Anti-penetrate
OFFLINESHOP_ATTR_APPLY_BLEEDING_PCT	Chance to blooding
OFFLINESHOP_ATTR_APPLY_BLEEDING_REDUCE	Blooding resistance
OFFLINESHOP_ATTR_APPLY_ATTBONUS_WOLFMAN	Strong vs Lycan
OFFLINESHOP_ATTR_APPLY_RESIST_CLAW	Claw Resistance
OFFLINESHOP_ATTR_APPLY_RESIST_WOLFMAN	Resistance Lycan
OFFLINESHOP_ATTR_RESIST_MAGIC_REDUCTION	Resistance Anti-Magic reduction
OFFLINESHOP_ATTR_RES	Body Resistance
OFFLINESHOP_ATTR_HARDNESS_GRADE	Hardness
OFFLINESHOP_RARITY_ITEM_UNSET	Select rarity.
OFFLINESHOP_NO_FILTER_ACTIVE_MESSAGE	You do not have any search filters enabled.
OFFLINESHOP_SEARCH_FILTER_NAME_NOSET	You must enter a name to filter by name.
OFFLINESHOP_SEARCH_RARITY_ERROR	You must select a rarity to use the filter by rarity.
OFFLINESHOP_SEARCH_PRICE_ERROR	You have entered an invalid level range.
OFFLINESHOP_SEARCH_PRICE_LEVEL	You have entered an invalid price range.
OFFLINESHOP_MY_PATTERN_INSERT_NAME_DESC	Enter a name for the filter
OFFLINESHOP_MY_PATTERN_INSERT_NAME_TITLE	Save Filter
OFFLINESHOP_PATTERN_SAVED_SUCCESS	Filter inserted in saved filters.
OFFLINESHOP_SAFEBOX_TOOLTIP_GETITEM	|Eemoji/key_lclick|e Pick
OFFLINESHOP_SHOP_SAFEBOX_QUESTION_GET_ITEM_COUNT	Do you want to get %s x %d from the Shop warehouse?
OFFLINESHOP_SHOP_SAFEBOX_QUESTION_GET_ITEM	Do you want to withdraw %s from the warehouse Shop?
OFFLINESHOP_SHOP_SAFEBOX_ACCEPT	Accept
OFFLINESHOP_SAFEBOX_CANCEL	Cancel
OFFLINESHOP_SAFEBOX_GET_VALUTE_TITLE	Retire
OFFLINESHOP_MAKE_OFFER_TITLE	Private Offer
OFFLINESHOP_CANCEL_OFFER_QUESTION_ACCEPT	Accept
OFFLINESHOP_CANCEL_OFFER_QUESTION_CANCEL	Close
OFFLINESHOP_CANCEL_OFFER_QUESTION	Do you want to cancel the offer?
OFFLINESHOP_MY_OFFER_OFFER_TEXT	Offerta : %s
OFFLINESHOP_ACCEPT_OFFER_QUESTION	Do you want to accept the offer?
OFFLINESHOP_ACCEPT_OFFER_QUESTION_ACCEPT	Yes
OFFLINESHOP_ACCEPT_OFFER_QUESTION_CANCEL	No
OFFLINESHOP_CREATE_AUCTION_INVALID_PRICE	You must enter a valid auction base.
OFFLINESHOP_AUCTION_MIN_RAISE	The minimum raise is %s yang.
OFFLINESHOP_AUCTION_MAKE_OFFER	Auction bid
OFFLINESHOP_SCRIPTFILE_CREATE_TEXT	Create
OFFLINESHOP_SCRIPTFILE_CLOSE_SHOP_TEXT	Close
OFFLINESHOP_SCRIPTFILE_CLOSE_AUCTION_TEXT	Close
OFFLINESHOP_CANCEL_OFFER_QUESTION	Do you want to cancel the offer?
OFFLINESHOP_CANCEL_OFFER_QUESTION_ACCEPT	Yes
OFFLINESHOP_CANCEL_OFFER_QUESTION_CANCEL	No
OFFLINESHOP_MYOFFERS_CANCEL_BUTTON_TEXT	Cancel
OFFLINESHOP_SCRIPTFILE_RESET_FILTER_TEXT	Reset all
OFFLINESHOP_SCRIPTFILE_START_SEARCH_TEXT	Start Search
OFFLINESHOP_SCRIPTFILE_SAVE_AS_PATTERN_TEXT	Save Filter
OFFLINESHOP_WEAR_WARRIOR	Warrior
OFFLINESHOP_WEAR_ASSASSIN	Ninja
OFFLINESHOP_WEAR_SURA	Sura
OFFLINESHOP_WEAR_SHAMAN	Shaman
OFFLINESHOP_WEAR_WOLFMAN	Lycan
OFFLINESHOP_TOOLTIP_WEAR_INFO	Wearable : 
OFFLINESHOP_TOOLTIP_NAME_INFO	Name : 
OFFLINESHOP_TOOLTIP_PRICE_INFO	Price : 
OFFLINESHOP_TOOLTIP_LEVEL_INFO	Lv : 
OFFLINESHOP_TOOLTIP_TYPE_INFO	Type : 
OFFLINESHOP_TOOLTIP_ATTR_INFO	Bonus : 
OFFLINESHOP_TOOLTIP_RARITY_INFO	Rarity : 
OFFLINESHOP_SEARCH_RISE_LIMIT	Object limit reached ( %d items)
OFFLINESHOP_TOOLTIP_LEFT_CLICK_MAKE_OFFER	|Eemoji/key_lclick|e make offer
RARITY_ITEM_COMMON	Common Item
RARITY_ITEM_EPIC	Epic Item
RARITY_ITEM_LEGENDARY	Legendary Item
RARITY_ITEM_ANTIQUE	Ancient Item
RARITY_ITEM_MISTIC	Mystic Item
DUNGEON_INFO_TYPE0	Unknown
DUNGEON_INFO_TYPE1	Private
DUNGEON_INFO_TYPE2	Global
DUNGEON_INFO_ORGANIZATION0	Nothing
DUNGEON_INFO_ORGANIZATION1	Party
DUNGEON_INFO_ORGANIZATION2	Guild
DUNGEON_INFO_NONE	Nothing
DUNGEON_INFO_DO_YOU_TELEPORT	You want to teleport %s?
DUNGEON_INFO_STATUS0	Accessible
DUNGEON_INFO_STATUS1	Running
DUNGEON_INFO_STATUS2	Closed
