NPC_SEARCH	Pesquisa NPC
PETSKILL_COOLDOWN	Cooldown: %s seg
PETSKILL_HP	Hp Restaurados: %s
PETSKILL_INVICIBLE	Invencível por: %s seg
ITEM_PRICE_TITLE	[ Preço ]
ITEM_IS_WORTH	%d |Eemoji/%s|e %s
ITEM_IS_FREE	Grátis
DO_YOU_BUY_ITEM_NORMAL	Voce deseja comprar %d %s?
CHATTING_SETTING_LEFT1	Clique com o botão direito no filtro para removê-lo.
CHATTING_SETTING_LEFT2	O filtro geral não pode ser removido.
CHAT_TYPE_INFO_EXP	Exp
CHAT_TYPE_INFO_ITEM	Item
CHAT_TYPE_INFO_VALUE	Value
CHATTING_SETTING_ADD	Adicionar guia
CHATTING_SETTING_ADD_MAX	Você atingiu o limite máximo.
CHATTING_SETTING_CHANGE_TITLE_NAME	Você quer salvar o nome deste chat?
CHATTING_SETTING_CHANGE_TITLE_NOT	Não é possível alterar o nome do chat geral.
CHATTING_SETTING_CHANGE_TITLE_NOT2	O nome não pode conter espaço.
CHATTING_SETTING_CHANGE_TITLE_NOT3	O nome não pode conter mais de 6 caracteres.
CHATTING_SETTING_CHANGE_TITLE_NOT4	O nome está vazio.
CHATTING_SETTING_SETTING	Definições
TOOLTIP_DOUBLE_DROP_ITEM	O drop será dobrado	SNA
TOOLTIP_IRR_WEAPON_DEFENSE	%d%% interrupção de defesa de arma	SA
EMOTION_SIRENA	SIRENE
EMOTION_CALL	Chamada
EMOTION_CHARGING	Carregamento
EMOTION_CELEBRATION	Celebração
EMOTION_WEATHER	Tempo
EMOTION_ALCOHOL	Cerveja
EMOTION_HUNGRY	Fome
EMOTION_SELFIE	Self
EMOTION_PUSHUP	Elevamento
EMOTION_EXERCISE	Aquecimento
EMOTION_DOZE	Irritado
EMOTION_DANCE_7	Dança 7
WINDOW_TXT1	Level mínimo: %s
WINDOW_TXT2	Level mínimo: %s
WINDOW_TXT3	Você não tem os itens necessários para entrar.
WINDOW_TXT4	Item necessários:
WINDOW_TXT5	Você quer ir para o mapa %s?
WINDOW_TXT6	Você não tem Gold suficiente!
DAILYGIFT_TXT1	Dia %d
DAILYGIFT_TXT2	Resgatar
DAILYGIFT_TXT3	Recompensa diária:
QUESTION_DLG_CHANGELANGUAGE	Você quer mudar o idioma?
QUESTION_DLG_REMOVEACC	Você deseja cancelar %s?
MINIMAP_SHOW_BLOCKPVP	Congele a visualização da equipe de duelo [F10]
MINIMAP_SHOW_UNBLOCKPVP	Desbloquear a visualização da equipe de duelo [F10]
SKILL_CHANGE_AVAILABLE	Possíveis mudanças: %d
DUEL_MINIWINDOW_OVER_SLOT	Ao clicar nesta imagem, você pode abrir o painel de duelo principal.
PET_MINIWINDOW_OVER_SLOT	Pressionando "P" ou clicando neste slot você pode abrir o painel principal do seu pet.
RENDER_TITLE	Preview
MINIMAP_SHOW_WIKI	Wiki [H]
MINIMAP_SHOW_DUNGEONINFO	Informação sobre as masmorras [F7]
MINIMAP_SHOW_DAILYGIFT	Presente do dia
MINIMAP_SHOW_BIOLOGIST	Missões de Biólogo
MINIMAP_SHOW_TELEPORT	Teletransporte [F5]
MINIMAP_SHOW_SAVEPOINT	Salva coordenada [F11]
MINIMAP_SHOW_OFFLINESHOP	Loja offline [Y]
RUNE_IS_UNLOCKED1	Você desbloqueou as runas.
RUNE_IS_UNLOCKED2	Mas primeiro você precisa saber o que é, leia a carta recebida.
TOOLTIP_APPLY_STOLA_COSTUME1A	Forte contra Monstros - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2A	Forte contra Metin - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2B	Vitalidade - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME3A	Forte contra Boss - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME3B	Intelligência - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME4A	Forte contra Semi-Humanos - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5A	Resistência a Semi-Humanos - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5B	Força - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME6A	Max. HP - min: +%d e max: +%d
GRADE_STOLA	[Grau: %d]
SUPPORT_ERR1	Você tem que chamar o suporte para poder fazer isso!
SUPPORT_ERR2	Você só pode inserir itens que podem ser equipados por xamã.
SUPPORT_ERR3	Você não pode inserir este item.
SUPPORT_ERR4	O objeto não é do sexo certo!
SUPPORT_CONFIRM	Você deseja continuar?
SUPPORT_CONFIRM2	Tem certeza de que deseja remover o objeto selecionado?
SUPPORT_CONFIRM3	Você quer substituir?
AFFECT_NEW_POTION1	Ampola Laranja
AFFECT_NEW_POTION2	Ampola Amarela
AFFECT_NEW_POTION3	Ampola Azul
AFFECT_NEW_POTION4	Ampola Vermelha
AFFECT_NEW_POTION5	Ampola Verde
AFFECT_NEW_POTION6	Ampola Roxo
AFFECT_NEW_POTION7	Orvalho Azul
AFFECT_NEW_POTION8	Orvalho Laranja
AFFECT_NEW_POTION9	Orvalho Branco
AFFECT_NEW_POTION10	Orvalho Amarelo
AFFECT_NEW_POTION11	Orvalho Vermelho
AFFECT_NEW_POTION12	Orvalho Verde
AFFECT_NEW_POTION13	Golpe Perfurador
AFFECT_NEW_POTION14	Golpe Crítico
AFFECT_NEW_POTION15	Ataque do Deus Dragão
AFFECT_NEW_POTION16	Defesa do Deus Dragão
AFFECT_NEW_POTION17	Magia do Deus Dragão
AFFECT_NEW_POTION18	Vida do Deus Dragão
AFFECT_NEW_POTION19	Elixir Velocidade de Ataque
AFFECT_NEW_POTION20	Poção Verde(G) (inf)
AFFECT_NEW_POTION21	Anel exp
AFFECT_NEW_POTION22	P. da sabedoria
AFFECT_NEW_POTION23	Luvas de ladrão
NEW_POTION_STATUS_0	[Desativado]
NEW_POTION_STATUS_1	[Ativado]
RUNE_POWER	Poder: %d%%
RUNE_POWER_CHARGE	Poder restante: %d%% di %d%%
RUNE_ACTIVATE	Você deseja ativar %s?
RUNE_DEACTIVATE	Você deseja desativar %s?
RUNE_ACTIVATE_ALL	Você quer ativar todas as runas disponíveis?
RUNE_DEACTIVATE_ALL	Você deseja desativar todas as runas disponíveis?
RUNE_CHARGE	Você quer aumentar o poder de %s com %s?
RUNE_ACTIVATED_1	Uma ou mais de suas Runas está/estão ativa/ativas.
RUNE_ACTIVATED_2	Todas as suas Runas estão ativas.
RUNE_LOCKED	O sistema de runas será desbloqueado quando você atingir o level 70.
MAP_NAME_357	Pirâmide Antiga
AFFECT_SKILL_QUESTION	Tem certeza de que deseja desligar o afeto da habilidade?
AFFECT_DROP_QUESTION1	Tem certeza de que deseja desativar o drop nesta conta?
AFFECT_DROP_QUESTION2	Tem certeza de que deseja ativar o drop nesta conta?
TOOLTIP_DROP_BLOCK	O drop desta conta está desativada. Clique aqui para ativá-lo.
TOOLTIP_DROP_UNBLOCK	O drop desta conta está ativada. Clique aqui para desativá-lo.
TOOLTIP_APPLY_ATTBONUS_RUNE	+%d%% forte contra os monstros das runas	SA
MAP_NAME_218	Calabouço Rúnico
UI_CHOOSE_LANGUAGE	Escolha o idioma:
UI_END	Terminar
UI_GETIN	Entre agora
WHISPER_ADMIN_SEND_MESSAGE	Enviar mensagem
WHISPER_ADMIN_CLEAR_MESSAGE	Deletar texto
WHISPER_ADMIN_CANCEL_ACTION	Finalizando a ação
WHISPER_ADMIN_LEN_TEXT	[i] Minimum / maximum characters: |cFF7cff00%d|r / |cFFff0000%d|r
WHISPER_ADMIN_CUR_LANG	[i] Idioma atual selecionado: |cFFffce00[%s]
WHISPER_ADMIN_TITLE_NAME	GM: Envie uma mensagem para o país.
WHISPER_ADMIN_MESSAGE	[Server] : [%s] : %s
WHISPER_ADMIN_MESSAGE2	[Server] : [%s] :%s
WHISPER_ADMIN_QUESTION_SEND	Tem certeza que deseja enviar esta mensagem?
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	Você não pode responder ao sistema.
KASMIR_MARKET_PRIVATESHOP_0	Padrão
KASMIR_MARKET_PRIVATESHOP_1	Mil e uma noite
KASMIR_MARKET_PRIVATESHOP_2	Mestre da grelha
KASMIR_MARKET_PRIVATESHOP_3	Caçador de tesouros
KASMIR_MARKET_PRIVATESHOP_4	Chama mínima
KASMIR_MARKET_PRIVATESHOP_5	Traficante de armas
KASMIR_MARKET_PRIVATESHOP_6	Venda de armas
KASMIR_MARKET_PRIVATESHOP_7	Alquimista
KASMIR_PAKET_STANDART	Padrão
KASMIR_PAKET_FIRE	Fogo
KASMIR_PAKET_ICE	Gelo
KASMIR_PAKET_PAPER	Papel
KASMIR_PAKET_RIBON	Carta
KASMIR_PAKET_WING	Asas
MINIMAP_BOSS_RESPAWN_TIME	Respawn: %d min.
ALERT_SASH_REMOVE_ATTR	Você tem certeza que quer continuar?
TOOLTIP_APPLY_ATTBONUS_MEDI_PVM	Dano Médio [PVM] %d%%	SA
TOOLTIP_APPLY_PVM_CRITICAL_PCT	+%d%% chanche de golpes críticos (PVM)	SA
PET_ASK_LEARN	Você tem certeza que quer continuar?
PET_APPLY_MAX_HP_PCT	HP max. +%s%%	SA
PET_APPLY_ATTBONUS_MONSTER	Forte contra monstros +%s%%	SA
PET_APPLY_MEDI_PVM	Dano Médio [PVM] +%s%%	SA
PET_TIME_TOOLTIP	Durata: %d Giorni %d Ore %d Minuti
PET_TIME_TOOLTIP_INF	Durata: Infinita
PET_TIME_GUI	Durata: %d (g) %d (h) %d (m)
PET_TIME_GUI_OLD	Duração: %s / %s Ore
ALERT_REVIVE_PET	Tem certeza que deseja alimentar o seu pet?
DS_SET_INFO	Ative 6 Pedras do Dragão +6 para aproveitar os seguintes bônus:
ASK_SEX_CHOOSE	Primeiro você tem que escolher o sexo !
COMB_ALERT	Os bônus especiais serão removidos!
COMB_ALERT1	Para fazer isso, você precisa adicionar o pergaminho de transferência em seu slot.
COMB_ALERT2	Primeiro você precisa adicionar o Traje da qual os bônus serão retirados.
COMB_ALERT3	Você só pode transferir bônus do Traje.
COMB_ALERT4	Você só pode transferir bônus do mesmo tipo de Trajes.
COMB_ALERT5	Você só pode transferir bônus de Trajes corporais.
COMB_ALERT6	Você só pode transferir bônus do mesmo tipo de Traje.
COMB_ALERT7	O Traje deve ter pelo menos um bônus normal!
VIEW_RENDERING	Aperte |Eemoji/key_ctrl|e para a visualização.
DUEL_BLOCK_CHANGE_ITEM	[x] Alterar Item
DUEL_BLOCK_BUFF	[x] Buff
DUEL_BLOCK_POTION_RED	[x] Poção Vermelha
DUEL_BLOCK_HORSE_MOUNT	[x] Cavalo/Montaria
DUEL_BLOCK_PET	[x] Pet
DUEL_BLOCK_POLY	[x] Poly
DUEL_BLOCK_PARTY	[x] Grupo
DUEL_BLOCK_EXCHANGE	[x] Comércio
DUEL_TARGET_NAME	Duelo com:
DUEL_MONEY_ADD	[i] Inserir
DUEL_MONEY_CANCEL	[i] Cancelar
DUEL_MONEY_TITLE	[i] Apostar com dinheiro
DUEL_MONEY_CURRENT	Dinheiro real: 
DUEL_VICTIM_ERROR	<Aviso> Você não pode fazer isso se eles não aceitarem ou recusarem.
DUEL_MONEY_ERROR_1	<Aviso> Apenas um número pode ser inserido.
DUEL_MONEY_ERROR_2	<Aviso> O número inserido é menor ou igual a 0.
DUEL_MONEY_ERROR_3	<Aviso> O valor inserido é maior do que o valor que você tem em estoque.
DUEL_TITLENAME	Manager exibindo equipamentos no duelo
DUEL_EQUIP_BLOCK	Bloquear
DUEL_EQUIP_UNBLOCK	Desbloquear
DUEL_TITLENAME_EQUIP	Equipamento adversário:
DUEL_CHOOSE_BLOCK	Escolha o que você deseja bloquear:
DUEL_INFO_1	Nome char.:
DUEL_INFO_2	Nome guilda:
DUEL_INFO_3	Level:
DUEL_INFO_4	Tempo de jogo:
DUEL_INFO_5	Vencedor da aposta:
DUEL_INFO_6	Detalhes do oponente:
DUEL_LIVE_VICTIM_LEVEL	Level:
DUEL_LIVE_VICTIM_NAME	Nome:
COMMON_SKILL_143A	Aumente o valor do ataque: %d%%
COMMON_SKILL_143B	Aumente o valor do ataque mágico com: %d%%
COMMON_SKILL_144	Aumente o drop de gold com: %d%%
COMMON_SKILL_145	Aumente a força contra monstros com: %d%%
COMMON_SKILL_146	Aumente seus pontos de vida com: %d
NEW_EXCHANGE_ADDED	%s adicionado %s.
NEW_EXCHANGE_YOU_READY	%s Você está pronto para negociar.
NEW_EXCHANGE_YOU_ACCEPT	%s Aceite o comércio.
NEW_EXCHANGE_ACCEPT	%s %s aceitar o comércio.
NEW_EXCHANGE_YOU_ABORT	%s Pare de negociar.
NEW_EXCHANGE_ABORT	%s %s pare de negociar.
NEW_EXCHANGE_LEVEL	Lv. %d
NEW_EXCHANGE_ALERT1	Você está dando coisas por nada em troca,
NEW_EXCHANGE_ALERT2	e você não poderá obter o Gold ou os itens de volta.
EXCHANGE_TITLE	trocas com %s
EXCHANGE_TITLE_LEVEL	trocas com %s (%d)
USE_200_ITEMS	|Eemoji/key_rclick|e + |Eemoji/key_ctrl|e Para usar o pack inteiro.
INFO_INCREASE_CHAR_STAT	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e Aumentar com 10 pontos.
BATTLE_PASS_JAN20	Dezembro 2021
SKILL_COLOR_SELECT_FIRST	Escolha uma cor primeiro.
SKILL_COLOR_PICK_TOOLTIP	Escolha a cor que deseja %s. (HEX Code : %s)
SKILL_COLOR_PRESET_TOOLTIP_TITLE	Predefinição de cor
SKILL_COLOR_PRESET_TOOLTIP_1	Você pode salvar uma cor escolhida para sua habilidade.
SKILL_COLOR_PRESET_TOOLTIP_2	Salve a cor escolhida e se precisar da cor novamente
SKILL_COLOR_PRESET_TOOLTIP_3	basta selecionar o código de cores da lista.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_TITLE	Código de cores 
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_1	Você pode inserir uma cor personalizada usando um código hexadecimal.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_2	Por exemplo #FFFFFF (White)
SKILL_COLOR_DO_YOU_RESET	Você quer restaurar a cor de sua habilidade?
SKILL_COLOR_DO_YOU_CHANGE	Você quer mudar a cor de sua habilidade?
SKILL_COLOR_SELECT_PRESET	Escolha uma cor.
SKILL_COLOR_SELECT_PRESET_NONE	Nenhuma cor salva.
SKILL_COLOR_CANNOT_SAVE	Você não pode salvar outras cores.
SOUL_ITEM_TOOLTIP_APPLY	O efeito é ativado.
SOUL_ITEM_TOOLTIP_BLUE1	Tempo de jogo: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Aumentado o dano das habilidades com x%.1f pelo tempo jogado
SOUL_ITEM_TOOLTIP_COMMON	Não para PvP, Transformação
SOUL_ITEM_TOOLTIP_RED1	Tempo de jogo: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Aumentado o dano das habilidades com x%.1f pelo tempo jogado
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Ataques restantes: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	O espirito expira por dentro
SOUL_ITEM_TOOLTIP_UNAPPLIED	O efeito não está ativado'''
SOUL_REFINE_FAILURE	melhoria falhou.
SOUL_REFINE_SUCCESS	melhoria bem-sucedida.
ENVANTER_KEY_NEED	Você precisa de outras %s chaves.
ENVANTER_EXPANS_1	Você deseja expandir seu inventário com %s chaves?
SHOP_NOT_ENOUGH_ITEM	Você não tem itens suficientes para comprar o item.
SELECT_YES_GUILD	Nome da guilda: %s
EMPIRE_SELECT	Selecionar
EMPIRE_SELECT_MODE	Escolha do reino
CHARACTER_CREATE_MODE	Criar personagem
CHARACTER_SELECT_MODE	Escolha o personagem
CHARACTER_CREATE_MALE	Masculino
CHARACTER_CREATE_FEMALE	Feminino
CHARACTER_CREATE_APPEARANCE1	Visualiza 1
CHARACTER_CREATE_APPEARANCE2	Visualiza 2
INTRO_SELECT_LEVEL	Lv. %d
GRADE_CIANITE_EPIC	[Grau Épico]
GRADE_CIANITE_LEGG	[Grau Lendário]
GRADE_CIANITE_ANTIC	[Grau Antigo]
GRADE_CIANITE_MISTC	[Grau Místico]
REFINE_ERROR_ADD_PERC_STONES	[Refines] Você não pode adicionar poções para aumentar a taxa de sucesso das pedras.
REFINE_COST_UPGRADE	[i] Custos de Melhoria
REFINE_CURRENT_ITEM	[i] Item Atual
REFINE_NEXT_ITEM	[i] Item Sucessivo
REFINE_NEED_ITEMS	[i] Item Necessário
REFINE_PERCENTAGE_LOW	+5%
REFINE_PERCENTAGE_MEDIUM	+10%
REFINE_PERCENTAGE_EXTRA	+15%
REFINE_INCREASE_PERCENTAGE	[Extra + %d%%]
REFINE_ERROR_ITEM_VNUM	[Aprimoramento] Você não pode adicionar este item.
REFINE_ERROR_ITEM_COUNT	[Aprimoramento] Você só pode adicionar 1 poção de melhoria de cada tipo.
REFINE_ERROR_ITEM_OVERFLOW_PERCENTAGE	[Aprimoramento] A porcentagem total atual é 100%.
REFINE_ERROR_ADD_PERC_STONES	[Aprimoramento] Você não pode aumentar a taxa de sucesso para poções.
HIDE_COSTUME	Esconder Traje
SHOW_COSTUME	Mostrar Traje
UI_CHANNEL_GO	Alterar
UI_CHANNEL_CLOSE	Fechar
UI_CHANNEL_CHOOSE	Escolher CH
UI_CHANNEL_REFRESH	Atualizar
UI_CHANNEL_YET_ON_THIS_CH	Você já está neste CH.
TOOLTIP_APPLY_ATTBONUS_ELEC	Força do relâmpago +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Força do fogo +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Força do gelo +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Força do vento +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Força da terra +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Força da escuridão +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADA	Interrupção da Defesa da Espada+%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADONE	Interrupção da Defesa Espadão duas Mãos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_PUGNALE	Interrupção da Defesa da Adaga +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_FRECCIA	Interrupção da Defesa da Flecha +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_VENTAGLIO	Interrupção da Defesa do Leque +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_CAMPANA	Interrupção da Defesa do Sino +%d%%	SA
TOOLTIP_APPLY_RESIST_MEZZIUOMINI	Resistência Semi-Humanos %d%%	SA
TOOLTIP_APPLY_DEF_TALISMAN	Defesa: +%d	SA
TOOLTIP_APPLY_ATTBONUS_FORT_ZODIAC	Forte contra os monstros do Zodíaco +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Forte contra monstros do deserto +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Forte contra insetos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_ARTIGLIO	Interrupção de Defesa de Garras +%d%%	SA
SUPPORT_SKILL_VALUE	Valor de habilidade
SUPPORT_CHAR_TITLE	Personagem do Xamã de Apoio
LOCALIZATION_TITLE	Sistema de Posições
LOCALIZATION_DESC_BTN_EDIT	[i] Edite o nome da Posição
LOCALIZATION_SAVE	Salva
UPDATE_GAYA_MARKET	Quer atualizar o Gaya Market?
EXPAND_GAYA	Você quer expandir o Mercado Gaya?
GAYA_SYSTEM_UNIT_GAYA	Gaya
CHEQUE_SYSTEM_UNIT_YANG	Gold
TIME_MIN_SEC	%dMin:%dSeg
TIME_MIN	%dMin
CANNOT_CHANGE_FIGHT_MODE	Você não pode alterar o modo de combate deste mapa.
DEFANCE_WAWE_MAST_TEXT	Mastro de navio
DEFANCE_WAWE_GAUGE_TOOLTIP	HP: 990000000 /990000000
LOCALIZATION_TELEPORT	Teleport
LOCALIZATION_EDIT	Salva
LOCALIZATION_CANCEL	Cancelar
LOCALIZATION_CHANGE_NAME	Salva o nome da posição
TARGET_INFO_DAMAGE	Dano : %s - %s
TARGET_INFO_DEFENSE	Defesa : %s
TARGET_INFO_EXP	Esperienza : %s
TARGET_INFO_MAINRACE	Raça : %s
TARGET_INFO_MAX_HP	Max. HP : %s
TARGET_INFO_NO_ITEM_TEXT	Nenhum objeto disponível.
TARGET_INFO_NO_RACE	Vazio
TARGET_INFO_RACE_METIN	Metin
TARGET_INFO_RACE_ANIMAL	Animais
TARGET_INFO_RACE_DARK	Escuridão
TARGET_INFO_RACE_DEVIL	Demônios
TARGET_INFO_RACE_EARTH	Terra
TARGET_INFO_RACE_ELEC	Elétrico 
TARGET_INFO_RACE_FIRE	Fogo
TARGET_INFO_RACE_HUMAN	Semi-Humanos
TARGET_INFO_RACE_ICE	Gelo
TARGET_INFO_RACE_MILGYO	Místico 
TARGET_INFO_RACE_ORC	Orcs
TARGET_INFO_RACE_UNDEAD	Zumbi
TARGET_INFO_RACE_WIND	Vento
TARGET_INFO_STONE_NAME	Pedra fantasma
TARGET_INFO_SUBRACE	Subespécies : %s
SWITCHBOT_TITLE	Switchbot
SWITCHBOT_START	Start
SWITCHBOT_STOP	Stop
SWITCHBOT_EMPTY_ATTR	- Empty -
SWITCHBOT_SELECT_ATTR	Seleciona atributo
SWITCHBOT_CLEAR_ATTR	Remover
SWITCHBOT_CONFIGURATION_TITLE	Impostações salvas
SWITCHBOT_SAVE_BUTTON	Abre memória
SWITCHBOT_SAVE	Salva
SWITCHBOT_LOAD_CONFIGURATION	Carregar
SWITCHBOT_CLEAR_CONFIGURATION	Limpar
SASH_REFINE_COST	Preço de absorção: %d
SASH_ABSORB_CHANCE	Taxa de absorção: %d%%
SASH_ABSORB_CHANCE2	Taxa de absorção: %d%% ~ %d%%
SASH_DO_YOU_CLEAN	Deseja remover todos os bônus disponíveis?
SASH_FAILURE_CLEAN	Nenhum bônus pode ser removido.
SASH_DEL_SERVEITEM	A Faixa de Ombros 2 será destruída se a combinação falhar.
SASH_DEL_ABSORDITEM	Você absorve o objeto, destruindo-o no processo?
LOGIN_FAILURE_WRONG_VERSION	Sua versão do cliente está desatualizada. Por favor, corrija isso!
AUTO_TOOLTIP_LINE5	Dica: a duração das outras poções é expressa em segundos.
DETAILS_1	Forte contra Semi-Humanos
DETAILS_12	Ataque Corporal/Mágico
DETAILS_59	de dano absorvido do HP
DETAILS_60	de dano absorvido do SP
DETAILS_61	Regeneração HP
DETAILS_62	Regeneração SP
DETAILS_63	Poss. Bloquear ataque corporal
DETAILS_64	Poss. de desviar de flechas
DETAILS_65	Poss. Refletir ataque corporal
DETAILS_66	de chance de regenerar HP
DETAILS_67	de chance de regenerar SP
DETAILS_68	EXP
DETAILS_69	Possibilidade a mais de Dropar Gold1
DETAILS_70	Possibilidade a mais de Dropar Item
DETAILS_71	Ataque Corporal/Mágico
DETAILS_72	Defesa Magica
DETAILS_79	Dano Médio [PVM]
DETAILS_CATE_1	BÔNUS PVM
DETAILS_CATE_2	BÔNUS PVP
DETAILS_CATE_3	BÔNUS ELEMENTOS
DETAILS_CATE_4	BÔNUS OFENSIVOS
DETAILS_CATE_5	BÔNUS DEFENSIVOS
DETAILS_CATE_6	BÔNUS STATUS
DETAILS_CATE_7	BÔNUS ALTERNATIVOS
FINDM_BUTTON_01	Retirar
FINDM_BUTTON_02	Melhorar
FINDM_POPUP_01	Você não tem todos os itens de que precisa para iniciar o minijogo.
FINDM_POPUP_02	Você não tem o suficiente %s.
FINDM_POPUP_03	Não pode mais ser usado.
FINDM_POPUP_04	Esta já é a melhor recompensa.
FINDM_POPUP_05	Você não tem Gold suficiente para o minijogo.
FINDM_POPUP_06	Se você não girá-los em %d segundos, as três cartas são viradas automaticamente.
FINDM_QUESTION_01	Você vai consumir %d Gold e %s.\nContinuar?
FINDM_QUESTION_02	Tente novamente e use %s %d?
FINDM_QUESTION_03	Recompensa: %s
FINDM_QUESTION_04	Nova tentativa? Em caso de falha, a recompensa atual ainda é sua.
FINDM_QUESTION_05	Terminar o jogo e receber a recompensa?
FINDM_TOOLTIP_01	Se você não fizer nenhuma escolha dentro do período de tempo especificado, três cartas serão viradas automaticamente.
GUILDLAND_ABANDON_VOTE	Desista da terra da sua guilda [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	O terreno da guilda foi vendido [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	As terras da guilda foram vendidas.
GUILDLAND_ABANDON_VOTE_RESULT3	Resultado da pesquisa:
GUILDLAND_ABANDON_VOTE_RESULT4	A pesquisa é inválida.
GUILDLAND_ABANDON_VOTE_TEXT	Você realmente deseja iniciar a pesquisa?
GUILDLAND_ABANDON_VOTE_TEXT1	Você está votando a favor da venda de terras da guilda?
GUILDLAND_DEAL	Vender terras da guilda
GUILDLAND_DEAL_TEXT1	A guilda [%s] quer vender
GUILDLAND_DEAL_TEXT2	o próprio terreno por %s Gold.
GUILDLAND_DEAL_TEXT3	Você aceita a oferta?
GUILDLAND_DELA_VOTE	A guilda [%s] quer comprar o nosso terreno.
GUILDLAND_DELA_VOTE_RESULT1	Venda de terras para a guilda [%s].
GUILDLAND_DELA_VOTE_RESULT2	A pesquisa terminou.
GUILDLAND_DELA_VOTE_RESULT3	Resultado da pesquisa de venda do terreno:
GUILDLAND_DELA_VOTE_RESULT4	A pesquisa é inválida.
GUILDLAND_DELA_VOTE_TEXT	Para qual guilda você deseja vender o terreno da guilda?
GUILDLAND_DELA_VOTE_TEXT1	Você está votando na venda de terras da guilda?
GUILDLAND_VOTE_TEXT	Você quer vender o terreno para [%s]?
GUILDVOTE_CHANGEMASTER	Mudar o líder da guilda
GUILDVOTE_CHANGEMASTER_RESULT1	A guilda foi cedida com sucesso.
GUILDVOTE_CHANGEMASTER_RESULT3	Dê a guilda a um membro [%s].
GUILDVOTE_CHANGEMASTER_RESULT4	A pesquisa é inválida.
GUILDVOTE_CHANGEMASTER_RESULT5	Novo Líder de Guilda: %s
GUILDVOTE_CHANGEMASTER_TEXT1	Você quer ceder a guilda para [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Você realmente quer desistir da liderança da guilda?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Dê a guilda a um membro [%s].
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Você está votando a favor para ceder a guilda?
GUILDVOTE_MEMBEROUT	Expulsar membro
GUILDVOTE_MEMBEROUT_AUTH	Você não tem direitos para executar esta ação.
GUILDVOTE_MEMBEROUT_NOMAL	Você realmente quer alienar este membro?
GUILDVOTE_MEMBEROUT_RESULT1	Membro dispensado: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Resultado da pesquisa
GUILDVOTE_MEMBEROUT_RESULT3	Eles expulsaram você da guilda [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Resultado da pesquisa
GUILDVOTE_MEMBEROUT_RESULT5	A pesquisa é inválida.
GUILDVOTE_MEMBEROUT_TEXT1	Você quer começar a votação contra [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Enquete: expulsar este membro da guilda?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Enquete: Deve [%s] ser expulso da guilda?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Contra
GUILDVOTE_OK	A favor
GUILDVOTE_RESULT_AGGRE_MEMBER	Favorável: %d
GUILDVOTE_RESULT_ALL_MEMBER	Participantes: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Contras: %d
